0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"TECHNOLOGY,","DMIHER(DU),","SAWANGI(MEGHE),","WARDHA.,","WARDHA,",MAHARASHTRA,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,226,31,192,61,141,91,49,121,119,151,288,181,86,211,272,241,189
2,100,32,135,62,52,92,41,122,74,152,406,182,65,212,181,242,90
3,38,33,46,63,410,93,109,123,65,153,119,183,68,213,359,243,29
4,85,34,400,64,57,94,105,124,117,154,108,184,95,214,264,244,209
5,267,35,134,65,95,95,85,125,55,155,65,185,51,215,296,245,51
6,116,36,116,66,391,96,357,126,512,156,79,186,243,216,64,246,232
7,55,37,189,67,688,97,86,127,70,157,84,187,47,217,197,247,594
8,106,38,82,68,104,98,165,128,35,158,49,188,208,218,461,248,168
9,165,39,60,69,95,99,253,129,70,159,293,189,35,219,450,249,117
10,54,40,86,70,137,100,50,130,180,160,304,190,40,220,127,250,121
11,242,41,50,71,103,101,181,131,291,161,147,191,75,221,348,251,521
12,322,42,252,72,79,102,40,132,605,162,86,192,74,222,51,252,103
13,348,43,42,73,88,103,105,133,173,163,65,193,61,223,115,253,616
14,32,44,46,74,412,104,331,134,188,164,181,194,160,224,459,254,100
15,89,45,273,75,396,105,146,135,91,165,86,195,600,225,79,255,85
16,354,46,673,76,479,106,132,136,97,166,-12,196,14,226,75,256,320
17,43,47,60,77,120,107,66,137,-11,167,14,197,75,227,151,257,349
18,90,48,62,78,287,108,232,138,599,168,43,198,112,228,620,,
19,125,49,67,79,153,109,446,139,77,169,261,199,81,229,72,,
20,55,50,233,80,60,110,59,140,627,170,85,200,140,230,37,,
21,400,51,108,81,187,111,50,141,177,171,371,201,92,231,245,,
22,84,52,96,82,63,112,64,142,79,172,350,202,353,232,604,,
23,265,53,215,83,119,113,431,143,95,173,75,203,263,233,475,,
24,397,54,274,84,257,114,58,144,206,174,181,204,36,234,178,,
25,10,55,61,85,208,115,380,145,62,175,52,205,261,235,75,,
26,88,56,451,86,162,116,110,146,389,176,59,206,61,236,48,,
27,92,57,49,87,92,117,86,147,53,177,53,207,292,237,523,,
28,123,58,131,88,225,118,112,148,192,178,408,208,74,238,85,,
29,92,59,627,89,345,119,45,149,20,179,57,209,436,239,361,,
30,57,60,174,90,93,120,113,150,156,180,46,210,58,240,632,,
