0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"BIKANER,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,620,31,279,61,562,91,128,121,334,151,97,181,120,211,642,241,670,271,685,,,,,,
2,200,32,207,62,526,92,330,122,366,152,134,182,140,212,40,242,87,272,299,,,,,,
3,155,33,361,63,594,93,208,123,584,153,610,183,705,213,492,243,640,273,559,,,,,,
4,619,34,147,64,204,94,6,124,390,154,279,184,277,214,265,244,646,274,635,,,,,,
5,537,35,330,65,436,95,207,125,166,155,541,185,196,215,202,245,408,275,367,,,,,,
6,29,36,506,66,367,96,46,126,454,156,399,186,486,216,323,246,509,276,146,,,,,,
7,384,37,522,67,269,97,382,127,121,157,490,187,237,217,622,247,269,277,149,,,,,,
8,113,38,47,68,134,98,306,128,217,158,226,188,447,218,172,248,636,278,123,,,,,,
9,480,39,169,69,115,99,387,129,429,159,377,189,179,219,259,249,220,279,363,,,,,,
10,204,40,328,70,150,100,26,130,280,160,80,190,501,220,189,250,386,280,87,,,,,,
11,532,41,142,71,540,101,229,131,553,161,352,191,175,221,386,251,671,281,116,,,,,,
12,170,42,389,72,537,102,601,132,621,162,640,192,135,222,433,252,172,282,105,,,,,,
13,172,43,137,73,280,103,683,133,117,163,77,193,196,223,670,253,135,283,560,,,,,,
14,550,44,633,74,0,104,398,134,616,164,466,194,457,224,214,254,510,284,40,,,,,,
15,101,45,181,75,522,105,384,135,431,165,404,195,410,225,583,255,615,285,554,,,,,,
16,428,46,543,76,552,106,135,136,225,166,647,196,173,226,145,256,516,286,93,,,,,,
17,350,47,665,77,50,107,428,137,249,167,74,197,441,227,186,257,312,287,93,,,,,,
18,394,48,386,78,459,108,103,138,145,168,352,198,583,228,670,258,310,288,502,,,,,,
19,248,49,326,79,45,109,96,139,129,169,469,199,48,229,489,259,141,289,218,,,,,,
20,367,50,333,80,389,110,165,140,110,170,211,200,338,230,281,260,88,290,630,,,,,,
21,296,51,169,81,15,111,132,141,130,171,665,201,103,231,585,261,444,291,363,,,,,,
22,397,52,115,82,148,112,676,142,178,172,130,202,34,232,665,262,75,292,240,,,,,,
23,521,53,545,83,303,113,229,143,463,173,102,203,520,233,222,263,260,293,191,,,,,,
24,557,54,148,84,238,114,33,144,29,174,136,204,437,234,617,264,204,294,269,,,,,,
25,235,55,395,85,123,115,495,145,318,175,447,205,397,235,430,265,204,295,171,,,,,,
26,65,56,400,86,476,116,258,146,652,176,359,206,387,236,455,266,121,296,478,,,,,,
27,117,57,481,87,293,117,256,147,205,177,220,207,230,237,87,267,255,297,219,,,,,,
28,550,58,130,88,615,118,119,148,214,178,396,208,62,238,201,268,532,298,129,,,,,,
29,532,59,83,89,52,119,143,149,625,179,260,209,381,239,250,269,490,299,356,,,,,,
30,120,60,610,90,347,120,230,150,358,180,557,210,623,240,380,270,99,300,102,,,,,,
Centre:,390207,SHRI,JAIN,PUBLIC,SCHOOL,BIKANER,"RAJ,",SHRI,JAIN,PUBLIC,SCHOOL,BHAGWAN,MAHAVEER,MARG,GANGASHAHAR,ROAD,DIST,BIKANER,"RAJASTHAN,",NEET,(UG),2024,Page,No.,2
"BIKANER,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,552,331,313,361,286,391,417,421,413,451,238,481,124,,,,,,,,,,,,
302,425,332,511,362,267,392,187,422,20,452,339,482,154,,,,,,,,,,,,
303,595,333,90,363,524,393,470,423,235,453,80,483,64,,,,,,,,,,,,
304,171,334,179,364,90,394,373,424,618,454,425,484,115,,,,,,,,,,,,
305,99,335,359,365,238,395,87,425,632,455,635,485,657,,,,,,,,,,,,
306,130,336,635,366,436,396,512,426,540,456,254,486,210,,,,,,,,,,,,
307,575,337,69,367,246,397,167,427,73,457,110,487,251,,,,,,,,,,,,
308,414,338,302,368,671,398,117,428,367,458,145,488,20,,,,,,,,,,,,
309,275,339,505,369,337,399,225,429,106,459,98,489,538,,,,,,,,,,,,
310,235,340,109,370,41,400,289,430,60,460,237,490,146,,,,,,,,,,,,
311,199,341,82,371,132,401,52,431,595,461,223,491,157,,,,,,,,,,,,
