0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"INDORE,",MADHYA,PRADESH,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,84,31,432,61,270,91,196,121,175,151,6,181,213,211,54
2,310,32,125,62,120,92,434,122,332,152,139,182,198,212,146
3,48,33,96,63,126,93,44,123,112,153,264,183,24,213,73
4,19,34,45,64,320,94,386,124,-11,154,181,184,6,214,114
5,-5,35,152,65,81,95,40,125,225,155,76,185,268,215,471
6,413,36,105,66,414,96,31,126,307,156,108,186,175,216,65
7,49,37,88,67,276,97,92,127,237,157,49,187,269,217,217
8,142,38,42,68,68,98,148,128,74,158,583,188,68,218,136
9,521,39,80,69,55,99,42,129,105,159,265,189,60,219,309
10,627,40,206,70,36,100,311,130,94,160,344,190,199,220,80
11,143,41,69,71,107,101,295,131,51,161,135,191,607,,
12,233,42,73,72,283,102,54,132,176,162,307,192,127,,
13,348,43,199,73,63,103,97,133,70,163,388,193,33,,
14,176,44,55,74,118,104,135,134,200,164,461,194,209,,
15,203,45,86,75,89,105,136,135,27,165,256,195,307,,
16,223,46,202,76,36,106,60,136,198,166,143,196,34,,
17,118,47,47,77,317,107,118,137,217,167,56,197,58,,
18,52,48,224,78,61,108,436,138,79,168,263,198,345,,
19,261,49,73,79,192,109,53,139,115,169,158,199,211,,
20,78,50,21,80,67,110,326,140,52,170,45,200,42,,
21,83,51,54,81,125,111,60,141,180,171,229,201,115,,
22,70,52,71,82,268,112,47,142,37,172,127,202,273,,
23,117,53,249,83,71,113,45,143,190,173,54,203,341,,
24,111,54,148,84,134,114,89,144,114,174,324,204,32,,
25,129,55,336,85,65,115,-15,145,374,175,363,205,67,,
26,75,56,227,86,105,116,215,146,564,176,352,206,45,,
27,227,57,97,87,55,117,19,147,34,177,61,207,90,,
28,111,58,-30,88,282,118,385,148,371,178,236,208,38,,
29,339,59,285,89,160,119,240,149,411,179,427,209,109,,
30,76,60,228,90,313,120,240,150,68,180,283,210,111,,
