0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,51,31,105,61,421,91,193,121,70,151,99,181,8,211,60,241,55,271,70,
2,303,32,172,62,176,92,39,122,21,152,93,182,46,212,126,242,106,272,62,
3,424,33,315,63,32,93,143,123,247,153,305,183,135,213,340,243,281,273,225,
4,58,34,161,64,272,94,105,124,41,154,53,184,56,214,191,244,275,274,43,
5,501,35,299,65,265,95,59,125,152,155,146,185,143,215,358,245,318,275,120,
6,33,36,268,66,92,96,32,126,137,156,143,186,315,216,124,246,267,276,427,
7,101,37,493,67,61,97,87,127,353,157,70,187,133,217,107,247,229,277,324,
8,140,38,137,68,84,98,277,128,85,158,32,188,160,218,37,248,58,278,180,
9,217,39,102,69,97,99,134,129,13,159,312,189,29,219,32,249,137,279,110,
10,236,40,246,70,168,100,143,130,91,160,62,190,505,220,67,250,226,280,180,
11,140,41,531,71,165,101,181,131,74,161,20,191,284,221,547,251,109,281,64,
12,98,42,55,72,73,102,311,132,81,162,99,192,150,222,150,252,219,282,349,
13,78,43,128,73,100,103,162,133,35,163,93,193,314,223,128,253,513,283,289,
14,391,44,163,74,247,104,94,134,37,164,128,194,77,224,344,254,90,284,57,
15,115,45,304,75,83,105,125,135,175,165,279,195,91,225,95,255,457,285,59,
16,58,46,384,76,511,106,297,136,512,166,48,196,327,226,394,256,238,286,51,
17,153,47,457,77,322,107,45,137,126,167,351,197,261,227,39,257,114,287,107,
18,459,48,90,78,30,108,252,138,141,168,70,198,92,228,288,258,118,288,183,
19,106,49,345,79,45,109,272,139,185,169,60,199,184,229,50,259,96,289,66,
20,38,50,88,80,193,110,163,140,172,170,317,200,227,230,47,260,51,290,181,
21,73,51,384,81,93,111,109,141,344,171,299,201,123,231,375,261,152,291,214,
22,105,52,45,82,264,112,30,142,17,172,147,202,138,232,34,262,83,292,39,
23,81,53,143,83,208,113,207,143,77,173,525,203,57,233,377,263,91,293,271,
24,58,54,163,84,380,114,265,144,208,174,175,204,397,234,5,264,211,294,142,
25,44,55,23,85,166,115,328,145,71,175,67,205,391,235,335,265,21,295,36,
26,100,56,15,86,83,116,136,146,244,176,61,206,141,236,125,266,30,296,309,
27,327,57,79,87,40,117,155,147,139,177,176,207,1,237,141,267,396,297,124,
28,41,58,86,88,111,118,50,148,44,178,105,208,453,238,40,268,39,298,189,
29,56,59,92,89,338,119,72,149,450,179,412,209,85,239,87,269,253,299,100,
30,128,60,123,90,96,120,90,150,43,180,172,210,80,240,176,270,258,300,68,
Centre:,421402,GITANJALI,HIGH,"SCHOOL,",GITANJALI,HIGH,SCHOOL,VIKAS,NAGAR,SIDDIPET,ROAD,"JANGAON-506167,","JANGAON,",TELANGANA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,
301,139,331,191,,,,,,,,,,,,,,,,,
302,79,332,41,,,,,,,,,,,,,,,,,
303,178,333,219,,,,,,,,,,,,,,,,,
304,319,334,58,,,,,,,,,,,,,,,,,
305,74,335,161,,,,,,,,,,,,,,,,,
306,133,336,371,,,,,,,,,,,,,,,,,
307,103,337,55,,,,,,,,,,,,,,,,,
308,112,,,,,,,,,,,,,,,,,,,
309,31,,,,,,,,,,,,,,,,,,,
310,80,,,,,,,,,,,,,,,,,,,
311,279,,,,,,,,,,,,,,,,,,,
312,134,,,,,,,,,,,,,,,,,,,
313,191,,,,,,,,,,,,,,,,,,,
314,288,,,,,,,,,,,,,,,,,,,
315,110,,,,,,,,,,,,,,,,,,,
316,68,,,,,,,,,,,,,,,,,,,
317,90,,,,,,,,,,,,,,,,,,,
318,186,,,,,,,,,,,,,,,,,,,
319,100,,,,,,,,,,,,,,,,,,,
320,378,,,,,,,,,,,,,,,,,,,
321,149,,,,,,,,,,,,,,,,,,,
322,144,,,,,,,,,,,,,,,,,,,
323,249,,,,,,,,,,,,,,,,,,,
324,108,,,,,,,,,,,,,,,,,,,
325,77,,,,,,,,,,,,,,,,,,,
326,340,,,,,,,,,,,,,,,,,,,
327,30,,,,,,,,,,,,,,,,,,,
328,21,,,,,,,,,,,,,,,,,,,
329,72,,,,,,,,,,,,,,,,,,,
330,64,,,,,,,,,,,,,,,,,,,
