0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,155,31,115,61,389,91,217,121,150,151,189,181,56
2,372,32,148,62,54,92,75,122,276,152,8,182,100
3,257,33,587,63,506,93,101,123,25,153,215,183,330
4,94,34,88,64,503,94,90,124,54,154,106,184,113
5,42,35,623,65,43,95,100,125,54,155,111,185,66
6,273,36,45,66,97,96,37,126,496,156,26,186,6
7,414,37,43,67,158,97,306,127,185,157,75,187,143
8,68,38,165,68,110,98,298,128,100,158,54,188,302
9,50,39,191,69,145,99,392,129,45,159,205,189,477
10,170,40,95,70,235,100,149,130,89,160,227,190,95
11,401,41,57,71,193,101,274,131,98,161,363,191,30
12,32,42,121,72,579,102,55,132,520,162,72,192,95
13,599,43,374,73,73,103,106,133,60,163,86,193,61
14,82,44,111,74,198,104,268,134,100,164,364,194,84
15,279,45,-1,75,142,105,156,135,273,165,84,195,387
16,185,46,60,76,90,106,56,136,53,166,117,196,436
17,42,47,44,77,166,107,297,137,222,167,81,197,68
18,79,48,118,78,264,108,275,138,83,168,152,198,131
19,103,49,91,79,64,109,30,139,119,169,167,199,394
20,75,50,365,80,238,110,74,140,101,170,454,200,99
21,88,51,34,81,130,111,139,141,170,171,108,201,85
22,179,52,143,82,110,112,151,142,48,172,185,202,79
23,285,53,53,83,126,113,172,143,232,173,75,203,234
24,99,54,50,84,325,114,32,144,137,174,69,204,353
25,46,55,247,85,151,115,338,145,70,175,32,205,580
26,377,56,15,86,121,116,201,146,90,176,85,206,176
27,121,57,221,87,96,117,55,147,184,177,164,207,30
28,64,58,344,88,206,118,320,148,25,178,75,208,395
29,456,59,280,89,287,119,205,149,112,179,29,209,126
30,103,60,90,90,39,120,207,150,479,180,96,,
