0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"TIRUVANNAMALAI,",TAMIL,NADU,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,184,31,271,61,119,91,56,121,43,151,354,181,70,211,161,241,73
2,111,32,39,62,37,92,77,122,107,152,115,182,114,212,86,242,128
3,313,33,89,63,163,93,75,123,141,153,79,183,47,213,99,243,66
4,208,34,57,64,424,94,66,124,627,154,76,184,80,214,408,244,346
5,125,35,106,65,95,95,255,125,65,155,104,185,167,215,87,245,80
6,97,36,112,66,115,96,232,126,75,156,110,186,161,216,415,246,84
7,38,37,165,67,38,97,72,127,368,157,75,187,100,217,79,247,116
8,118,38,215,68,68,98,39,128,104,158,101,188,179,218,56,248,299
9,112,39,553,69,166,99,54,129,140,159,75,189,78,219,395,249,210
10,73,40,139,70,-3,100,52,130,-1,160,319,190,195,220,32,250,41
11,45,41,62,71,84,101,71,131,265,161,103,191,5,221,169,251,56
12,103,42,70,72,600,102,63,132,135,162,94,192,165,222,45,252,75
13,98,43,73,73,25,103,78,133,131,163,130,193,127,223,204,253,78
14,18,44,40,74,81,104,227,134,74,164,87,194,52,224,137,254,131
15,330,45,13,75,62,105,88,135,222,165,152,195,65,225,369,255,107
16,231,46,142,76,94,106,72,136,119,166,125,196,44,226,30,,
17,-3,47,70,77,326,107,236,137,95,167,78,197,130,227,1,,
18,61,48,99,78,105,108,49,138,221,168,88,198,49,228,24,,
19,149,49,180,79,55,109,260,139,155,169,57,199,87,229,61,,
20,79,50,77,80,168,110,118,140,62,170,42,200,53,230,334,,
21,507,51,188,81,105,111,207,141,88,171,140,201,117,231,18,,
22,66,52,83,82,47,112,58,142,90,172,65,202,182,232,240,,
23,120,53,95,83,83,113,21,143,91,173,58,203,268,233,51,,
24,90,54,195,84,56,114,108,144,45,174,104,204,110,234,76,,
25,20,55,147,85,129,115,48,145,115,175,35,205,75,235,48,,
26,148,56,288,86,429,116,178,146,54,176,78,206,101,236,23,,
27,109,57,75,87,124,117,50,147,100,177,92,207,75,237,234,,
28,57,58,123,88,20,118,262,148,97,178,446,208,126,238,81,,
29,133,59,86,89,68,119,140,149,109,179,104,209,35,239,204,,
30,62,60,197,90,51,120,59,150,241,180,106,210,20,240,95,,
