0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
306,222,336,101,366,160,396,444,426,99,456,259,486,505,516,105,546,456,576,114,,,,,,,,,,,
307,187,337,621,367,155,397,40,427,525,457,108,487,451,517,63,547,124,577,504,,,,,,,,,,,
308,70,338,103,368,330,398,109,428,11,458,117,488,656,518,297,548,340,578,103,,,,,,,,,,,
309,55,339,41,369,41,399,43,429,74,459,169,489,83,519,233,549,73,579,647,,,,,,,,,,,
310,69,340,279,370,426,400,150,430,53,460,139,490,46,520,210,550,572,580,470,,,,,,,,,,,
311,340,341,182,371,146,401,77,431,135,461,547,491,100,521,52,551,26,581,574,,,,,,,,,,,
312,106,342,485,372,138,402,175,432,561,462,30,492,418,522,162,552,138,582,115,,,,,,,,,,,
313,63,343,415,373,293,403,209,433,79,463,83,493,390,523,0,553,265,583,89,,,,,,,,,,,
314,140,344,69,374,367,404,50,434,224,464,297,494,101,524,183,554,438,584,333,,,,,,,,,,,
315,291,345,150,375,181,405,318,435,287,465,25,495,10,525,149,555,156,585,38,,,,,,,,,,,
316,159,346,71,376,360,406,136,436,447,466,113,496,12,526,678,556,140,586,627,,,,,,,,,,,
317,125,347,84,377,384,407,89,437,209,467,303,497,288,527,60,557,194,587,-8,,,,,,,,,,,
318,254,348,115,378,234,408,233,438,278,468,44,498,200,528,73,558,248,588,124,,,,,,,,,,,
319,83,349,406,379,301,409,295,439,153,469,239,499,175,529,373,559,100,589,275,,,,,,,,,,,
320,59,350,39,380,111,410,251,440,441,470,318,500,422,530,88,560,249,590,81,,,,,,,,,,,
321,55,351,98,381,351,411,89,441,314,471,60,501,512,531,246,561,358,591,275,,,,,,,,,,,
322,22,352,301,382,260,412,354,442,120,472,178,502,246,532,273,562,521,592,562,,,,,,,,,,,
323,522,353,132,383,513,413,115,443,46,473,117,503,105,533,78,563,236,593,258,,,,,,,,,,,
324,19,354,390,384,318,414,121,444,305,474,35,504,106,534,82,564,473,594,137,,,,,,,,,,,
325,330,355,199,385,315,415,334,445,100,475,79,505,175,535,90,565,126,595,147,,,,,,,,,,,
326,73,356,251,386,75,416,176,446,65,476,174,506,638,536,231,566,180,596,326,,,,,,,,,,,
327,144,357,77,387,576,417,45,447,123,477,247,507,95,537,277,567,607,597,619,,,,,,,,,,,
328,174,358,28,388,224,418,524,448,165,478,254,508,165,538,236,568,444,598,137,,,,,,,,,,,
329,335,359,359,389,91,419,57,449,294,479,215,509,441,539,121,569,185,599,603,,,,,,,,,,,
330,496,360,147,390,334,420,131,450,138,480,335,510,445,540,25,570,71,600,64,,,,,,,,,,,
Centre:,260101,MAR,GREG,MEMO,HR,SEC,SCH,SEC-4F,B,S,CITY,"BOKARO,",MAR,GREGORIOS,MEMORIAL,HIGHER,SECONDARY,SCHOOL,SECTOR,IV/,F,BOKARO,STEEL,CITY,NEET,(UG),2024,Page,No.,3
BOKARO,"JHARKHAND,","BOKARO,",JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
601,192,631,418,661,92,691,559,721,614,751,555,781,667,811,72,,,,,,,,,,,,,,,
602,461,632,208,662,160,692,241,722,80,752,323,782,340,812,79,,,,,,,,,,,,,,,
603,381,633,122,663,433,693,433,723,202,753,568,783,108,813,59,,,,,,,,,,,,,,,
604,248,634,613,664,381,694,332,724,72,754,137,784,21,814,87,,,,,,,,,,,,,,,
605,227,635,331,665,268,695,602,725,584,755,381,785,135,815,27,,,,,,,,,,,,,,,
606,601,636,211,666,42,696,168,726,86,756,116,786,465,816,242,,,,,,,,,,,,,,,
607,258,637,403,667,563,697,447,727,75,757,383,787,22,,,,,,,,,,,,,,,,,
608,572,638,78,668,263,698,54,728,65,758,59,788,283,,,,,,,,,,,,,,,,,
609,596,639,75,669,120,699,368,729,82,759,417,789,634,,,,,,,,,,,,,,,,,
610,299,640,195,670,219,700,190,730,70,760,127,790,132,,,,,,,,,,,,,,,,,
611,150,641,403,671,386,701,356,731,56,761,78,791,75,,,,,,,,,,,,,,,,,
612,45,642,251,672,116,702,426,732,90,762,349,792,79,,,,,,,,,,,,,,,,,
613,194,643,435,673,70,703,177,733,208,763,404,793,208,,,,,,,,,,,,,,,,,
614,505,644,138,674,646,704,227,734,75,764,232,794,411,,,,,,,,,,,,,,,,,
615,100,645,222,675,202,705,102,735,156,765,268,795,88,,,,,,,,,,,,,,,,,
616,119,646,149,676,189,706,474,736,40,766,128,796,555,,,,,,,,,,,,,,,,,
617,516,647,227,677,158,707,180,737,507,767,110,797,102,,,,,,,,,,,,,,,,,
618,104,648,90,678,234,708,163,738,430,768,540,798,126,,,,,,,,,,,,,,,,,
619,33,649,126,679,73,709,110,739,86,769,189,799,191,,,,,,,,,,,,,,,,,
620,130,650,579,680,299,710,97,740,143,770,168,800,161,,,,,,,,,,,,,,,,,
621,231,651,210,681,122,711,284,741,244,771,40,801,158,,,,,,,,,,,,,,,,,
622,431,652,70,682,464,712,247,742,83,772,422,802,375,,,,,,,,,,,,,,,,,
623,443,653,145,683,332,713,166,743,126,773,382,803,294,,,,,,,,,,,,,,,,,
624,562,654,105,684,66,714,210,744,48,774,366,804,72,,,,,,,,,,,,,,,,,
625,480,655,454,685,559,715,166,745,360,775,94,805,661,,,,,,,,,,,,,,,,,
626,191,656,104,686,133,716,99,746,170,776,455,806,344,,,,,,,,,,,,,,,,,
627,408,657,543,687,500,717,275,747,205,777,602,807,73,,,,,,,,,,,,,,,,,
628,454,658,171,688,402,718,190,748,75,778,121,808,193,,,,,,,,,,,,,,,,,
629,465,659,507,689,9,719,587,749,447,779,288,809,238,,,,,,,,,,,,,,,,,
630,140,660,177,690,110,720,340,750,321,780,105,810,232,,,,,,,,,,,,,,,,,
