0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
NADU,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,76,31,128,61,178,91,279,121,154,151,84,181,101,211,157,241,129,271,97,,,,
2,56,32,59,62,532,92,130,122,267,152,582,182,195,212,115,242,106,272,36,,,,
3,68,33,344,63,50,93,95,123,102,153,88,183,75,213,29,243,232,273,104,,,,
4,136,34,56,64,480,94,65,124,110,154,120,184,475,214,282,244,74,274,201,,,,
5,50,35,39,65,72,95,27,125,38,155,46,185,70,215,82,245,114,275,182,,,,
6,40,36,171,66,173,96,254,126,120,156,177,186,90,216,122,246,53,276,125,,,,
7,396,37,68,67,110,97,50,127,50,157,214,187,46,217,607,247,100,277,92,,,,
8,64,38,177,68,376,98,103,128,80,158,60,188,233,218,120,248,99,278,380,,,,
9,191,39,60,69,141,99,135,129,110,159,84,189,160,219,125,249,169,279,115,,,,
10,148,40,61,70,112,100,91,130,352,160,115,190,447,220,197,250,154,280,154,,,,
11,569,41,145,71,291,101,100,131,32,161,164,191,45,221,87,251,444,281,137,,,,
12,311,42,65,72,170,102,132,132,224,162,119,192,78,222,75,252,311,282,90,,,,
13,110,43,133,73,145,103,70,133,33,163,40,193,157,223,77,253,105,283,52,,,,
14,37,44,169,74,214,104,145,134,99,164,195,194,78,224,198,254,404,284,75,,,,
15,177,45,43,75,131,105,64,135,250,165,54,195,106,225,74,255,79,285,12,,,,
16,19,46,91,76,39,106,435,136,71,166,33,196,76,226,119,256,675,286,57,,,,
17,83,47,208,77,152,107,122,137,65,167,55,197,35,227,75,257,59,287,145,,,,
18,55,48,149,78,251,108,125,138,58,168,235,198,427,228,63,258,175,288,93,,,,
19,173,49,534,79,174,109,142,139,424,169,41,199,89,229,73,259,21,289,57,,,,
20,111,50,451,80,116,110,165,140,200,170,474,200,484,230,331,260,85,290,85,,,,
21,90,51,100,81,352,111,88,141,122,171,125,201,35,231,119,261,70,291,92,,,,
22,147,52,90,82,107,112,194,142,113,172,292,202,262,232,105,262,63,292,142,,,,
23,117,53,100,83,160,113,52,143,469,173,363,203,430,233,159,263,111,293,30,,,,
24,95,54,99,84,129,114,98,144,51,174,310,204,100,234,78,264,45,294,98,,,,
25,293,55,212,85,72,115,72,145,251,175,91,205,166,235,168,265,61,295,110,,,,
26,268,56,55,86,343,116,114,146,387,176,15,206,105,236,210,266,75,296,109,,,,
27,48,57,173,87,127,117,145,147,353,177,125,207,77,237,220,267,140,297,195,,,,
28,351,58,80,88,134,118,116,148,178,178,71,208,356,238,130,268,101,298,327,,,,
29,105,59,451,89,29,119,96,149,224,179,93,209,91,239,181,269,194,299,50,,,,
30,376,60,120,90,97,120,60,150,38,180,150,210,82,240,148,270,58,300,213,,,,
Centre:,413001,CHRISTUS,REX,SENIOR,SECONDARY,"SCHOOL,",WOODCOCK,ROAD,ST,MARYS,HILL,UDHAGMANDALAM,THE,NILGIRIS,"643001,","UDHAGAMANDALAM,",TAMIL,NEET,(UG),2024,Page,No.,2
NADU,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
301,255,331,90,361,50,391,45,421,137,451,102,481,118,511,122,541,379,571,58,,,,
302,410,332,258,362,76,392,120,422,106,452,125,482,91,512,70,542,105,572,204,,,,
303,230,333,125,363,106,393,203,423,-25,453,100,483,21,513,51,543,68,573,34,,,,
304,219,334,569,364,95,394,98,424,183,454,124,484,166,514,374,544,366,574,131,,,,
305,134,335,71,365,664,395,134,425,142,455,145,485,110,515,135,545,213,575,146,,,,
306,95,336,40,366,160,396,450,426,295,456,125,486,536,516,42,546,105,576,80,,,,
307,60,337,38,367,129,397,125,427,536,457,130,487,90,517,116,547,125,577,87,,,,
308,123,338,73,368,65,398,281,428,264,458,125,488,125,518,65,548,202,578,145,,,,
309,109,339,49,369,112,399,141,429,120,459,109,489,89,519,159,549,66,579,80,,,,
310,116,340,200,370,71,400,71,430,525,460,666,490,244,520,70,550,121,580,133,,,,
311,150,341,214,371,405,401,351,431,200,461,80,491,85,521,275,551,147,581,218,,,,
312,79,342,156,372,255,402,82,432,94,462,80,492,110,522,100,552,321,582,355,,,,
313,213,343,160,373,94,403,46,433,375,463,241,493,300,523,446,553,103,583,170,,,,
314,45,344,50,374,61,404,170,434,325,464,475,494,250,524,140,554,93,584,85,,,,
315,204,345,282,375,74,405,297,435,137,465,115,495,135,525,41,555,181,585,42,,,,
316,60,346,69,376,328,406,591,436,227,466,85,496,136,526,116,556,295,586,135,,,,
317,229,347,175,377,30,407,65,437,225,467,60,497,152,527,116,557,105,587,288,,,,
318,337,348,99,378,118,408,178,438,-10,468,206,498,115,528,231,558,127,588,209,,,,
319,369,349,150,379,502,409,146,439,129,469,328,499,276,529,100,559,191,589,182,,,,
320,180,350,409,380,476,410,210,440,55,470,70,500,116,530,89,560,147,590,105,,,,
321,115,351,65,381,468,411,269,441,110,471,318,501,405,531,155,561,100,591,350,,,,
322,25,352,362,382,150,412,125,442,80,472,216,502,257,532,120,562,178,592,155,,,,
323,95,353,302,383,250,413,292,443,277,473,236,503,100,533,116,563,198,593,138,,,,
324,43,354,100,384,380,414,23,444,198,474,67,504,183,534,100,564,115,594,35,,,,
325,589,355,110,385,415,415,38,445,74,475,75,505,165,535,56,565,34,595,341,,,,
326,345,356,212,386,341,416,189,446,41,476,416,506,79,536,432,566,65,596,164,,,,
327,125,357,577,387,101,417,85,447,75,477,134,507,85,537,50,567,150,597,60,,,,
328,29,358,107,388,255,418,148,448,517,478,101,508,72,538,497,568,178,598,140,,,,
329,100,359,508,389,322,419,180,449,80,479,105,509,81,539,25,569,196,599,23,,,,
330,308,360,145,390,50,420,48,450,101,480,238,510,341,540,80,570,80,600,87,,,,
Centre:,413001,CHRISTUS,REX,SENIOR,SECONDARY,"SCHOOL,",WOODCOCK,ROAD,ST,MARYS,HILL,UDHAGMANDALAM,THE,NILGIRIS,"643001,","UDHAGAMANDALAM,",TAMIL,NEET,(UG),2024,Page,No.,3
NADU,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
601,20,631,302,661,316,691,632,721,463,751,135,781,120,,,,,,,,,,
602,157,632,407,662,263,692,70,722,273,752,152,782,55,,,,,,,,,,
603,21,633,45,663,56,693,91,723,85,753,272,783,133,,,,,,,,,,
604,261,634,186,664,115,694,427,724,54,754,106,784,156,,,,,,,,,,
605,300,635,38,665,109,695,185,725,204,755,181,785,20,,,,,,,,,,
606,102,636,47,666,129,696,123,726,63,756,86,786,215,,,,,,,,,,
607,71,637,125,667,80,697,587,727,127,757,203,787,249,,,,,,,,,,
608,265,638,94,668,70,698,32,728,89,758,45,788,237,,,,,,,,,,
609,540,639,61,669,156,699,411,729,170,759,489,,,,,,,,,,,,
610,40,640,513,670,97,700,65,730,105,760,100,,,,,,,,,,,,
611,121,641,313,671,85,701,35,731,215,761,200,,,,,,,,,,,,
612,313,642,502,672,306,702,155,732,166,762,178,,,,,,,,,,,,
613,67,643,88,673,50,703,122,733,152,763,216,,,,,,,,,,,,
614,156,644,115,674,69,704,207,734,28,764,101,,,,,,,,,,,,
615,73,645,160,675,100,705,91,735,135,765,87,,,,,,,,,,,,
616,68,646,204,676,80,706,170,736,446,766,125,,,,,,,,,,,,
617,517,647,42,677,299,707,98,737,410,767,190,,,,,,,,,,,,
618,86,648,122,678,95,708,72,738,97,768,282,,,,,,,,,,,,
619,60,649,50,679,392,709,145,739,75,769,14,,,,,,,,,,,,
620,100,650,75,680,192,710,75,740,119,770,74,,,,,,,,,,,,
621,264,651,85,681,90,711,61,741,260,771,162,,,,,,,,,,,,
622,50,652,122,682,179,712,91,742,175,772,84,,,,,,,,,,,,
623,339,653,402,683,57,713,452,743,178,773,249,,,,,,,,,,,,
624,260,654,177,684,247,714,75,744,197,774,296,,,,,,,,,,,,
625,75,655,106,685,345,715,55,745,123,775,206,,,,,,,,,,,,
626,119,656,94,686,159,716,100,746,105,776,75,,,,,,,,,,,,
627,124,657,50,687,411,717,120,747,73,777,182,,,,,,,,,,,,
628,87,658,144,688,110,718,85,748,89,778,94,,,,,,,,,,,,
629,148,659,62,689,189,719,10,749,160,779,210,,,,,,,,,,,,
630,154,660,74,690,200,720,88,750,176,780,160,,,,,,,,,,,,
