0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,168,31,40,61,293,91,214,121,516,151,586,181,268,211,614,241,143,271,473,,,,,,,
2,322,32,149,62,395,92,204,122,140,152,282,182,389,212,82,242,217,272,148,,,,,,,
3,160,33,74,63,165,93,110,123,35,153,25,183,151,213,398,243,584,273,321,,,,,,,
4,261,34,621,64,131,94,72,124,147,154,366,184,83,214,321,244,234,274,381,,,,,,,
5,654,35,127,65,298,95,229,125,318,155,321,185,164,215,165,245,333,275,312,,,,,,,
6,204,36,157,66,131,96,423,126,225,156,305,186,371,216,60,246,66,276,198,,,,,,,
7,620,37,77,67,542,97,89,127,151,157,171,187,125,217,284,247,202,277,164,,,,,,,
8,185,38,404,68,268,98,173,128,434,158,30,188,475,218,44,248,462,278,228,,,,,,,
9,166,39,185,69,161,99,197,129,546,159,549,189,333,219,52,249,641,279,291,,,,,,,
10,525,40,479,70,535,100,72,130,233,160,641,190,243,220,67,250,136,280,246,,,,,,,
11,293,41,302,71,673,101,94,131,161,161,391,191,591,221,165,251,606,281,247,,,,,,,
12,370,42,162,72,122,102,179,132,588,162,189,192,261,222,55,252,344,282,228,,,,,,,
13,118,43,230,73,75,103,275,133,626,163,181,193,613,223,537,253,38,283,516,,,,,,,
14,384,44,90,74,406,104,236,134,579,164,85,194,298,224,535,254,593,284,173,,,,,,,
15,172,45,199,75,39,105,122,135,138,165,210,195,109,225,177,255,176,285,288,,,,,,,
16,100,46,282,76,80,106,182,136,296,166,66,196,285,226,256,256,239,286,116,,,,,,,
17,348,47,230,77,306,107,600,137,498,167,225,197,254,227,624,257,201,287,70,,,,,,,
18,606,48,286,78,57,108,126,138,303,168,63,198,333,228,210,258,615,288,463,,,,,,,
19,89,49,662,79,103,109,70,139,579,169,578,199,116,229,394,259,387,289,150,,,,,,,
20,366,50,302,80,553,110,59,140,51,170,349,200,55,230,577,260,235,290,115,,,,,,,
21,136,51,142,81,176,111,223,141,655,171,415,201,240,231,71,261,297,291,337,,,,,,,
22,196,52,156,82,481,112,100,142,117,172,355,202,30,232,164,262,49,292,443,,,,,,,
23,373,53,453,83,170,113,216,143,202,173,227,203,616,233,280,263,251,293,195,,,,,,,
24,195,54,205,84,362,114,214,144,176,174,49,204,241,234,287,264,120,294,634,,,,,,,
25,65,55,142,85,348,115,271,145,121,175,74,205,55,235,432,265,464,295,358,,,,,,,
26,101,56,15,86,49,116,414,146,455,176,241,206,213,236,550,266,82,296,15,,,,,,,
27,156,57,568,87,375,117,85,147,488,177,431,207,119,237,171,267,343,297,274,,,,,,,
28,132,58,178,88,183,118,364,148,518,178,133,208,446,238,187,268,535,298,384,,,,,,,
29,42,59,519,89,665,119,159,149,51,179,597,209,321,239,402,269,131,299,524,,,,,,,
30,21,60,413,90,38,120,387,150,67,180,38,210,310,240,631,270,564,300,461,,,,,,,
Centre:,460827,LABAN,HRAD,"VIDYAPITH,",AD,-,369,SALT,LAKE,SECTOR,-,I,KOLKATA,-,700064.,WEST,"BENGAL.,","KOLKATA,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
301,611,331,245,361,283,391,290,421,475,451,127,,,,,,,,,,,,,,,
302,109,332,667,362,65,392,113,422,101,452,154,,,,,,,,,,,,,,,
303,34,333,503,363,247,393,141,423,293,453,42,,,,,,,,,,,,,,,
304,153,334,170,364,484,394,393,424,290,454,218,,,,,,,,,,,,,,,
305,129,335,246,365,190,395,682,425,69,455,143,,,,,,,,,,,,,,,
306,98,336,70,366,437,396,278,426,395,456,591,,,,,,,,,,,,,,,
307,324,337,649,367,289,397,484,427,54,457,348,,,,,,,,,,,,,,,
308,639,338,268,368,288,398,148,428,454,458,103,,,,,,,,,,,,,,,
309,361,339,512,369,144,399,229,429,605,459,255,,,,,,,,,,,,,,,
310,391,340,106,370,284,400,530,430,348,460,300,,,,,,,,,,,,,,,
311,137,341,335,371,615,401,145,431,312,461,357,,,,,,,,,,,,,,,
312,398,342,496,372,131,402,391,432,18,462,286,,,,,,,,,,,,,,,
313,347,343,276,373,151,403,44,433,632,463,313,,,,,,,,,,,,,,,
314,299,344,360,374,420,404,590,434,213,464,181,,,,,,,,,,,,,,,
315,21,345,360,375,561,405,265,435,34,465,468,,,,,,,,,,,,,,,
316,471,346,156,376,65,406,290,436,216,466,389,,,,,,,,,,,,,,,
317,351,347,101,377,82,407,164,437,228,467,216,,,,,,,,,,,,,,,
318,331,348,370,378,666,408,475,438,75,468,362,,,,,,,,,,,,,,,
319,208,349,146,379,136,409,590,439,162,469,567,,,,,,,,,,,,,,,
320,155,350,124,380,263,410,93,440,530,470,128,,,,,,,,,,,,,,,
321,436,351,380,381,513,411,127,441,128,,,,,,,,,,,,,,,,,
322,125,352,600,382,255,412,347,442,227,,,,,,,,,,,,,,,,,
323,134,353,419,383,122,413,178,443,466,,,,,,,,,,,,,,,,,
324,632,354,113,384,295,414,187,444,327,,,,,,,,,,,,,,,,,
325,311,355,259,385,290,415,90,445,663,,,,,,,,,,,,,,,,,
326,88,356,159,386,143,416,200,446,28,,,,,,,,,,,,,,,,,
327,616,357,125,387,557,417,443,447,594,,,,,,,,,,,,,,,,,
328,47,358,469,388,93,418,126,448,560,,,,,,,,,,,,,,,,,
329,68,359,130,389,656,419,25,449,320,,,,,,,,,,,,,,,,,
330,77,360,492,390,268,420,131,450,55,,,,,,,,,,,,,,,,,
