0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,258,31,114,61,85,91,196,121,32,151,206,181,132,211,165
2,152,32,226,62,337,92,143,122,85,152,55,182,114,212,140
3,166,33,437,63,47,93,48,123,0,153,480,183,192,213,282
4,70,34,445,64,402,94,418,124,327,154,572,184,332,214,24
5,171,35,174,65,69,95,238,125,412,155,515,185,57,215,90
6,94,36,45,66,126,96,344,126,55,156,41,186,213,216,130
7,50,37,343,67,85,97,621,127,680,157,171,187,96,217,122
8,132,38,81,68,454,98,304,128,213,158,76,188,512,218,89
9,62,39,65,69,163,99,55,129,209,159,395,189,71,219,249
10,402,40,141,70,86,100,86,130,114,160,13,190,177,220,451
11,150,41,33,71,168,101,7,131,349,161,197,191,108,221,194
12,138,42,-5,72,22,102,20,132,212,162,575,192,162,222,401
13,116,43,96,73,107,103,65,133,53,163,24,193,50,223,23
14,65,44,49,74,662,104,60,134,86,164,83,194,368,224,46
15,161,45,397,75,352,105,187,135,76,165,78,195,488,225,115
16,509,46,48,76,83,106,89,136,527,166,140,196,316,226,36
17,83,47,232,77,47,107,438,137,154,167,39,197,71,227,94
18,99,48,43,78,82,108,79,138,190,168,159,198,120,228,209
19,244,49,548,79,49,109,247,139,80,169,635,199,12,229,154
20,102,50,342,80,52,110,136,140,192,170,509,200,368,230,394
21,258,51,100,81,50,111,448,141,93,171,172,201,112,231,57
22,72,52,146,82,214,112,648,142,-5,172,59,202,290,232,6
23,24,53,284,83,194,113,225,143,8,173,15,203,264,233,256
24,378,54,112,84,83,114,63,144,69,174,338,204,50,234,263
25,342,55,618,85,143,115,185,145,258,175,131,205,263,235,11
26,364,56,169,86,408,116,32,146,60,176,99,206,109,236,21
27,377,57,219,87,386,117,89,147,161,177,201,207,387,,
28,66,58,406,88,71,118,394,148,62,178,99,208,144,,
29,122,59,56,89,26,119,627,149,-12,179,529,209,94,,
30,106,60,117,90,211,120,196,150,52,180,85,210,56,,
