0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
SITAPUR,ROAD,NH-24,LUCKNOW.,POST,ARJUNPUR,"226203.,","LUCKNOW,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,120,31,90,61,307,91,195,121,250,151,78,181,388,211,391,241,121,271,586,,,,,,,,,,
2,563,32,60,62,353,92,105,122,178,152,160,182,478,212,112,242,159,272,149,,,,,,,,,,
3,372,33,361,63,165,93,61,123,324,153,95,183,147,213,81,243,191,273,401,,,,,,,,,,
4,163,34,30,64,607,94,265,124,472,154,274,184,238,214,240,244,639,274,30,,,,,,,,,,
5,24,35,22,65,69,95,141,125,109,155,100,185,75,215,109,245,184,275,106,,,,,,,,,,
6,355,36,253,66,239,96,181,126,670,156,62,186,24,216,169,246,82,276,532,,,,,,,,,,
7,414,37,94,67,31,97,331,127,150,157,469,187,363,217,233,247,151,277,583,,,,,,,,,,
8,585,38,97,68,358,98,48,128,442,158,116,188,9,218,155,248,286,278,25,,,,,,,,,,
9,154,39,259,69,28,99,91,129,377,159,99,189,54,219,44,249,359,279,144,,,,,,,,,,
10,55,40,224,70,45,100,62,130,190,160,433,190,263,220,143,250,107,280,93,,,,,,,,,,
11,324,41,84,71,86,101,141,131,199,161,230,191,205,221,51,251,142,281,237,,,,,,,,,,
12,79,42,194,72,624,102,139,132,228,162,113,192,65,222,264,252,91,282,45,,,,,,,,,,
13,79,43,599,73,55,103,91,133,225,163,256,193,108,223,62,253,115,283,368,,,,,,,,,,
14,321,44,208,74,305,104,100,134,80,164,586,194,560,224,497,254,90,284,120,,,,,,,,,,
15,395,45,314,75,43,105,170,135,41,165,541,195,217,225,637,255,579,285,597,,,,,,,,,,
16,505,46,230,76,625,106,388,136,129,166,141,196,183,226,300,256,556,286,111,,,,,,,,,,
17,103,47,79,77,54,107,386,137,154,167,140,197,221,227,68,257,117,287,516,,,,,,,,,,
18,177,48,401,78,59,108,374,138,47,168,669,198,122,228,575,258,415,288,258,,,,,,,,,,
19,82,49,468,79,191,109,142,139,281,169,26,199,407,229,192,259,282,289,397,,,,,,,,,,
20,481,50,267,80,231,110,55,140,-2,170,258,200,473,230,375,260,244,290,476,,,,,,,,,,
21,65,51,367,81,146,111,337,141,249,171,131,201,180,231,78,261,82,291,59,,,,,,,,,,
22,300,52,365,82,374,112,128,142,284,172,68,202,266,232,669,262,152,292,61,,,,,,,,,,
23,79,53,304,83,150,113,446,143,460,173,126,203,244,233,27,263,170,293,362,,,,,,,,,,
24,116,54,36,84,467,114,212,144,347,174,219,204,475,234,547,264,215,294,192,,,,,,,,,,
25,47,55,269,85,88,115,224,145,147,175,225,205,105,235,325,265,173,295,128,,,,,,,,,,
26,125,56,69,86,199,116,336,146,23,176,41,206,319,236,81,266,315,296,547,,,,,,,,,,
27,182,57,174,87,219,117,200,147,346,177,186,207,54,237,193,267,105,297,294,,,,,,,,,,
28,365,58,160,88,50,118,164,148,99,178,452,208,132,238,151,268,97,298,120,,,,,,,,,,
29,342,59,472,89,132,119,198,149,43,179,128,209,91,239,191,269,75,299,246,,,,,,,,,,
30,116,60,95,90,483,120,286,150,148,180,74,210,121,240,66,270,154,300,199,,,,,,,,,,
Centre:,440813,S,D,S,N,INTER,COLLEGE,DEVRI,RUKHARA,BKT,NEAR,NOBLE,"ACADEMY,",DEVRI,RUKHARA,BAKSHI,KA,TALAB,NEAR,NOBLE,INSTITUTE,OF,MANAGEMENT,NEET,(UG),2024,Page,No.,2
SITAPUR,ROAD,NH-24,LUCKNOW.,POST,ARJUNPUR,"226203.,","LUCKNOW,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,179,331,151,361,241,391,230,421,56,451,188,481,105,511,52,541,111,571,319,,,,,,,,,,
302,540,332,90,362,81,392,562,422,90,452,484,482,288,512,572,542,479,572,75,,,,,,,,,,
303,226,333,50,363,682,393,195,423,169,453,64,483,73,513,209,543,56,573,384,,,,,,,,,,
304,97,334,255,364,214,394,138,424,139,454,453,484,619,514,3,544,573,574,206,,,,,,,,,,
305,128,335,10,365,263,395,441,425,560,455,360,485,175,515,140,545,578,575,68,,,,,,,,,,
306,393,336,33,366,256,396,519,426,149,456,89,486,347,516,104,546,227,576,381,,,,,,,,,,
307,573,337,705,367,104,397,33,427,630,457,141,487,29,517,88,547,88,577,265,,,,,,,,,,
308,50,338,270,368,164,398,310,428,344,458,535,488,308,518,343,548,531,578,498,,,,,,,,,,
309,101,339,348,369,134,399,330,429,558,459,310,489,312,519,51,549,230,579,325,,,,,,,,,,
310,377,340,130,370,120,400,96,430,131,460,118,490,353,520,553,550,430,580,122,,,,,,,,,,
311,215,341,611,371,130,401,581,431,124,461,258,491,105,521,450,551,313,581,338,,,,,,,,,,
312,105,342,184,372,84,402,149,432,84,462,80,492,388,522,321,552,166,582,83,,,,,,,,,,
313,163,343,311,373,286,403,394,433,382,463,212,493,217,523,159,553,118,583,254,,,,,,,,,,
314,59,344,444,374,-13,404,93,434,567,464,131,494,578,524,248,554,89,584,70,,,,,,,,,,
315,75,345,115,375,70,405,41,435,179,465,247,495,147,525,295,555,274,585,403,,,,,,,,,,
316,83,346,-13,376,147,406,103,436,282,466,108,496,375,526,236,556,32,586,362,,,,,,,,,,
317,158,347,196,377,645,407,94,437,263,467,176,497,218,527,84,557,170,587,184,,,,,,,,,,
318,638,348,632,378,274,408,429,438,336,468,220,498,65,528,346,558,94,588,483,,,,,,,,,,
319,494,349,335,379,338,409,292,439,41,469,148,499,81,529,422,559,266,589,65,,,,,,,,,,
320,370,350,241,380,66,410,268,440,75,470,243,500,370,530,167,560,245,590,28,,,,,,,,,,
321,112,351,320,381,177,411,554,441,114,471,121,501,231,531,132,561,165,591,536,,,,,,,,,,
322,602,352,42,382,63,412,656,442,195,472,263,502,50,532,182,562,162,592,58,,,,,,,,,,
323,623,353,139,383,264,413,154,443,176,473,177,503,175,533,518,563,51,593,270,,,,,,,,,,
324,161,354,304,384,124,414,188,444,354,474,233,504,45,534,280,564,219,594,127,,,,,,,,,,
325,341,355,563,385,628,415,121,445,63,475,210,505,50,535,106,565,181,595,498,,,,,,,,,,
326,580,356,184,386,202,416,372,446,201,476,194,506,161,536,161,566,89,596,128,,,,,,,,,,
327,179,357,53,387,403,417,163,447,104,477,677,507,517,537,53,567,153,597,511,,,,,,,,,,
328,128,358,277,388,105,418,168,448,605,478,510,508,82,538,63,568,7,598,228,,,,,,,,,,
329,63,359,542,389,60,419,77,449,172,479,424,509,40,539,53,569,570,599,201,,,,,,,,,,
330,115,360,86,390,119,420,135,450,142,480,83,510,275,540,652,570,154,600,302,,,,,,,,,,
Centre:,440813,S,D,S,N,INTER,COLLEGE,DEVRI,RUKHARA,BKT,NEAR,NOBLE,"ACADEMY,",DEVRI,RUKHARA,BAKSHI,KA,TALAB,NEAR,NOBLE,INSTITUTE,OF,MANAGEMENT,NEET,(UG),2024,Page,No.,3
SITAPUR,ROAD,NH-24,LUCKNOW.,POST,ARJUNPUR,"226203.,","LUCKNOW,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
601,206,631,40,661,125,691,35,721,434,751,58,781,540,,,,,,,,,,,,,,,,
602,144,632,7,662,90,692,359,722,374,752,129,782,331,,,,,,,,,,,,,,,,
603,124,633,127,663,139,693,354,723,36,753,212,783,100,,,,,,,,,,,,,,,,
604,132,634,168,664,375,694,69,724,50,754,263,784,247,,,,,,,,,,,,,,,,
605,444,635,170,665,103,695,42,725,360,755,95,785,402,,,,,,,,,,,,,,,,
606,243,636,400,666,115,696,264,726,351,756,69,786,348,,,,,,,,,,,,,,,,
607,251,637,119,667,622,697,115,727,192,757,269,787,104,,,,,,,,,,,,,,,,
608,139,638,194,668,190,698,320,728,349,758,362,788,184,,,,,,,,,,,,,,,,
609,39,639,246,669,575,699,388,729,404,759,136,789,297,,,,,,,,,,,,,,,,
610,270,640,573,670,142,700,126,730,669,760,228,790,34,,,,,,,,,,,,,,,,
611,485,641,597,671,13,701,95,731,308,761,125,791,129,,,,,,,,,,,,,,,,
612,166,642,338,672,477,702,666,732,234,762,498,792,398,,,,,,,,,,,,,,,,
613,105,643,134,673,677,703,145,733,151,763,66,793,142,,,,,,,,,,,,,,,,
614,315,644,118,674,87,704,209,734,219,764,200,794,251,,,,,,,,,,,,,,,,
615,656,645,60,675,658,705,154,735,624,765,27,795,643,,,,,,,,,,,,,,,,
616,59,646,407,676,245,706,111,736,101,766,103,796,143,,,,,,,,,,,,,,,,
617,250,647,137,677,87,707,309,737,115,767,214,797,187,,,,,,,,,,,,,,,,
618,145,648,97,678,171,708,182,738,119,768,652,798,487,,,,,,,,,,,,,,,,
619,161,649,136,679,113,709,404,739,656,769,122,799,72,,,,,,,,,,,,,,,,
620,89,650,338,680,94,710,98,740,178,770,501,800,242,,,,,,,,,,,,,,,,
621,90,651,468,681,294,711,90,741,300,771,336,801,51,,,,,,,,,,,,,,,,
622,9,652,86,682,637,712,478,742,229,772,122,802,76,,,,,,,,,,,,,,,,
623,14,653,575,683,257,713,145,743,142,773,192,803,126,,,,,,,,,,,,,,,,
624,211,654,58,684,121,714,148,744,289,774,40,804,49,,,,,,,,,,,,,,,,
625,124,655,198,685,201,715,217,745,166,775,433,805,136,,,,,,,,,,,,,,,,
626,235,656,497,686,55,716,233,746,287,776,105,806,71,,,,,,,,,,,,,,,,
627,362,657,240,687,278,717,639,747,304,777,419,807,55,,,,,,,,,,,,,,,,
628,210,658,440,688,108,718,76,748,487,778,145,808,105,,,,,,,,,,,,,,,,
629,55,659,614,689,323,719,428,749,125,779,656,809,29,,,,,,,,,,,,,,,,
630,156,660,372,690,45,720,133,750,124,780,74,810,85,,,,,,,,,,,,,,,,
