0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,113,31,474,61,363,91,609,121,60,151,86,181,484
2,255,32,75,62,60,92,239,122,215,152,281,182,102
3,70,33,226,63,240,93,94,123,682,153,54,183,154
4,340,34,36,64,92,94,221,124,102,154,523,184,180
5,99,35,507,65,339,95,254,125,62,155,-5,185,162
6,43,36,83,66,76,96,77,126,223,156,536,186,291
7,123,37,210,67,112,97,557,127,556,157,120,187,44
8,92,38,203,68,200,98,206,128,579,158,39,188,325
9,97,39,376,69,126,99,197,129,63,159,101,189,117
10,27,40,219,70,528,100,62,130,602,160,40,190,475
11,132,41,76,71,224,101,57,131,60,161,541,191,90
12,460,42,60,72,134,102,407,132,356,162,171,192,221
13,68,43,59,73,34,103,355,133,382,163,195,193,91
14,266,44,341,74,52,104,395,134,74,164,72,194,550
15,177,45,444,75,507,105,7,135,41,165,69,,
16,141,46,104,76,134,106,384,136,313,166,168,,
17,75,47,45,77,254,107,288,137,375,167,253,,
18,504,48,141,78,346,108,597,138,178,168,8,,
19,130,49,174,79,82,109,228,139,344,169,23,,
20,91,50,247,80,80,110,35,140,560,170,130,,
21,305,51,280,81,612,111,152,141,432,171,270,,
22,95,52,41,82,5,112,20,142,479,172,496,,
23,250,53,504,83,136,113,118,143,39,173,215,,
24,200,54,35,84,207,114,155,144,-22,174,46,,
25,26,55,154,85,129,115,71,145,156,175,347,,
26,300,56,251,86,135,116,374,146,30,176,45,,
27,374,57,80,87,87,117,580,147,319,177,338,,
28,571,58,35,88,104,118,203,148,680,178,86,,
29,379,59,134,89,56,119,65,149,234,179,264,,
30,149,60,387,90,65,120,136,150,482,180,85,,
