0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PRADESH,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,105,31,568,61,195,91,199,121,46,151,197,181,577,211,501
2,114,32,140,62,135,92,54,122,31,152,331,182,496,212,231
3,67,33,215,63,350,93,59,123,140,153,445,183,103,213,110
4,136,34,224,64,53,94,341,124,457,154,14,184,542,214,164
5,282,35,-2,65,64,95,177,125,58,155,238,185,165,215,188
6,145,36,61,66,233,96,501,126,50,156,223,186,333,216,275
7,128,37,109,67,252,97,307,127,416,157,289,187,90,217,200
8,249,38,354,68,88,98,88,128,444,158,421,188,116,218,180
9,131,39,111,69,308,99,102,129,179,159,56,189,65,219,341
10,432,40,208,70,358,100,122,130,184,160,536,190,142,220,229
11,189,41,461,71,222,101,196,131,477,161,190,191,205,221,23
12,50,42,421,72,368,102,65,132,285,162,159,192,225,222,562
13,543,43,157,73,368,103,321,133,153,163,50,193,409,223,254
14,7,44,265,74,533,104,112,134,76,164,136,194,214,224,626
15,117,45,278,75,215,105,154,135,449,165,456,195,110,225,368
16,329,46,243,76,78,106,96,136,86,166,173,196,491,226,247
17,180,47,65,77,48,107,376,137,157,167,666,197,30,227,168
18,277,48,369,78,120,108,540,138,256,168,352,198,104,228,114
19,597,49,130,79,147,109,186,139,263,169,286,199,80,229,427
20,76,50,151,80,273,110,297,140,21,170,292,200,110,230,12
21,29,51,156,81,221,111,133,141,257,171,158,201,83,231,112
22,300,52,513,82,334,112,105,142,200,172,264,202,500,232,230
23,287,53,273,83,132,113,258,143,170,173,143,203,594,233,77
24,217,54,88,84,260,114,269,144,73,174,647,204,110,234,89
25,366,55,44,85,85,115,65,145,227,175,180,205,397,235,161
26,118,56,91,86,613,116,515,146,204,176,210,206,182,236,248
27,162,57,236,87,541,117,31,147,70,177,170,207,478,237,398
28,293,58,37,88,464,118,135,148,164,178,88,208,327,238,233
29,125,59,594,89,185,119,59,149,285,179,65,209,264,,
30,4,60,235,90,196,120,154,150,183,180,328,210,243,,
