0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,426,31,126,61,128,91,189,121,452,151,169,181,254,211,668,241,198,271,501,,,,,,,,
2,511,32,267,62,284,92,661,122,217,152,121,182,150,212,66,242,158,272,75,,,,,,,,
3,50,33,113,63,94,93,122,123,58,153,125,183,354,213,273,243,309,273,413,,,,,,,,
4,206,34,55,64,39,94,135,124,226,154,212,184,110,214,281,244,161,274,145,,,,,,,,
5,91,35,101,65,453,95,180,125,413,155,297,185,159,215,95,245,54,275,375,,,,,,,,
6,112,36,69,66,69,96,146,126,221,156,469,186,309,216,296,246,533,276,157,,,,,,,,
7,500,37,683,67,143,97,336,127,267,157,254,187,88,217,289,247,502,277,234,,,,,,,,
8,60,38,505,68,150,98,155,128,63,158,269,188,105,218,125,248,211,278,73,,,,,,,,
9,96,39,414,69,320,99,260,129,105,159,160,189,230,219,570,249,213,279,387,,,,,,,,
10,53,40,43,70,146,100,75,130,269,160,202,190,366,220,117,250,56,280,160,,,,,,,,
11,275,41,94,71,148,101,413,131,90,161,504,191,465,221,107,251,288,281,517,,,,,,,,
12,710,42,78,72,101,102,111,132,675,162,175,192,445,222,194,252,579,282,320,,,,,,,,
13,260,43,659,73,404,103,34,133,199,163,-9,193,75,223,323,253,160,283,266,,,,,,,,
14,22,44,216,74,192,104,87,134,282,164,193,194,279,224,80,254,656,284,211,,,,,,,,
15,283,45,421,75,144,105,127,135,95,165,376,195,158,225,690,255,56,285,125,,,,,,,,
16,521,46,202,76,243,106,226,136,266,166,321,196,83,226,203,256,531,286,117,,,,,,,,
17,204,47,110,77,580,107,301,137,1,167,45,197,385,227,259,257,182,287,450,,,,,,,,
18,49,48,396,78,200,108,476,138,139,168,578,198,52,228,43,258,48,288,210,,,,,,,,
19,504,49,429,79,134,109,615,139,147,169,201,199,228,229,202,259,75,289,287,,,,,,,,
20,581,50,675,80,237,110,147,140,435,170,433,200,90,230,290,260,204,290,195,,,,,,,,
21,675,51,273,81,140,111,99,141,158,171,554,201,405,231,127,261,43,291,112,,,,,,,,
22,690,52,604,82,84,112,84,142,578,172,365,202,168,232,128,262,55,292,424,,,,,,,,
23,256,53,224,83,93,113,148,143,96,173,124,203,194,233,578,263,599,293,405,,,,,,,,
24,286,54,87,84,291,114,630,144,186,174,587,204,127,234,165,264,219,294,177,,,,,,,,
25,40,55,598,85,216,115,155,145,563,175,363,205,337,235,282,265,651,295,129,,,,,,,,
26,433,56,570,86,135,116,223,146,262,176,100,206,101,236,640,266,140,296,389,,,,,,,,
27,70,57,30,87,150,117,281,147,182,177,290,207,182,237,274,267,107,297,574,,,,,,,,
28,380,58,236,88,310,118,257,148,180,178,478,208,600,238,80,268,331,298,114,,,,,,,,
29,617,59,225,89,410,119,199,149,29,179,283,209,219,239,145,269,173,299,227,,,,,,,,
30,128,60,541,90,520,120,267,150,65,180,227,210,340,240,273,270,182,300,158,,,,,,,,
Centre:,230401,ST,THERESA`S,CONVENT,SCHOOL,"KARNAL,",ST,THERESAS,CONVENT,SR,SEC,SCHOOL,KUNJPURA,ROAD,SECTOR,9,KARNAL,-,"132001,","KARNAL,",HARYANA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
301,261,331,154,361,228,391,662,421,64,451,106,,,,,,,,,,,,,,,,
302,380,332,188,362,208,392,502,422,70,452,29,,,,,,,,,,,,,,,,
303,226,333,486,363,294,393,589,423,264,453,690,,,,,,,,,,,,,,,,
304,355,334,278,364,250,394,300,424,85,454,284,,,,,,,,,,,,,,,,
305,225,335,300,365,690,395,135,425,322,455,345,,,,,,,,,,,,,,,,
306,208,336,105,366,334,396,185,426,223,456,111,,,,,,,,,,,,,,,,
307,79,337,41,367,515,397,163,427,656,457,494,,,,,,,,,,,,,,,,
308,672,338,5,368,152,398,171,428,160,458,384,,,,,,,,,,,,,,,,
309,216,339,298,369,142,399,123,429,661,459,82,,,,,,,,,,,,,,,,
310,645,340,413,370,326,400,340,430,68,460,392,,,,,,,,,,,,,,,,
311,205,341,108,371,432,401,656,431,80,461,95,,,,,,,,,,,,,,,,
312,372,342,303,372,95,402,243,432,344,462,373,,,,,,,,,,,,,,,,
313,179,343,115,373,661,403,140,433,148,463,205,,,,,,,,,,,,,,,,
314,188,344,105,374,241,404,166,434,325,464,43,,,,,,,,,,,,,,,,
315,283,345,705,375,460,405,164,435,66,465,372,,,,,,,,,,,,,,,,
316,185,346,16,376,630,406,54,436,155,466,355,,,,,,,,,,,,,,,,
317,99,347,169,377,70,407,447,437,442,467,143,,,,,,,,,,,,,,,,
318,41,348,327,378,408,408,101,438,347,468,272,,,,,,,,,,,,,,,,
319,170,349,448,379,506,409,160,439,399,469,605,,,,,,,,,,,,,,,,
320,445,350,195,380,159,410,195,440,271,470,372,,,,,,,,,,,,,,,,
321,422,351,70,381,586,411,190,441,579,471,121,,,,,,,,,,,,,,,,
322,653,352,255,382,87,412,284,442,105,472,28,,,,,,,,,,,,,,,,
323,490,353,351,383,283,413,578,443,316,,,,,,,,,,,,,,,,,,
324,224,354,145,384,78,414,326,444,84,,,,,,,,,,,,,,,,,,
325,489,355,532,385,276,415,231,445,178,,,,,,,,,,,,,,,,,,
326,672,356,270,386,365,416,396,446,110,,,,,,,,,,,,,,,,,,
327,135,357,137,387,53,417,61,447,54,,,,,,,,,,,,,,,,,,
328,594,358,78,388,354,418,49,448,656,,,,,,,,,,,,,,,,,,
329,81,359,129,389,660,419,91,449,525,,,,,,,,,,,,,,,,,,
330,55,360,212,390,700,420,380,450,94,,,,,,,,,,,,,,,,,,
