0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
DINDIGUL,DISTRICT,TAMIL,NADU,"624401,","DINDIGUL,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,544,31,447,61,77,91,565,121,280,151,447,181,254,211,89,241,444,271,276,,,,,,,
2,199,32,77,62,558,92,136,122,285,152,149,182,184,212,35,242,120,272,224,,,,,,,
3,148,33,278,63,229,93,397,123,90,153,107,183,70,213,141,243,180,273,15,,,,,,,
4,288,34,378,64,315,94,349,124,78,154,192,184,110,214,317,244,471,274,104,,,,,,,
5,338,35,85,65,676,95,180,125,631,155,420,185,48,215,52,245,170,275,421,,,,,,,
6,100,36,512,66,80,96,417,126,366,156,40,186,114,216,79,246,695,276,130,,,,,,,
7,439,37,100,67,98,97,405,127,159,157,31,187,92,217,444,247,202,277,35,,,,,,,
8,134,38,89,68,67,98,77,128,608,158,650,188,90,218,83,248,98,278,238,,,,,,,
9,439,39,493,69,577,99,81,129,146,159,242,189,84,219,67,249,231,279,579,,,,,,,
10,56,40,111,70,100,100,131,130,336,160,56,190,55,220,409,250,186,280,595,,,,,,,
11,400,41,185,71,155,101,359,131,155,161,245,191,55,221,113,251,627,281,125,,,,,,,
12,506,42,370,72,287,102,276,132,156,162,314,192,347,222,255,252,89,282,121,,,,,,,
13,475,43,310,73,238,103,60,133,127,163,45,193,262,223,60,253,98,283,134,,,,,,,
14,41,44,218,74,261,104,51,134,130,164,635,194,356,224,211,254,201,284,317,,,,,,,
15,201,45,85,75,280,105,358,135,138,165,625,195,120,225,192,255,219,285,381,,,,,,,
16,386,46,189,76,93,106,529,136,152,166,226,196,589,226,320,256,600,286,76,,,,,,,
17,468,47,99,77,473,107,136,137,285,167,64,197,132,227,81,257,391,287,77,,,,,,,
18,99,48,73,78,260,108,126,138,231,168,143,198,51,228,235,258,250,288,290,,,,,,,
19,397,49,113,79,122,109,202,139,284,169,93,199,229,229,155,259,292,289,164,,,,,,,
20,113,50,45,80,651,110,45,140,104,170,176,200,301,230,323,260,40,290,671,,,,,,,
21,82,51,134,81,54,111,59,141,68,171,185,201,460,231,159,261,105,291,447,,,,,,,
22,502,52,510,82,372,112,210,142,593,172,119,202,72,232,77,262,111,292,30,,,,,,,
23,480,53,150,83,118,113,218,143,198,173,228,203,254,233,64,263,94,293,292,,,,,,,
24,580,54,214,84,67,114,250,144,22,174,634,204,314,234,95,264,509,294,189,,,,,,,
25,82,55,189,85,293,115,92,145,137,175,80,205,487,235,115,265,75,295,313,,,,,,,
26,661,56,85,86,603,116,229,146,148,176,173,206,111,236,244,266,405,296,80,,,,,,,
27,110,57,121,87,556,117,131,147,114,177,510,207,282,237,140,267,115,297,105,,,,,,,
28,670,58,389,88,73,118,415,148,184,178,87,208,585,238,218,268,58,298,235,,,,,,,
29,564,59,222,89,385,119,163,149,191,179,133,209,41,239,125,269,343,299,247,,,,,,,
30,130,60,379,90,401,120,341,150,472,180,206,210,115,240,63,270,108,300,45,,,,,,,
Centre:,411702,NPR,ARTS,&,SCIENCE,"COLLEGE,",NPR,GROUP,OF,INSTITUTIONS,NPR,ARTS,&,SCIENCE,COLLEGE,NPR,NAGAR,DINDIGUL-NATHAM,HIGHWAY,NATHAM,NEET,(UG),2024,Page,No.,2
DINDIGUL,DISTRICT,TAMIL,NADU,"624401,","DINDIGUL,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,
