0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,640,31,647,61,525,91,135,121,433,151,321
2,458,32,386,62,425,92,336,122,74,152,170
3,294,33,241,63,86,93,570,123,208,153,404
4,245,34,151,64,108,94,655,124,428,154,292
5,214,35,55,65,664,95,50,125,497,155,267
6,630,36,120,66,673,96,285,126,664,156,162
7,538,37,117,67,30,97,424,127,312,157,697
8,115,38,87,68,275,98,465,128,705,158,579
9,631,39,283,69,579,99,559,129,135,,
10,616,40,202,70,382,100,133,130,75,,
11,216,41,72,71,84,101,115,131,256,,
12,387,42,375,72,340,102,99,132,452,,
13,628,43,266,73,361,103,606,133,611,,
14,124,44,634,74,291,104,131,134,551,,
15,564,45,496,75,449,105,179,135,221,,
16,410,46,105,76,580,106,486,136,351,,
17,630,47,194,77,656,107,397,137,570,,
18,297,48,85,78,298,108,444,138,645,,
19,399,49,384,79,489,109,520,139,181,,
20,145,50,564,80,696,110,366,140,291,,
21,159,51,280,81,647,111,80,141,423,,
22,175,52,489,82,636,112,571,142,388,,
23,586,53,330,83,146,113,306,143,581,,
24,316,54,611,84,70,114,54,144,78,,
25,180,55,438,85,198,115,93,145,81,,
26,72,56,340,86,211,116,627,146,531,,
27,159,57,432,87,447,117,342,147,245,,
28,665,58,298,88,255,118,175,148,344,,
29,462,59,474,89,657,119,602,149,573,,
30,589,60,590,90,345,120,646,150,356,,
