0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,97,31,69,61,73,91,15,121,104,151,47
2,83,32,73,62,4,92,156,122,455,152,87
3,338,33,135,63,345,93,103,123,455,153,45
4,55,34,94,64,44,94,31,124,85,154,180
5,77,35,42,65,26,95,163,125,62,155,63
6,339,36,70,66,19,96,152,126,25,156,99
7,75,37,45,67,44,97,122,127,192,157,87
8,181,38,143,68,184,98,132,128,273,158,300
9,0,39,84,69,149,99,-6,129,119,159,132
10,138,40,131,70,51,100,134,130,122,160,71
11,125,41,116,71,17,101,75,131,355,161,281
12,29,42,306,72,207,102,68,132,287,,
13,62,43,47,73,251,103,57,133,78,,
14,113,44,273,74,72,104,44,134,60,,
15,70,45,231,75,131,105,254,135,63,,
16,30,46,90,76,170,106,40,136,40,,
17,36,47,13,77,40,107,216,137,75,,
18,131,48,71,78,234,108,43,138,115,,
19,54,49,72,79,407,109,181,139,39,,
20,2,50,502,80,58,110,42,140,187,,
21,210,51,49,81,26,111,286,141,245,,
22,148,52,109,82,68,112,64,142,82,,
23,50,53,65,83,22,113,78,143,3,,
24,140,54,141,84,104,114,48,144,102,,
25,173,55,5,85,104,115,84,145,49,,
26,107,56,179,86,26,116,44,146,96,,
27,348,57,55,87,112,117,105,147,404,,
28,28,58,-10,88,82,118,42,148,60,,
29,-5,59,407,89,48,119,17,149,1,,
30,66,60,74,90,36,120,85,150,75,,
