0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,485,31,45,61,363,91,124,121,211,151,35,181,224
2,370,32,215,62,77,92,83,122,102,152,64,182,319
3,288,33,234,63,551,93,435,123,72,153,171,183,245
4,139,34,51,64,53,94,100,124,445,154,121,184,352
5,15,35,209,65,115,95,70,125,358,155,126,185,68
6,189,36,210,66,23,96,111,126,80,156,139,186,167
7,358,37,234,67,385,97,45,127,240,157,106,187,119
8,533,38,645,68,245,98,109,128,75,158,61,188,285
9,80,39,75,69,577,99,72,129,293,159,7,189,180
10,261,40,215,70,53,100,647,130,345,160,170,190,73
11,44,41,273,71,307,101,78,131,76,161,272,191,311
12,133,42,86,72,150,102,119,132,488,162,210,192,96
13,191,43,125,73,232,103,356,133,270,163,64,193,162
14,215,44,193,74,364,104,512,134,152,164,116,194,48
15,249,45,150,75,146,105,90,135,137,165,116,195,157
16,55,46,135,76,121,106,521,136,170,166,75,196,383
17,98,47,125,77,263,107,75,137,186,167,374,197,268
18,171,48,34,78,128,108,348,138,87,168,120,198,219
19,89,49,323,79,522,109,151,139,70,169,59,199,376
20,276,50,58,80,79,110,131,140,97,170,215,200,25
21,65,51,213,81,297,111,70,141,158,171,31,201,108
22,322,52,407,82,80,112,406,142,275,172,176,202,110
23,57,53,83,83,130,113,79,143,49,173,49,203,288
24,223,54,333,84,134,114,71,144,72,174,280,,
25,45,55,239,85,377,115,229,145,165,175,496,,
26,256,56,52,86,396,116,417,146,195,176,327,,
27,432,57,218,87,84,117,60,147,195,177,98,,
28,99,58,35,88,71,118,70,148,219,178,100,,
29,85,59,15,89,61,119,70,149,489,179,165,,
30,519,60,58,90,562,120,95,150,343,180,125,,
