0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,145,31,10,61,36,91,551,121,365,151,15,181,44,211,53,241,304,271,25,,,
2,59,32,120,62,550,92,265,122,18,152,270,182,21,212,593,242,176,272,408,,,
3,78,33,50,63,180,93,57,123,312,153,382,183,186,213,59,243,96,273,680,,,
4,52,34,261,64,378,94,60,124,39,154,106,184,51,214,21,244,112,274,459,,,
5,601,35,100,65,52,95,486,125,178,155,234,185,317,215,22,245,84,275,404,,,
6,57,36,276,66,70,96,632,126,190,156,367,186,287,216,152,246,22,276,515,,,
7,309,37,45,67,84,97,435,127,120,157,48,187,406,217,132,247,576,277,342,,,
8,35,38,186,68,43,98,151,128,351,158,99,188,139,218,85,248,92,278,590,,,
9,249,39,107,69,41,99,73,129,85,159,68,189,292,219,166,249,352,279,123,,,
10,202,40,141,70,160,100,144,130,174,160,58,190,141,220,209,250,30,280,159,,,
11,178,41,497,71,45,101,196,131,91,161,35,191,590,221,270,251,-11,281,56,,,
12,593,42,80,72,38,102,89,132,172,162,374,192,105,222,179,252,90,282,338,,,
13,44,43,5,73,16,103,597,133,49,163,16,193,366,223,49,253,320,283,157,,,
14,144,44,112,74,190,104,53,134,89,164,36,194,96,224,425,254,-22,284,215,,,
15,291,45,104,75,323,105,22,135,75,165,449,195,195,225,145,255,21,285,49,,,
16,33,46,395,76,105,106,142,136,290,166,77,196,95,226,189,256,185,286,476,,,
17,118,47,337,77,104,107,71,137,101,167,42,197,641,227,44,257,125,287,33,,,
18,199,48,100,78,102,108,45,138,80,168,205,198,234,228,228,258,12,288,147,,,
19,43,49,20,79,45,109,49,139,580,169,73,199,142,229,401,259,137,289,59,,,
20,74,50,112,80,165,110,52,140,96,170,77,200,19,230,85,260,40,290,385,,,
21,84,51,197,81,194,111,60,141,167,171,58,201,45,231,161,261,486,291,179,,,
22,515,52,51,82,88,112,384,142,87,172,182,202,117,232,296,262,78,292,71,,,
23,184,53,120,83,661,113,72,143,81,173,1,203,41,233,74,263,161,293,69,,,
24,224,54,560,84,127,114,280,144,30,174,129,204,8,234,57,264,5,294,41,,,
25,376,55,61,85,90,115,71,145,352,175,185,205,53,235,263,265,9,295,60,,,
26,-9,56,383,86,518,116,162,146,126,176,430,206,395,236,495,266,15,296,28,,,
27,141,57,24,87,58,117,546,147,36,177,61,207,193,237,276,267,121,297,563,,,
28,100,58,138,88,333,118,377,148,110,178,1,208,605,238,308,268,321,298,153,,,
29,80,59,-18,89,55,119,144,149,286,179,83,209,622,239,48,269,40,299,37,,,
30,431,60,437,90,389,120,620,150,33,180,79,210,40,240,87,270,65,300,57,,,
Centre:,310411,AGRASEN,VIDYA,"MANDIR,","AURANGABAD,",LILASONS,"CAMPUS,",GUT,"NO.35,",ITKHEDA,PAITHAN,"ROAD,","AURANGABAD,",AURANGABAD,"(MR),",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,57,331,186,361,155,391,328,421,91,451,58,481,49,511,44,541,105,571,21,,,
302,141,332,301,362,60,392,307,422,234,452,54,482,458,512,177,542,55,572,69,,,
303,108,333,119,363,477,393,90,423,65,453,151,483,388,513,45,543,50,573,260,,,
304,101,334,322,364,10,394,108,424,130,454,33,484,456,514,77,544,20,574,83,,,
305,111,335,167,365,163,395,100,425,120,455,-19,485,117,515,126,545,475,575,650,,,
306,85,336,-38,366,212,396,29,426,120,456,608,486,118,516,47,546,503,576,39,,,
307,270,337,350,367,52,397,361,427,30,457,117,487,92,517,18,547,372,577,129,,,
308,50,338,331,368,179,398,5,428,69,458,334,488,2,518,257,548,270,578,178,,,
309,239,339,46,369,615,399,105,429,43,459,35,489,115,519,290,549,70,579,157,,,
310,49,340,71,370,298,400,110,430,323,460,10,490,125,520,557,550,160,580,550,,,
311,71,341,56,371,71,401,74,431,21,461,578,491,98,521,465,551,170,581,184,,,
312,10,342,381,372,207,402,274,432,154,462,99,492,156,522,591,552,82,582,332,,,
313,378,343,59,373,263,403,151,433,66,463,213,493,250,523,78,553,188,583,535,,,
314,183,344,36,374,155,404,38,434,160,464,242,494,518,524,185,554,548,584,140,,,
315,30,345,177,375,56,405,118,435,42,465,31,495,185,525,130,555,69,585,323,,,
316,98,346,268,376,316,406,63,436,75,466,174,496,203,526,30,556,210,586,115,,,
317,273,347,19,377,392,407,104,437,130,467,391,497,459,527,66,557,198,587,69,,,
318,192,348,111,378,550,408,125,438,130,468,292,498,631,528,36,558,51,588,509,,,
319,523,349,186,379,93,409,323,439,1,469,381,499,29,529,62,559,592,589,147,,,
320,17,350,399,380,16,410,83,440,77,470,177,500,87,530,48,560,35,590,396,,,
321,339,351,63,381,122,411,132,441,252,471,100,501,327,531,528,561,123,591,50,,,
322,50,352,90,382,193,412,195,442,274,472,149,502,130,532,214,562,378,592,338,,,
323,232,353,37,383,58,413,87,443,375,473,181,503,309,533,46,563,543,593,91,,,
324,100,354,225,384,289,414,57,444,199,474,310,504,80,534,198,564,97,594,41,,,
325,195,355,410,385,277,415,102,445,105,475,16,505,83,535,491,565,66,595,371,,,
326,512,356,142,386,339,416,271,446,10,476,111,506,27,536,64,566,70,596,264,,,
327,355,357,236,387,135,417,210,447,96,477,87,507,4,537,69,567,105,597,204,,,
328,89,358,660,388,74,418,148,448,115,478,154,508,12,538,187,568,61,598,115,,,
329,265,359,628,389,68,419,270,449,65,479,65,509,459,539,167,569,73,599,342,,,
330,444,360,415,390,263,420,568,450,220,480,89,510,137,540,61,570,43,600,35,,,
Centre:,310411,AGRASEN,VIDYA,"MANDIR,","AURANGABAD,",LILASONS,"CAMPUS,",GUT,"NO.35,",ITKHEDA,PAITHAN,"ROAD,","AURANGABAD,",AURANGABAD,"(MR),",MAHARASHTRA,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
601,142,,,,,,,,,,,,,,,,,,,,,
602,210,,,,,,,,,,,,,,,,,,,,,
603,100,,,,,,,,,,,,,,,,,,,,,
604,77,,,,,,,,,,,,,,,,,,,,,
605,51,,,,,,,,,,,,,,,,,,,,,
606,112,,,,,,,,,,,,,,,,,,,,,
607,416,,,,,,,,,,,,,,,,,,,,,
608,167,,,,,,,,,,,,,,,,,,,,,
609,292,,,,,,,,,,,,,,,,,,,,,
610,324,,,,,,,,,,,,,,,,,,,,,
611,86,,,,,,,,,,,,,,,,,,,,,
612,66,,,,,,,,,,,,,,,,,,,,,
613,260,,,,,,,,,,,,,,,,,,,,,
614,142,,,,,,,,,,,,,,,,,,,,,
615,61,,,,,,,,,,,,,,,,,,,,,
616,119,,,,,,,,,,,,,,,,,,,,,
617,55,,,,,,,,,,,,,,,,,,,,,
618,595,,,,,,,,,,,,,,,,,,,,,
619,580,,,,,,,,,,,,,,,,,,,,,
620,87,,,,,,,,,,,,,,,,,,,,,
621,194,,,,,,,,,,,,,,,,,,,,,
622,40,,,,,,,,,,,,,,,,,,,,,
623,75,,,,,,,,,,,,,,,,,,,,,
624,45,,,,,,,,,,,,,,,,,,,,,
625,208,,,,,,,,,,,,,,,,,,,,,
626,116,,,,,,,,,,,,,,,,,,,,,
627,73,,,,,,,,,,,,,,,,,,,,,
628,50,,,,,,,,,,,,,,,,,,,,,
629,65,,,,,,,,,,,,,,,,,,,,,
630,353,,,,,,,,,,,,,,,,,,,,,
