0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,173,31,175,61,325,91,110,121,192,151,569,181,70
2,288,32,301,62,111,92,297,122,204,152,104,182,273
3,111,33,310,63,183,93,91,123,218,153,194,183,275
4,120,34,55,64,159,94,480,124,270,154,75,184,168
5,107,35,532,65,126,95,213,125,235,155,139,,
6,131,36,351,66,119,96,141,126,98,156,148,,
7,162,37,166,67,367,97,39,127,96,157,227,,
8,55,38,195,68,109,98,24,128,218,158,155,,
9,209,39,331,69,94,99,542,129,61,159,59,,
10,51,40,218,70,296,100,633,130,130,160,191,,
11,124,41,95,71,94,101,41,131,89,161,85,,
12,79,42,116,72,147,102,116,132,253,162,362,,
13,177,43,40,73,534,103,94,133,45,163,129,,
14,293,44,417,74,101,104,80,134,36,164,12,,
15,373,45,535,75,143,105,256,135,82,165,292,,
16,95,46,104,76,146,106,112,136,126,166,383,,
17,204,47,79,77,264,107,156,137,58,167,45,,
18,48,48,238,78,598,108,4,138,64,168,247,,
19,290,49,78,79,324,109,626,139,149,169,289,,
20,496,50,110,80,300,110,489,140,292,170,304,,
21,339,51,265,81,277,111,71,141,165,171,159,,
22,113,52,90,82,100,112,259,142,256,172,78,,
23,88,53,393,83,253,113,134,143,119,173,115,,
24,522,54,243,84,522,114,9,144,323,174,242,,
25,320,55,62,85,126,115,85,145,183,175,92,,
26,71,56,499,86,167,116,87,146,242,176,181,,
27,516,57,361,87,77,117,310,147,61,177,85,,
28,65,58,122,88,70,118,74,148,335,178,122,,
29,190,59,190,89,58,119,644,149,210,179,153,,
30,47,60,58,90,472,120,149,150,79,180,61,,
