0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
KADAPA,DIST.,-,516003,ANDHRA,"PRADESH.,","KADAPA,",ANDHRA,PRADESH,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,114,31,364,61,92,91,203,121,161,151,240,181,60,211,120,241,291,271,115,,,,
2,456,32,57,62,56,92,54,122,56,152,498,182,234,212,50,242,341,272,227,,,,
3,448,33,70,63,284,93,35,123,75,153,54,183,55,213,122,243,79,273,386,,,,
4,457,34,70,64,370,94,152,124,277,154,244,184,240,214,62,244,92,274,48,,,,
5,571,35,244,65,75,95,308,125,83,155,174,185,159,215,176,245,50,275,18,,,,
6,76,36,66,66,100,96,241,126,76,156,130,186,333,216,593,246,492,276,351,,,,
7,212,37,80,67,154,97,123,127,135,157,32,187,51,217,286,247,127,277,64,,,,
8,56,38,113,68,85,98,137,128,39,158,76,188,382,218,203,248,100,278,107,,,,
9,369,39,86,69,223,99,597,129,-1,159,440,189,343,219,260,249,518,279,90,,,,
10,465,40,49,70,60,100,222,130,233,160,345,190,166,220,108,250,293,280,164,,,,
11,461,41,341,71,175,101,37,131,25,161,61,191,89,221,50,251,105,281,395,,,,
12,205,42,201,72,142,102,28,132,408,162,208,192,85,222,102,252,107,282,107,,,,
13,425,43,188,73,440,103,324,133,196,163,424,193,535,223,257,253,222,283,205,,,,
14,105,44,35,74,70,104,70,134,127,164,69,194,133,224,75,254,41,284,137,,,,
15,79,45,159,75,62,105,105,135,75,165,505,195,99,225,20,255,336,285,384,,,,
16,150,46,65,76,474,106,91,136,111,166,144,196,128,226,75,256,68,286,282,,,,
17,388,47,96,77,88,107,131,137,84,167,160,197,318,227,148,257,100,287,101,,,,
18,57,48,180,78,76,108,73,138,114,168,6,198,152,228,359,258,88,288,150,,,,
19,277,49,75,79,187,109,343,139,389,169,457,199,285,229,162,259,69,289,50,,,,
20,95,50,84,80,236,110,93,140,601,170,180,200,184,230,212,260,371,290,105,,,,
21,51,51,131,81,145,111,381,141,199,171,105,201,141,231,60,261,115,291,95,,,,
22,147,52,77,82,71,112,257,142,114,172,360,202,138,232,156,262,90,292,86,,,,
23,176,53,242,83,547,113,93,143,85,173,134,203,115,233,128,263,120,293,345,,,,
24,71,54,161,84,137,114,273,144,350,174,157,204,58,234,154,264,130,294,59,,,,
25,113,55,313,85,184,115,30,145,515,175,640,205,113,235,215,265,40,295,67,,,,
26,283,56,259,86,469,116,54,146,99,176,55,206,68,236,312,266,161,296,69,,,,
27,255,57,76,87,42,117,412,147,422,177,235,207,226,237,110,267,146,297,91,,,,
28,118,58,190,88,64,118,602,148,67,178,87,208,130,238,218,268,110,298,176,,,,
29,144,59,124,89,208,119,156,149,426,179,31,209,103,239,65,269,448,299,244,,,,
30,311,60,120,90,289,120,222,150,153,180,210,210,100,240,131,270,-2,300,95,,,,
Centre:,121901,ANNAMACHARYA,INSTITUTE,OF,TECHNOLOGY,AND,"SCIENCES,",BEHIND,RTO,OFFICE,RAYACHOTY,ROAD,UTUKUR,(POST),CHINTHAKOMMA,DINNE,(V&M),NEET,(UG),2024,Page,No.,2
KADAPA,DIST.,-,516003,ANDHRA,"PRADESH.,","KADAPA,",ANDHRA,PRADESH,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
301,75,331,214,361,75,391,523,421,402,451,40,481,277,511,505,541,65,571,121,,,,
302,66,332,460,362,7,392,308,422,135,452,65,482,255,512,176,542,336,572,91,,,,
303,77,333,71,363,5,393,313,423,312,453,355,483,337,513,63,543,284,573,351,,,,
304,292,334,5,364,177,394,210,424,395,454,129,484,71,514,411,544,172,574,67,,,,
305,130,335,55,365,103,395,433,425,89,455,194,485,95,515,148,545,188,575,69,,,,
306,80,336,249,366,123,396,587,426,319,456,110,486,351,516,64,546,281,576,130,,,,
307,549,337,253,367,115,397,552,427,506,457,55,487,62,517,66,547,428,577,96,,,,
308,187,338,-3,368,70,398,305,428,478,458,323,488,326,518,53,548,52,578,152,,,,
309,296,339,109,369,364,399,140,429,300,459,218,489,320,519,293,549,209,579,95,,,,
310,66,340,531,370,222,400,335,430,18,460,168,490,111,520,66,550,134,580,214,,,,
311,185,341,29,371,100,401,490,431,624,461,116,491,-11,521,281,551,197,581,60,,,,
312,428,342,151,372,180,402,349,432,338,462,403,492,166,522,23,552,57,582,245,,,,
313,394,343,110,373,193,403,111,433,29,463,60,493,439,523,164,553,469,583,79,,,,
314,244,344,426,374,363,404,72,434,135,464,188,494,512,524,398,554,128,584,44,,,,
315,199,345,273,375,120,405,60,435,218,465,485,495,480,525,382,555,101,585,403,,,,
316,155,346,96,376,45,406,162,436,193,466,209,496,18,526,143,556,87,586,101,,,,
317,58,347,294,377,427,407,72,437,93,467,128,497,101,527,303,557,480,587,30,,,,
318,380,348,322,378,121,408,16,438,320,468,19,498,239,528,70,558,286,588,271,,,,
319,186,349,200,379,410,409,82,439,122,469,74,499,208,529,210,559,326,589,105,,,,
320,13,350,94,380,201,410,171,440,109,470,230,500,199,530,414,560,106,590,181,,,,
321,37,351,85,381,48,411,392,441,84,471,293,501,325,531,161,561,641,591,50,,,,
322,220,352,80,382,116,412,183,442,95,472,79,502,92,532,314,562,156,592,190,,,,
323,90,353,50,383,90,413,58,443,341,473,56,503,102,533,467,563,81,593,245,,,,
324,76,354,89,384,28,414,80,444,54,474,162,504,457,534,71,564,97,594,100,,,,
325,28,355,347,385,190,415,85,445,90,475,299,505,416,535,273,565,125,595,126,,,,
326,158,356,85,386,410,416,69,446,148,476,65,506,476,536,60,566,350,596,195,,,,
327,-14,357,23,387,295,417,634,447,64,477,118,507,84,537,49,567,226,597,143,,,,
328,171,358,402,388,123,418,412,448,621,478,285,508,78,538,107,568,65,598,296,,,,
329,95,359,562,389,56,419,200,449,492,479,211,509,187,539,84,569,143,599,122,,,,
330,244,360,457,390,60,420,457,450,76,480,210,510,30,540,25,570,130,600,91,,,,
Centre:,121901,ANNAMACHARYA,INSTITUTE,OF,TECHNOLOGY,AND,"SCIENCES,",BEHIND,RTO,OFFICE,RAYACHOTY,ROAD,UTUKUR,(POST),CHINTHAKOMMA,DINNE,(V&M),NEET,(UG),2024,Page,No.,3
KADAPA,DIST.,-,516003,ANDHRA,"PRADESH.,","KADAPA,",ANDHRA,PRADESH,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
601,368,631,145,661,310,691,73,,,,,,,,,,,,,,,,
602,386,632,378,662,77,692,321,,,,,,,,,,,,,,,,
603,115,633,55,663,175,693,261,,,,,,,,,,,,,,,,
604,120,634,497,664,32,694,292,,,,,,,,,,,,,,,,
605,60,635,351,665,146,695,243,,,,,,,,,,,,,,,,
606,180,636,621,666,89,696,141,,,,,,,,,,,,,,,,
607,132,637,21,667,39,697,98,,,,,,,,,,,,,,,,
608,197,638,396,668,180,698,33,,,,,,,,,,,,,,,,
609,41,639,80,669,81,699,313,,,,,,,,,,,,,,,,
610,109,640,166,670,57,700,494,,,,,,,,,,,,,,,,
611,41,641,48,671,246,701,281,,,,,,,,,,,,,,,,
612,434,642,212,672,69,,,,,,,,,,,,,,,,,,
613,405,643,161,673,79,,,,,,,,,,,,,,,,,,
614,64,644,410,674,140,,,,,,,,,,,,,,,,,,
615,198,645,128,675,86,,,,,,,,,,,,,,,,,,
616,311,646,379,676,255,,,,,,,,,,,,,,,,,,
617,113,647,71,677,80,,,,,,,,,,,,,,,,,,
618,228,648,253,678,49,,,,,,,,,,,,,,,,,,
619,485,649,129,679,218,,,,,,,,,,,,,,,,,,
620,623,650,349,680,102,,,,,,,,,,,,,,,,,,
621,476,651,237,681,140,,,,,,,,,,,,,,,,,,
622,186,652,65,682,85,,,,,,,,,,,,,,,,,,
623,426,653,2,683,100,,,,,,,,,,,,,,,,,,
624,45,654,384,684,134,,,,,,,,,,,,,,,,,,
625,230,655,177,685,89,,,,,,,,,,,,,,,,,,
626,15,656,135,686,204,,,,,,,,,,,,,,,,,,
627,182,657,658,687,311,,,,,,,,,,,,,,,,,,
628,167,658,97,688,81,,,,,,,,,,,,,,,,,,
629,135,659,218,689,272,,,,,,,,,,,,,,,,,,
630,67,660,135,690,234,,,,,,,,,,,,,,,,,,
