0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,373,31,544,61,290,91,64,121,156,151,70,181,102,211,600,241,74,271,146,
2,312,32,129,62,198,92,533,122,87,152,282,182,393,212,150,242,110,272,167,
3,618,33,610,63,52,93,84,123,80,153,502,183,531,213,117,243,315,273,76,
4,191,34,241,64,97,94,121,124,388,154,591,184,359,214,141,244,294,274,118,
5,645,35,153,65,591,95,412,125,660,155,316,185,571,215,159,245,625,275,175,
6,471,36,116,66,296,96,248,126,268,156,47,186,130,216,169,246,127,276,387,
7,193,37,382,67,284,97,217,127,107,157,270,187,73,217,176,247,217,277,34,
8,260,38,9,68,409,98,430,128,423,158,122,188,180,218,587,248,690,278,30,
9,561,39,173,69,567,99,60,129,160,159,351,189,178,219,474,249,610,279,159,
10,671,40,517,70,486,100,108,130,509,160,568,190,197,220,586,250,427,280,144,
11,603,41,134,71,486,101,75,131,133,161,109,191,172,221,95,251,140,281,558,
12,71,42,267,72,163,102,339,132,133,162,125,192,85,222,220,252,78,282,25,
13,273,43,57,73,205,103,639,133,490,163,59,193,96,223,115,253,237,283,483,
14,135,44,183,74,222,104,463,134,542,164,106,194,253,224,328,254,222,284,362,
15,667,45,429,75,259,105,44,135,104,165,117,195,148,225,123,255,87,285,155,
16,448,46,219,76,495,106,103,136,517,166,223,196,478,226,465,256,693,286,62,
17,121,47,123,77,285,107,87,137,538,167,89,197,90,227,582,257,121,287,443,
18,283,48,81,78,56,108,297,138,677,168,463,198,653,228,215,258,480,288,407,
19,281,49,171,79,222,109,51,139,85,169,151,199,268,229,30,259,114,289,96,
20,380,50,623,80,205,110,68,140,517,170,171,200,153,230,562,260,269,290,572,
21,189,51,305,81,511,111,166,141,74,171,259,201,175,231,573,261,110,291,119,
22,690,52,649,82,48,112,154,142,238,172,85,202,365,232,277,262,415,292,626,
23,135,53,387,83,376,113,73,143,187,173,75,203,587,233,466,263,151,293,382,
24,203,54,174,84,187,114,51,144,204,174,250,204,76,234,242,264,423,294,577,
25,137,55,212,85,66,115,610,145,129,175,564,205,80,235,43,265,464,295,136,
26,515,56,489,86,184,116,438,146,56,176,541,206,75,236,388,266,71,296,558,
27,466,57,408,87,470,117,370,147,256,177,535,207,55,237,228,267,172,297,577,
28,283,58,31,88,673,118,64,148,510,178,177,208,169,238,173,268,82,298,154,
29,50,59,367,89,304,119,125,149,440,179,71,209,445,239,306,269,85,299,155,
30,108,60,3,90,460,120,76,150,147,180,60,210,340,240,270,270,95,300,422,
Centre:,390348,BEETLES,INTERNATIONAL,"SCHOOL,",NEAR,HEAVENS,GARDEN,SUMEL,ROAD,AGRA,ROAD,"JAIPUR,","JAIPUR,",RAJASTHAN,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,235,331,100,361,211,391,167,421,223,451,373,481,70,511,245,541,487,571,50,
302,526,332,168,362,419,392,45,422,228,452,299,482,413,512,184,542,208,572,154,
303,400,333,86,363,184,393,137,423,270,453,205,483,399,513,104,543,90,573,380,
304,621,334,298,364,56,394,580,424,599,454,312,484,174,514,106,544,222,574,483,
305,83,335,77,365,30,395,80,425,64,455,17,485,651,515,430,545,79,575,103,
306,151,336,357,366,268,396,501,426,141,456,402,486,147,516,144,546,293,576,285,
307,137,337,476,367,22,397,212,427,269,457,99,487,333,517,318,547,286,577,193,
308,119,338,438,368,256,398,318,428,685,458,670,488,171,518,261,548,476,578,666,
309,165,339,116,369,269,399,400,429,545,459,648,489,163,519,228,549,495,579,425,
310,710,340,605,370,337,400,0,430,135,460,247,490,138,520,428,550,563,580,274,
311,415,341,278,371,313,401,241,431,76,461,398,491,185,521,58,551,312,581,133,
312,373,342,109,372,240,402,357,432,235,462,65,492,87,522,130,552,125,582,355,
313,-5,343,621,373,116,403,137,433,591,463,61,493,56,523,56,553,216,583,194,
314,132,344,193,374,470,404,71,434,144,464,265,494,190,524,325,554,252,584,204,
315,250,345,-11,375,56,405,312,435,588,465,515,495,306,525,139,555,550,,,
316,510,346,441,376,282,406,199,436,458,466,329,496,218,526,214,556,392,,,
317,630,347,573,377,544,407,542,437,616,467,437,497,442,527,140,557,278,,,
318,57,348,178,378,54,408,64,438,232,468,527,498,82,528,71,558,450,,,
319,258,349,344,379,152,409,563,439,213,469,138,499,377,529,189,559,320,,,
320,212,350,244,380,260,410,197,440,439,470,132,500,315,530,422,560,130,,,
321,159,351,681,381,317,411,86,441,604,471,187,501,31,531,76,561,116,,,
322,217,352,348,382,130,412,274,442,566,472,266,502,134,532,364,562,381,,,
323,355,353,108,383,522,413,140,443,153,473,393,503,400,533,220,563,319,,,
324,140,354,303,384,132,414,70,444,148,474,340,504,571,534,339,564,496,,,
325,30,355,106,385,31,415,100,445,65,475,71,505,261,535,145,565,355,,,
326,430,356,195,386,610,416,145,446,519,476,55,506,241,536,585,566,219,,,
327,70,357,318,387,97,417,386,447,379,477,120,507,538,537,286,567,149,,,
328,49,358,461,388,302,418,105,448,269,478,132,508,79,538,401,568,128,,,
329,108,359,590,389,113,419,158,449,283,479,62,509,172,539,10,569,391,,,
330,310,360,322,390,251,420,455,450,355,480,405,510,396,540,383,570,227,,,
