0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,93,31,33,61,62,91,115,121,123,151,75,181,135,211,45,241,160
2,445,32,79,62,247,92,172,122,150,152,121,182,102,212,120,242,251
3,60,33,90,63,172,93,40,123,134,153,72,183,88,213,129,243,47
4,180,34,65,64,75,94,134,124,176,154,150,184,88,214,56,244,97
5,64,35,382,65,25,95,280,125,45,155,47,185,70,215,180,245,298
6,110,36,222,66,21,96,199,126,70,156,89,186,65,216,46,246,41
7,376,37,299,67,121,97,116,127,428,157,76,187,85,217,65,247,32
8,65,38,171,68,67,98,299,128,67,158,244,188,56,218,140,248,55
9,134,39,387,69,53,99,137,129,257,159,113,189,66,219,213,249,291
10,63,40,91,70,176,100,33,130,94,160,15,190,165,220,83,,
11,93,41,307,71,266,101,569,131,38,161,123,191,138,221,52,,
12,54,42,115,72,65,102,0,132,154,162,100,192,74,222,153,,
13,31,43,113,73,57,103,240,133,54,163,96,193,199,223,79,,
14,117,44,199,74,309,104,98,134,62,164,102,194,95,224,100,,
15,69,45,59,75,50,105,51,135,76,165,169,195,188,225,96,,
16,316,46,51,76,75,106,105,136,410,166,32,196,70,226,186,,
17,160,47,190,77,113,107,75,137,30,167,85,197,63,227,101,,
18,110,48,35,78,420,108,95,138,144,168,318,198,29,228,29,,
19,105,49,66,79,93,109,265,139,164,169,161,199,332,229,135,,
20,145,50,120,80,-12,110,171,140,536,170,80,200,65,230,257,,
21,174,51,42,81,206,111,31,141,119,171,215,201,159,231,61,,
22,161,52,93,82,160,112,172,142,252,172,127,202,35,232,177,,
23,36,53,177,83,189,113,60,143,103,173,29,203,230,233,75,,
24,136,54,479,84,68,114,152,144,59,174,0,204,39,234,115,,
25,4,55,260,85,60,115,172,145,60,175,102,205,556,235,273,,
26,66,56,25,86,13,116,33,146,200,176,243,206,52,236,164,,
27,53,57,41,87,357,117,356,147,246,177,33,207,16,237,101,,
28,56,58,107,88,115,118,275,148,24,178,81,208,47,238,100,,
29,20,59,51,89,208,119,150,149,404,179,4,209,59,239,30,,
30,105,60,-15,90,56,120,130,150,138,180,130,210,158,240,316,,
