0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,160,31,85,61,190,91,201,121,201,151,251,181,203,211,147,241,477,271,124
2,149,32,100,62,128,92,184,122,153,152,8,182,563,212,563,242,295,272,546
3,143,33,401,63,128,93,142,123,104,153,266,183,205,213,311,243,64,273,282
4,119,34,148,64,175,94,138,124,193,154,149,184,380,214,105,244,179,,
5,412,35,203,65,106,95,98,125,223,155,103,185,525,215,247,245,168,,
6,147,36,103,66,184,96,134,126,158,156,103,186,113,216,38,246,74,,
7,179,37,58,67,157,97,115,127,526,157,386,187,70,217,601,247,102,,
8,55,38,37,68,140,98,129,128,218,158,71,188,102,218,335,248,96,,
9,158,39,106,69,540,99,228,129,185,159,75,189,335,219,514,249,194,,
10,415,40,30,70,30,100,126,130,427,160,451,190,321,220,122,250,310,,
11,227,41,180,71,207,101,160,131,68,161,99,191,93,221,53,251,320,,
12,322,42,190,72,112,102,158,132,64,162,98,192,73,222,271,252,594,,
13,407,43,140,73,559,103,120,133,72,163,94,193,349,223,101,253,88,,
14,259,44,170,74,45,104,127,134,287,164,130,194,105,224,213,254,55,,
15,286,45,351,75,397,105,97,135,225,165,439,195,182,225,150,255,338,,
16,162,46,286,76,178,106,125,136,160,166,113,196,348,226,112,256,558,,
17,48,47,60,77,512,107,169,137,496,167,0,197,44,227,71,257,183,,
18,250,48,175,78,375,108,128,138,607,168,260,198,184,228,150,258,196,,
19,215,49,45,79,247,109,398,139,85,169,173,199,151,229,649,259,230,,
20,129,50,216,80,55,110,383,140,205,170,85,200,252,230,61,260,282,,
21,422,51,59,81,175,111,110,141,550,171,273,201,113,231,129,261,337,,
22,186,52,183,82,248,112,60,142,206,172,657,202,205,232,349,262,121,,
23,131,53,182,83,104,113,192,143,106,173,29,203,113,233,150,263,136,,
24,365,54,153,84,172,114,244,144,181,174,226,204,35,234,73,264,93,,
25,294,55,167,85,125,115,84,145,115,175,96,205,219,235,210,265,155,,
26,450,56,567,86,227,116,75,146,72,176,145,206,452,236,530,266,128,,
27,185,57,134,87,331,117,130,147,365,177,444,207,426,237,140,267,10,,
28,99,58,200,88,139,118,118,148,231,178,77,208,111,238,403,268,183,,
29,202,59,94,89,60,119,400,149,512,179,194,209,313,239,545,269,196,,
30,74,60,394,90,184,120,51,150,163,180,557,210,439,240,131,270,80,,
