0,1,2,3,4,5,6,7,8,9,10,11,12,13
KARNATAKA,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,447,31,67,61,558,91,395,121,602,151,258,181,95
2,158,32,414,62,317,92,91,122,231,152,247,182,135
3,278,33,49,63,506,93,89,123,218,153,86,183,183
4,389,34,183,64,148,94,555,124,459,154,576,184,113
5,143,35,683,65,356,95,155,125,113,155,102,185,65
6,95,36,498,66,331,96,154,126,100,156,178,186,135
7,70,37,382,67,156,97,179,127,232,157,554,187,445
8,236,38,113,68,323,98,205,128,99,158,526,188,175
9,108,39,213,69,216,99,547,129,286,159,585,189,116
10,240,40,196,70,456,100,207,130,151,160,101,,
11,159,41,193,71,539,101,608,131,92,161,220,,
12,357,42,223,72,145,102,130,132,146,162,160,,
13,134,43,87,73,470,103,526,133,127,163,204,,
14,313,44,148,74,354,104,426,134,209,164,423,,
15,160,45,201,75,519,105,386,135,575,165,384,,
16,27,46,177,76,28,106,579,136,182,166,224,,
17,316,47,388,77,94,107,168,137,92,167,25,,
18,235,48,115,78,610,108,241,138,225,168,89,,
19,348,49,164,79,425,109,144,139,277,169,415,,
20,65,50,155,80,421,110,75,140,450,170,153,,
21,59,51,554,81,1,111,111,141,83,171,135,,
22,273,52,125,82,107,112,240,142,25,172,241,,
23,215,53,169,83,368,113,89,143,60,173,78,,
24,116,54,245,84,349,114,162,144,313,174,145,,
25,452,55,106,85,201,115,86,145,195,175,242,,
26,424,56,187,86,565,116,138,146,293,176,485,,
27,27,57,467,87,157,117,230,147,45,177,570,,
28,253,58,103,88,106,118,411,148,291,178,240,,
29,608,59,362,89,379,119,252,149,122,179,110,,
30,540,60,370,90,214,120,87,150,247,180,140,,
