0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,20,31,91,61,48,91,146,121,233,151,83,181,475
2,190,32,47,62,217,92,317,122,70,152,411,182,225
3,96,33,359,63,449,93,69,123,109,153,42,183,248
4,324,34,48,64,318,94,80,124,181,154,115,184,283
5,170,35,123,65,73,95,92,125,31,155,47,185,472
6,20,36,106,66,25,96,492,126,289,156,100,186,56
7,631,37,45,67,252,97,116,127,107,157,76,187,122
8,169,38,321,68,105,98,55,128,274,158,-6,188,258
9,88,39,124,69,94,99,173,129,35,159,132,189,42
10,263,40,115,70,5,100,326,130,70,160,223,190,15
11,310,41,148,71,69,101,246,131,75,161,187,191,209
12,80,42,84,72,341,102,52,132,149,162,165,192,576
13,225,43,104,73,620,103,155,133,190,163,116,193,25
14,90,44,148,74,189,104,168,134,100,164,148,194,370
15,184,45,100,75,124,105,129,135,182,165,135,,
16,11,46,423,76,30,106,319,136,410,166,242,,
17,152,47,310,77,80,107,281,137,211,167,166,,
18,41,48,122,78,398,108,156,138,129,168,63,,
19,104,49,30,79,629,109,31,139,84,169,180,,
20,597,50,78,80,106,110,269,140,141,170,90,,
21,79,51,100,81,134,111,94,141,228,171,271,,
22,172,52,142,82,302,112,57,142,145,172,39,,
23,478,53,130,83,40,113,19,143,268,173,676,,
24,130,54,89,84,56,114,439,144,202,174,102,,
25,358,55,205,85,0,115,227,145,155,175,95,,
26,238,56,610,86,62,116,515,146,258,176,72,,
27,114,57,62,87,25,117,131,147,98,177,141,,
28,203,58,165,88,194,118,189,148,185,178,169,,
29,627,59,19,89,133,119,70,149,145,179,43,,
30,343,60,124,90,392,120,616,150,45,180,22,,
