0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"PUNJAB,",PATIALA/FATEHGARH,"SAHIB,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,35,31,105,61,603,91,118,121,314,151,311,181,210,211,66,241,135,271,81,,,,,,,,,,,
2,36,32,548,62,374,92,506,122,385,152,85,182,56,212,41,242,294,272,250,,,,,,,,,,,
3,232,33,328,63,397,93,57,123,14,153,90,183,381,213,117,243,507,273,130,,,,,,,,,,,
4,88,34,110,64,265,94,544,124,103,154,200,184,59,214,367,244,236,274,206,,,,,,,,,,,
5,112,35,166,65,180,95,347,125,76,155,681,185,687,215,63,245,191,275,214,,,,,,,,,,,
6,238,36,126,66,424,96,107,126,75,156,73,186,54,216,90,246,55,276,331,,,,,,,,,,,
7,95,37,265,67,429,97,142,127,110,157,572,187,92,217,205,247,180,277,466,,,,,,,,,,,
8,64,38,235,68,90,98,103,128,96,158,339,188,250,218,20,248,180,278,149,,,,,,,,,,,
9,397,39,60,69,85,99,135,129,390,159,161,189,180,219,355,249,99,279,279,,,,,,,,,,,
10,151,40,174,70,145,100,227,130,61,160,39,190,600,220,192,250,117,280,543,,,,,,,,,,,
11,632,41,190,71,255,101,146,131,76,161,70,191,245,221,26,251,173,281,448,,,,,,,,,,,
12,210,42,528,72,517,102,99,132,120,162,541,192,354,222,352,252,319,282,126,,,,,,,,,,,
13,53,43,100,73,126,103,137,133,64,163,173,193,69,223,122,253,436,283,576,,,,,,,,,,,
14,98,44,127,74,80,104,149,134,427,164,92,194,123,224,108,254,290,284,454,,,,,,,,,,,
15,100,45,72,75,173,105,31,135,143,165,558,195,305,225,143,255,142,285,398,,,,,,,,,,,
16,242,46,331,76,636,106,269,136,144,166,352,196,377,226,152,256,352,286,473,,,,,,,,,,,
17,65,47,417,77,454,107,262,137,424,167,415,197,154,227,165,257,149,287,65,,,,,,,,,,,
18,170,48,135,78,154,108,60,138,139,168,239,198,274,228,136,258,251,288,243,,,,,,,,,,,
19,175,49,196,79,140,109,431,139,130,169,245,199,394,229,338,259,267,289,386,,,,,,,,,,,
20,146,50,78,80,479,110,180,140,568,170,257,200,183,230,237,260,106,290,155,,,,,,,,,,,
21,175,51,590,81,166,111,62,141,110,171,150,201,356,231,294,261,274,291,218,,,,,,,,,,,
22,678,52,671,82,75,112,396,142,193,172,125,202,461,232,298,262,196,292,82,,,,,,,,,,,
23,116,53,88,83,660,113,266,143,245,173,374,203,144,233,100,263,625,293,75,,,,,,,,,,,
24,245,54,625,84,666,114,54,144,97,174,454,204,57,234,601,264,22,294,105,,,,,,,,,,,
25,221,55,167,85,106,115,439,145,82,175,355,205,244,235,16,265,431,295,548,,,,,,,,,,,
26,125,56,459,86,274,116,321,146,347,176,143,206,51,236,178,266,143,296,601,,,,,,,,,,,
27,95,57,185,87,101,117,449,147,311,177,94,207,89,237,208,267,531,297,65,,,,,,,,,,,
28,61,58,55,88,267,118,559,148,141,178,644,208,105,238,637,268,125,298,383,,,,,,,,,,,
29,105,59,130,89,116,119,104,149,625,179,491,209,592,239,170,269,509,299,131,,,,,,,,,,,
30,499,60,170,90,178,120,98,150,288,180,434,210,189,240,431,270,64,300,65,,,,,,,,,,,
Centre:,380502,SCHOLARS,PUBLIC,SCHOOL,RAJPURA,DT,PATIALA,"PB,",SCHOLARS,PUBLIC,SCHOOL,PATIALA,-,CHD,BYE,PASS,ROAD,P.B.,NO.,-,1,RAJPURA,DT,PATIALA,NEET,(UG),2024,Page,No.,2
"PUNJAB,",PATIALA/FATEHGARH,"SAHIB,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,115,331,65,361,72,391,538,421,355,451,125,481,79,511,266,541,153,571,111,,,,,,,,,,,
302,110,332,35,362,77,392,161,422,135,452,165,482,495,512,35,542,318,572,49,,,,,,,,,,,
303,36,333,19,363,172,393,105,423,139,453,259,483,122,513,70,543,455,573,480,,,,,,,,,,,
304,126,334,634,364,276,394,90,424,119,454,152,484,35,514,505,544,219,574,134,,,,,,,,,,,
305,142,335,129,365,138,395,588,425,248,455,232,485,156,515,631,545,172,575,623,,,,,,,,,,,
306,135,336,45,366,183,396,186,426,148,456,130,486,193,516,101,546,31,576,146,,,,,,,,,,,
307,71,337,128,367,440,397,507,427,473,457,461,487,500,517,447,547,52,577,125,,,,,,,,,,,
308,124,338,55,368,138,398,645,428,169,458,110,488,710,518,18,548,35,578,183,,,,,,,,,,,
309,51,339,317,369,55,399,200,429,391,459,57,489,127,519,175,549,97,579,163,,,,,,,,,,,
310,149,340,30,370,105,400,221,430,84,460,131,490,211,520,64,550,270,580,231,,,,,,,,,,,
311,131,341,313,371,35,401,138,431,115,461,62,491,260,521,40,551,132,581,165,,,,,,,,,,,
312,95,342,178,372,150,402,238,432,75,462,559,492,44,522,163,552,75,582,462,,,,,,,,,,,
313,385,343,178,373,65,403,223,433,138,463,537,493,136,523,255,553,129,583,403,,,,,,,,,,,
314,361,344,137,374,527,404,678,434,473,464,75,494,44,524,70,554,76,584,251,,,,,,,,,,,
315,326,345,40,375,88,405,341,435,8,465,163,495,297,525,368,555,217,585,129,,,,,,,,,,,
316,199,346,125,376,176,406,60,436,213,466,130,496,583,526,531,556,65,586,84,,,,,,,,,,,
317,271,347,191,377,511,407,41,437,95,467,38,497,50,527,304,557,132,587,70,,,,,,,,,,,
318,70,348,48,378,181,408,440,438,265,468,227,498,182,528,223,558,116,588,252,,,,,,,,,,,
319,422,349,70,379,215,409,129,439,110,469,180,499,141,529,289,559,171,589,498,,,,,,,,,,,
320,199,350,652,380,221,410,660,440,105,470,605,500,183,530,415,560,27,590,446,,,,,,,,,,,
321,66,351,156,381,274,411,46,441,176,471,118,501,642,531,521,561,85,591,449,,,,,,,,,,,
322,280,352,95,382,680,412,215,442,117,472,57,502,647,532,132,562,396,592,312,,,,,,,,,,,
323,74,353,390,383,65,413,77,443,391,473,274,503,164,533,118,563,165,593,146,,,,,,,,,,,
324,145,354,339,384,664,414,95,444,117,474,70,504,161,534,175,564,253,594,306,,,,,,,,,,,
325,80,355,51,385,134,415,168,445,186,475,150,505,255,535,155,565,188,595,101,,,,,,,,,,,
326,533,356,88,386,221,416,85,446,65,476,70,506,453,536,85,566,204,596,100,,,,,,,,,,,
327,338,357,131,387,135,417,303,447,90,477,614,507,591,537,176,567,15,597,44,,,,,,,,,,,
328,90,358,132,388,183,418,219,448,673,478,122,508,476,538,125,568,443,598,502,,,,,,,,,,,
329,91,359,403,389,304,419,90,449,65,479,271,509,267,539,358,569,190,599,55,,,,,,,,,,,
330,123,360,107,390,254,420,13,450,178,480,136,510,175,540,123,570,155,600,44,,,,,,,,,,,
Centre:,380502,SCHOLARS,PUBLIC,SCHOOL,RAJPURA,DT,PATIALA,"PB,",SCHOLARS,PUBLIC,SCHOOL,PATIALA,-,CHD,BYE,PASS,ROAD,P.B.,NO.,-,1,RAJPURA,DT,PATIALA,NEET,(UG),2024,Page,No.,3
"PUNJAB,",PATIALA/FATEHGARH,"SAHIB,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
601,192,631,215,661,185,691,65,721,525,751,218,781,444,811,305,841,139,,,,,,,,,,,,,
602,163,632,144,662,414,692,306,722,10,752,50,782,32,812,123,842,155,,,,,,,,,,,,,
603,533,633,483,663,273,693,130,723,55,753,125,783,85,813,180,843,85,,,,,,,,,,,,,
604,90,634,597,664,159,694,78,724,90,754,207,784,280,814,197,844,104,,,,,,,,,,,,,
605,160,635,138,665,114,695,196,725,10,755,122,785,94,815,705,845,112,,,,,,,,,,,,,
606,324,636,121,666,206,696,85,726,85,756,339,786,596,816,154,846,81,,,,,,,,,,,,,
607,72,637,202,667,366,697,78,727,35,757,300,787,172,817,142,847,415,,,,,,,,,,,,,
608,246,638,76,668,339,698,436,728,650,758,120,788,84,818,36,848,551,,,,,,,,,,,,,
609,46,639,100,669,374,699,184,729,197,759,57,789,244,819,98,849,1,,,,,,,,,,,,,
610,65,640,83,670,112,700,16,730,151,760,124,790,184,820,347,850,281,,,,,,,,,,,,,
611,318,641,60,671,120,701,219,731,429,761,254,791,141,821,243,851,221,,,,,,,,,,,,,
612,496,642,119,672,65,702,98,732,217,762,166,792,328,822,335,852,66,,,,,,,,,,,,,
613,273,643,229,673,244,703,173,733,119,763,130,793,200,823,506,853,135,,,,,,,,,,,,,
614,155,644,135,674,55,704,663,734,251,764,274,794,77,824,155,854,182,,,,,,,,,,,,,
615,111,645,427,675,165,705,92,735,106,765,290,795,78,825,297,855,559,,,,,,,,,,,,,
616,66,646,527,676,213,706,690,736,350,766,497,796,327,826,369,856,137,,,,,,,,,,,,,
617,146,647,603,677,92,707,25,737,470,767,301,797,159,827,155,857,106,,,,,,,,,,,,,
618,323,648,146,678,353,708,241,738,115,768,92,798,76,828,100,858,100,,,,,,,,,,,,,
619,258,649,226,679,300,709,675,739,291,769,45,799,368,829,189,,,,,,,,,,,,,,,
620,77,650,280,680,476,710,216,740,365,770,429,800,442,830,70,,,,,,,,,,,,,,,
621,271,651,38,681,90,711,397,741,367,771,640,801,131,831,99,,,,,,,,,,,,,,,
622,62,652,403,682,125,712,359,742,65,772,57,802,67,832,73,,,,,,,,,,,,,,,
623,171,653,175,683,204,713,109,743,335,773,283,803,195,833,142,,,,,,,,,,,,,,,
624,310,654,60,684,154,714,242,744,215,774,493,804,128,834,81,,,,,,,,,,,,,,,
625,46,655,393,685,130,715,130,745,107,775,207,805,209,835,433,,,,,,,,,,,,,,,
626,211,656,82,686,186,716,85,746,113,776,112,806,164,836,292,,,,,,,,,,,,,,,
627,676,657,255,687,227,717,89,747,65,777,513,807,554,837,135,,,,,,,,,,,,,,,
628,106,658,602,688,43,718,228,748,145,778,46,808,602,838,66,,,,,,,,,,,,,,,
629,80,659,109,689,411,719,205,749,323,779,33,809,240,839,90,,,,,,,,,,,,,,,
630,220,660,228,690,217,720,312,750,142,780,148,810,116,840,111,,,,,,,,,,,,,,,
