0,1,2,3,4,5,6,7,8,9,10,11,12,13
"ALAPPUZHA/CHENGANNUR,",KERALA,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,150,31,645,61,115,91,189,121,678,151,160,181,389
2,84,32,288,62,105,92,70,122,116,152,220,182,637
3,367,33,53,63,57,93,120,123,273,153,96,183,56
4,76,34,360,64,158,94,177,124,70,154,342,184,190
5,465,35,75,65,408,95,61,125,65,155,64,185,56
6,650,36,55,66,558,96,513,126,106,156,24,186,75
7,682,37,198,67,103,97,475,127,132,157,298,187,79
8,164,38,117,68,182,98,17,128,178,158,204,188,29
9,95,39,600,69,286,99,329,129,216,159,140,189,138
10,100,40,116,70,550,100,26,130,205,160,81,190,69
11,128,41,297,71,16,101,366,131,185,161,42,191,120
12,59,42,119,72,145,102,160,132,170,162,79,192,275
13,123,43,268,73,321,103,591,133,164,163,219,193,20
14,73,44,40,74,546,104,70,134,172,164,150,194,125
15,87,45,266,75,48,105,284,135,119,165,383,,
16,189,46,115,76,398,106,406,136,570,166,478,,
17,175,47,423,77,185,107,142,137,60,167,290,,
18,460,48,107,78,333,108,80,138,157,168,130,,
19,132,49,305,79,261,109,147,139,458,169,384,,
20,270,50,53,80,158,110,73,140,65,170,55,,
21,147,51,111,81,186,111,39,141,276,171,106,,
22,95,52,67,82,246,112,38,142,273,172,312,,
23,239,53,311,83,160,113,85,143,85,173,168,,
24,203,54,248,84,24,114,246,144,159,174,92,,
25,12,55,43,85,173,115,291,145,306,175,79,,
26,623,56,547,86,98,116,82,146,77,176,613,,
27,662,57,340,87,151,117,190,147,147,177,314,,
28,401,58,50,88,190,118,135,148,171,178,176,,
29,122,59,431,89,401,119,173,149,125,179,55,,
30,235,60,42,90,180,120,230,150,61,180,26,,
