0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,39,31,82,61,84,91,80,121,72,151,95,181,92
2,87,32,207,62,105,92,39,122,112,152,112,182,88
3,112,33,56,63,288,93,151,123,46,153,135,183,15
4,332,34,46,64,61,94,46,124,136,154,43,184,84
5,54,35,1,65,488,95,36,125,87,155,135,185,80
6,64,36,81,66,82,96,202,126,157,156,58,186,283
7,23,37,105,67,505,97,110,127,69,157,142,,
8,158,38,255,68,67,98,68,128,109,158,85,,
9,94,39,5,69,401,99,445,129,82,159,95,,
10,37,40,54,70,448,100,132,130,311,160,13,,
11,122,41,110,71,31,101,107,131,504,161,38,,
12,237,42,85,72,94,102,81,132,355,162,205,,
13,78,43,38,73,128,103,119,133,165,163,103,,
14,267,44,95,74,74,104,80,134,438,164,108,,
15,170,45,30,75,68,105,141,135,159,165,96,,
16,131,46,148,76,490,106,121,136,90,166,139,,
17,174,47,65,77,80,107,50,137,328,167,90,,
18,99,48,49,78,115,108,115,138,166,168,150,,
19,72,49,180,79,109,109,60,139,23,169,118,,
20,58,50,121,80,65,110,98,140,39,170,56,,
21,350,51,55,81,51,111,75,141,25,171,126,,
22,245,52,115,82,107,112,127,142,123,172,20,,
23,182,53,140,83,88,113,170,143,100,173,566,,
24,67,54,208,84,105,114,86,144,155,174,121,,
25,66,55,27,85,516,115,95,145,35,175,99,,
26,149,56,65,86,440,116,84,146,64,176,20,,
27,538,57,14,87,50,117,105,147,126,177,77,,
28,122,58,135,88,93,118,79,148,29,178,80,,
29,108,59,52,89,67,119,75,149,74,179,21,,
30,328,60,375,90,232,120,229,150,130,180,139,,
