0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,425,31,194,61,226,91,229,121,251,151,525,181,305
2,677,32,48,62,94,92,648,122,50,152,45,182,85
3,462,33,457,63,71,93,125,123,70,153,121,183,431
4,123,34,271,64,9,94,420,124,553,154,177,184,66
5,187,35,55,65,342,95,605,125,254,155,388,185,257
6,611,36,370,66,360,96,515,126,132,156,157,186,120
7,94,37,291,67,475,97,257,127,373,157,417,187,314
8,284,38,531,68,113,98,185,128,225,158,132,188,359
9,318,39,129,69,86,99,676,129,336,159,-2,189,94
10,171,40,105,70,269,100,631,130,48,160,590,190,23
11,294,41,137,71,264,101,315,131,519,161,81,191,183
12,251,42,168,72,289,102,57,132,190,162,108,192,446
13,441,43,101,73,202,103,86,133,86,163,107,193,575
14,145,44,181,74,234,104,62,134,322,164,540,194,105
15,136,45,206,75,389,105,546,135,25,165,133,195,216
16,593,46,151,76,20,106,588,136,65,166,584,196,415
17,88,47,183,77,367,107,570,137,38,167,95,197,39
18,256,48,81,78,628,108,183,138,189,168,96,198,246
19,640,49,116,79,445,109,680,139,113,169,360,199,152
20,162,50,182,80,292,110,50,140,64,170,60,200,308
21,178,51,580,81,161,111,258,141,133,171,103,201,94
22,325,52,263,82,444,112,166,142,58,172,185,202,81
23,626,53,284,83,255,113,400,143,375,173,149,203,395
24,428,54,95,84,64,114,192,144,285,174,492,204,425
25,171,55,531,85,49,115,135,145,224,175,75,,
26,665,56,182,86,537,116,311,146,124,176,333,,
27,452,57,343,87,211,117,175,147,63,177,171,,
28,312,58,361,88,51,118,208,148,541,178,54,,
29,520,59,310,89,157,119,138,149,89,179,195,,
30,16,60,45,90,304,120,138,150,186,180,120,,
