0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,129,31,87,61,172,91,212,121,115,151,15,181,62,211,187,241,510,271,101
2,130,32,121,62,188,92,209,122,389,152,374,182,294,212,315,242,461,272,569
3,76,33,120,63,110,93,142,123,304,153,105,183,161,213,85,243,85,273,113
4,121,34,300,64,265,94,-7,124,342,154,675,184,611,214,494,244,110,274,206
5,275,35,566,65,114,95,283,125,215,155,277,185,56,215,154,245,466,275,19
6,182,36,201,66,180,96,580,126,55,156,447,186,441,216,220,246,189,276,112
7,468,37,444,67,257,97,136,127,84,157,118,187,75,217,264,247,140,277,640
8,105,38,167,68,23,98,88,128,95,158,22,188,309,218,93,248,680,278,123
9,281,39,81,69,680,99,483,129,485,159,85,189,77,219,82,249,131,279,347
10,526,40,361,70,94,100,61,130,328,160,183,190,248,220,55,250,87,280,238
11,28,41,93,71,190,101,200,131,508,161,240,191,110,221,74,251,63,281,493
12,508,42,124,72,379,102,150,132,630,162,572,192,198,222,95,252,210,282,123
13,208,43,591,73,197,103,115,133,131,163,10,193,604,223,15,253,237,283,95
14,20,44,355,74,154,104,121,134,554,164,51,194,70,224,343,254,26,284,253
15,531,45,190,75,390,105,461,135,387,165,217,195,441,225,380,255,71,285,661
16,541,46,127,76,85,106,71,136,244,166,71,196,111,226,88,256,142,286,398
17,90,47,356,77,298,107,345,137,364,167,364,197,65,227,347,257,169,287,235
18,297,48,113,78,274,108,195,138,493,168,318,198,146,228,56,258,113,288,294
19,435,49,394,79,171,109,195,139,126,169,210,199,65,229,67,259,41,289,97
20,312,50,231,80,105,110,267,140,399,170,90,200,352,230,407,260,148,290,146
21,146,51,474,81,655,111,121,141,108,171,67,201,119,231,140,261,11,291,105
22,543,52,512,82,177,112,195,142,77,172,152,202,112,232,62,262,1,292,256
23,345,53,550,83,41,113,308,143,148,173,475,203,473,233,233,263,132,293,393
24,351,54,326,84,445,114,65,144,60,174,129,204,392,234,55,264,105,294,462
25,425,55,96,85,124,115,108,145,130,175,265,205,70,235,222,265,588,295,517
26,76,56,513,86,330,116,523,146,350,176,54,206,154,236,54,266,163,296,64
27,130,57,85,87,128,117,143,147,199,177,150,207,170,237,121,267,161,297,253
28,516,58,472,88,199,118,155,148,314,178,45,208,75,238,72,268,160,298,128
29,82,59,446,89,103,119,297,149,172,179,155,209,131,239,79,269,43,299,528
30,50,60,344,90,176,120,215,150,118,180,152,210,152,240,289,270,105,300,422
Centre:,270313,VISHWACHETANA,"VIDYANIKETANA,",NEAR,NH4,BYPASS,HADADI,ROAD,"DAVANGERE,","DAVANGERE,",KARNATAKA,NEET,(UG),2024,Page,No.,2,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,541,331,346,361,48,391,83,,,,,,,,,,,,
302,183,332,350,362,406,392,108,,,,,,,,,,,,
303,64,333,433,363,227,393,54,,,,,,,,,,,,
304,42,334,210,364,104,394,128,,,,,,,,,,,,
305,210,335,12,365,97,395,7,,,,,,,,,,,,
306,96,336,161,366,261,396,502,,,,,,,,,,,,
307,103,337,17,367,165,397,67,,,,,,,,,,,,
308,124,338,213,368,389,398,98,,,,,,,,,,,,
309,25,339,394,369,60,399,129,,,,,,,,,,,,
310,101,340,474,370,119,400,53,,,,,,,,,,,,
311,204,341,406,371,484,401,136,,,,,,,,,,,,
312,291,342,131,372,171,,,,,,,,,,,,,,
313,119,343,234,373,251,,,,,,,,,,,,,,
314,67,344,50,374,385,,,,,,,,,,,,,,
315,27,345,501,375,119,,,,,,,,,,,,,,
316,275,346,142,376,498,,,,,,,,,,,,,,
317,123,347,177,377,425,,,,,,,,,,,,,,
318,180,348,68,378,30,,,,,,,,,,,,,,
319,55,349,147,379,97,,,,,,,,,,,,,,
320,106,350,290,380,142,,,,,,,,,,,,,,
321,134,351,95,381,162,,,,,,,,,,,,,,
322,53,352,377,382,22,,,,,,,,,,,,,,
323,224,353,237,383,66,,,,,,,,,,,,,,
324,255,354,603,384,488,,,,,,,,,,,,,,
325,215,355,219,385,141,,,,,,,,,,,,,,
326,77,356,386,386,78,,,,,,,,,,,,,,
327,150,357,108,387,388,,,,,,,,,,,,,,
328,119,358,290,388,169,,,,,,,,,,,,,,
329,268,359,292,389,526,,,,,,,,,,,,,,
330,131,360,299,390,471,,,,,,,,,,,,,,
