0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,145,31,25,61,172,91,66,121,84,151,211
2,250,32,65,62,150,92,29,122,80,152,167
3,70,33,183,63,231,93,98,123,32,,
4,99,34,91,64,55,94,365,124,241,,
5,42,35,161,65,79,95,50,125,233,,
6,233,36,74,66,30,96,94,126,-5,,
7,121,37,60,67,70,97,232,127,117,,
8,80,38,60,68,60,98,191,128,40,,
9,116,39,117,69,212,99,85,129,71,,
10,79,40,134,70,42,100,363,130,389,,
11,129,41,99,71,444,101,49,131,133,,
12,82,42,190,72,180,102,52,132,78,,
13,141,43,86,73,111,103,82,133,83,,
14,48,44,208,74,102,104,112,134,310,,
15,234,45,158,75,170,105,72,135,85,,
16,160,46,10,76,45,106,299,136,104,,
17,141,47,130,77,230,107,198,137,170,,
18,144,48,249,78,-5,108,63,138,232,,
19,175,49,252,79,300,109,74,139,108,,
20,67,50,80,80,209,110,89,140,91,,
21,98,51,90,81,105,111,111,141,119,,
22,42,52,430,82,244,112,118,142,101,,
23,486,53,175,83,89,113,74,143,375,,
24,140,54,51,84,130,114,329,144,345,,
25,272,55,75,85,234,115,69,145,481,,
26,162,56,243,86,296,116,89,146,188,,
27,56,57,53,87,403,117,51,147,85,,
28,56,58,216,88,52,118,276,148,119,,
29,172,59,282,89,546,119,114,149,242,,
30,44,60,146,90,82,120,145,150,149,,
