0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,184,31,338,61,145,91,20,121,55,151,248,181,112,211,475,241,100,271,99
2,261,32,83,62,584,92,348,122,475,152,217,182,371,212,73,242,126,272,143
3,146,33,411,63,77,93,125,123,50,153,367,183,79,213,577,243,168,273,423
4,630,34,78,64,57,94,331,124,85,154,518,184,11,214,253,244,60,274,55
5,227,35,485,65,284,95,333,125,70,155,35,185,172,215,287,245,94,275,48
6,92,36,87,66,552,96,94,126,170,156,280,186,268,216,472,246,601,276,500
7,39,37,56,67,493,97,110,127,293,157,306,187,551,217,117,247,543,277,25
8,112,38,479,68,107,98,586,128,493,158,623,188,210,218,64,248,36,278,287
9,591,39,75,69,180,99,183,129,79,159,84,189,136,219,602,249,503,279,58
10,598,40,109,70,199,100,60,130,69,160,18,190,45,220,147,250,286,280,620
11,443,41,384,71,569,101,491,131,178,161,240,191,32,221,143,251,93,281,163
12,160,42,340,72,459,102,375,132,626,162,192,192,452,222,218,252,394,282,273
13,500,43,43,73,419,103,207,133,131,163,187,193,545,223,140,253,161,283,80
14,70,44,69,74,74,104,363,134,130,164,338,194,252,224,157,254,585,284,319
15,282,45,353,75,75,105,50,135,229,165,338,195,340,225,78,255,363,285,16
16,421,46,340,76,78,106,99,136,551,166,125,196,92,226,60,256,470,286,291
17,413,47,594,77,278,107,7,137,320,167,235,197,401,227,110,257,115,287,65
18,275,48,422,78,289,108,266,138,133,168,118,198,110,228,204,258,605,288,95
19,175,49,155,79,616,109,59,139,257,169,365,199,190,229,293,259,109,289,222
20,137,50,231,80,501,110,96,140,6,170,73,200,397,230,181,260,236,290,545
21,67,51,135,81,355,111,125,141,55,171,28,201,271,231,60,261,169,291,434
22,622,52,349,82,184,112,166,142,70,172,325,202,274,232,168,262,29,292,343
23,606,53,44,83,197,113,411,143,358,173,512,203,66,233,47,263,469,293,90
24,199,54,53,84,270,114,254,144,86,174,467,204,60,234,174,264,30,294,156
25,91,55,242,85,470,115,133,145,542,175,168,205,445,235,38,265,306,295,401
26,55,56,498,86,194,116,2,146,127,176,208,206,27,236,339,266,81,296,125
27,52,57,10,87,128,117,193,147,54,177,21,207,38,237,473,267,496,297,460
28,39,58,100,88,324,118,122,148,99,178,489,208,201,238,180,268,268,298,36
29,325,59,139,89,264,119,38,149,111,179,124,209,36,239,163,269,-9,299,47
30,66,60,32,90,316,120,394,150,28,180,100,210,315,240,142,270,332,300,575
Centre:,311205,SCIENCE,COLLEGE,"NANDED,",P,O,BOX,NO,62,SNEH,"NAGAR,","NANDED,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
301,200,331,68,361,64,391,201,421,187,451,570,481,24,511,346,541,53,571,30
302,111,332,604,362,428,392,135,422,550,452,60,482,185,512,249,542,196,572,141
303,159,333,146,363,31,393,416,423,50,453,57,483,176,513,151,543,70,573,176
304,490,334,80,364,232,394,63,424,524,454,80,484,406,514,105,544,102,574,29
305,434,335,321,365,47,395,75,425,528,455,655,485,259,515,166,545,87,575,316
306,62,336,15,366,342,396,452,426,51,456,56,486,63,516,338,546,531,576,107
307,261,337,63,367,139,397,468,427,74,457,61,487,13,517,514,547,177,577,162
308,369,338,115,368,88,398,306,428,34,458,236,488,67,518,17,548,31,578,29
309,198,339,236,369,78,399,120,429,72,459,302,489,14,519,503,549,184,579,600
310,432,340,50,370,238,400,57,430,185,460,598,490,261,520,126,550,215,580,286
311,250,341,59,371,85,401,137,431,68,461,176,491,284,521,260,551,323,581,398
312,423,342,225,372,261,402,648,432,466,462,51,492,443,522,39,552,245,582,73
313,197,343,443,373,20,403,148,433,62,463,370,493,277,523,34,553,253,583,320
314,366,344,133,374,468,404,128,434,65,464,133,494,132,524,98,554,317,584,244
315,17,345,367,375,558,405,170,435,76,465,140,495,70,525,148,555,39,585,165
316,433,346,68,376,111,406,106,436,71,466,602,496,339,526,379,556,383,586,154
317,36,347,67,377,61,407,103,437,313,467,60,497,123,527,55,557,290,587,200
318,334,348,381,378,617,408,84,438,47,468,144,498,130,528,80,558,184,588,-3
319,89,349,101,379,200,409,401,439,222,469,120,499,607,529,565,559,568,589,207
320,420,350,156,380,305,410,645,440,471,470,50,500,229,530,393,560,480,590,192
321,97,351,93,381,206,411,22,441,584,471,125,501,374,531,233,561,64,591,145
322,170,352,143,382,315,412,115,442,533,472,386,502,25,532,118,562,561,592,323
323,443,353,383,383,568,413,155,443,527,473,113,503,298,533,55,563,331,593,647
324,367,354,331,384,283,414,327,444,301,474,349,504,241,534,496,564,331,594,80
325,73,355,352,385,198,415,62,445,274,475,158,505,441,535,96,565,178,595,601
326,95,356,-14,386,154,416,155,446,105,476,188,506,289,536,153,566,616,596,82
327,242,357,77,387,339,417,163,447,265,477,66,507,272,537,306,567,360,597,67
328,142,358,142,388,136,418,355,448,205,478,367,508,617,538,394,568,265,598,301
329,226,359,231,389,653,419,321,449,92,479,558,509,60,539,113,569,185,599,275
330,402,360,444,390,125,420,186,450,48,480,41,510,181,540,120,570,372,600,163
Centre:,311205,SCIENCE,COLLEGE,"NANDED,",P,O,BOX,NO,62,SNEH,"NAGAR,","NANDED,",MAHARASHTRA,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
601,581,631,355,661,265,,,,,,,,,,,,,,
602,121,632,127,662,619,,,,,,,,,,,,,,
603,415,633,493,663,41,,,,,,,,,,,,,,
604,11,634,102,664,118,,,,,,,,,,,,,,
605,147,635,50,665,441,,,,,,,,,,,,,,
606,103,636,84,666,289,,,,,,,,,,,,,,
607,66,637,318,667,375,,,,,,,,,,,,,,
608,215,638,184,668,212,,,,,,,,,,,,,,
609,298,639,270,669,60,,,,,,,,,,,,,,
610,501,640,109,670,74,,,,,,,,,,,,,,
611,56,641,109,671,5,,,,,,,,,,,,,,
612,45,642,261,672,122,,,,,,,,,,,,,,
613,100,643,53,673,222,,,,,,,,,,,,,,
614,402,644,340,674,118,,,,,,,,,,,,,,
615,175,645,37,675,177,,,,,,,,,,,,,,
616,158,646,104,676,105,,,,,,,,,,,,,,
617,660,647,445,677,72,,,,,,,,,,,,,,
618,85,648,42,678,283,,,,,,,,,,,,,,
619,88,649,440,679,596,,,,,,,,,,,,,,
620,37,650,95,680,207,,,,,,,,,,,,,,
621,78,651,22,681,343,,,,,,,,,,,,,,
622,210,652,388,682,246,,,,,,,,,,,,,,
623,293,653,422,683,52,,,,,,,,,,,,,,
624,75,654,49,684,327,,,,,,,,,,,,,,
625,433,655,94,,,,,,,,,,,,,,,,
626,284,656,186,,,,,,,,,,,,,,,,
627,590,657,396,,,,,,,,,,,,,,,,
628,165,658,228,,,,,,,,,,,,,,,,
629,484,659,152,,,,,,,,,,,,,,,,
630,340,660,460,,,,,,,,,,,,,,,,
