0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"MAHARASHTRA,","PUNE,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,622,31,541,61,182,91,89,121,75,151,127,181,210,211,130,241,66,271,244,,,,
2,251,32,626,62,256,92,95,122,90,152,202,182,82,212,133,242,195,272,42,,,,
3,118,33,303,63,99,93,332,123,116,153,286,183,229,213,565,243,484,273,117,,,,
4,124,34,118,64,15,94,34,124,617,154,42,184,20,214,122,244,77,274,320,,,,
5,257,35,412,65,1,95,247,125,84,155,105,185,568,215,147,245,565,275,414,,,,
6,358,36,33,66,348,96,109,126,243,156,208,186,54,216,236,246,43,276,87,,,,
7,81,37,293,67,467,97,147,127,55,157,255,187,206,217,311,247,251,277,110,,,,
8,601,38,415,68,92,98,180,128,77,158,82,188,70,218,215,248,103,278,359,,,,
9,218,39,18,69,165,99,214,129,281,159,48,189,67,219,84,249,55,279,597,,,,
10,65,40,92,70,649,100,125,130,136,160,66,190,116,220,154,250,661,280,79,,,,
11,99,41,70,71,185,101,85,131,54,161,664,191,120,221,166,251,262,281,630,,,,
12,452,42,196,72,61,102,270,132,536,162,357,192,387,222,271,252,571,282,263,,,,
13,686,43,67,73,98,103,128,133,212,163,46,193,69,223,121,253,42,283,110,,,,
14,662,44,205,74,135,104,63,134,115,164,20,194,56,224,94,254,241,284,152,,,,
15,275,45,76,75,293,105,513,135,186,165,636,195,252,225,197,255,161,285,253,,,,
16,570,46,41,76,597,106,440,136,236,166,129,196,115,226,21,256,357,286,113,,,,
17,357,47,129,77,216,107,304,137,50,167,458,197,436,227,492,257,126,287,560,,,,
18,276,48,448,78,43,108,68,138,34,168,71,198,521,228,573,258,138,288,98,,,,
19,264,49,643,79,141,109,53,139,234,169,230,199,715,229,26,259,108,289,90,,,,
20,31,50,305,80,218,110,63,140,91,170,254,200,68,230,668,260,313,290,288,,,,
21,469,51,650,81,498,111,55,141,204,171,224,201,112,231,264,261,135,291,213,,,,
22,150,52,486,82,342,112,159,142,497,172,517,202,242,232,160,262,463,292,599,,,,
23,193,53,177,83,151,113,0,143,341,173,76,203,70,233,92,263,143,293,40,,,,
24,179,54,478,84,110,114,258,144,279,174,15,204,94,234,89,264,549,294,305,,,,
25,117,55,60,85,5,115,617,145,216,175,251,205,145,235,248,265,216,295,92,,,,
26,330,56,145,86,164,116,342,146,106,176,294,206,408,236,90,266,118,296,279,,,,
27,134,57,115,87,90,117,659,147,72,177,53,207,105,237,95,267,88,297,48,,,,
28,224,58,51,88,170,118,61,148,236,178,456,208,277,238,68,268,203,298,90,,,,
29,46,59,65,89,199,119,66,149,-10,179,143,209,171,239,95,269,248,299,145,,,,
30,396,60,102,90,560,120,297,150,293,180,95,210,106,240,111,270,112,300,326,,,,
Centre:,311518,BUDS,INTERNATIONAL,SCHOOL,HAVELI,PUNE,"MR,",BUDS,INTERNATIONAL,SCHOOL,1031,NEWALE,VASTI,AT,POST-CHIKHALI,TAL-HAVELI,DIST-PUNE,NEET,(UG),2024,Page,No.,2
"MAHARASHTRA,","PUNE,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,35,331,542,361,414,391,50,421,439,451,311,481,174,511,148,,,,,,,,
302,86,332,62,362,200,392,402,422,48,452,90,482,77,512,119,,,,,,,,
303,45,333,252,363,255,393,473,423,74,453,36,483,72,513,460,,,,,,,,
304,217,334,432,364,552,394,65,424,95,454,230,484,409,514,84,,,,,,,,
305,265,335,210,365,61,395,113,425,183,455,319,485,379,515,232,,,,,,,,
306,252,336,266,366,135,396,59,426,149,456,263,486,629,516,58,,,,,,,,
307,145,337,78,367,162,397,108,427,506,457,579,487,315,517,117,,,,,,,,
308,228,338,498,368,240,398,506,428,30,458,581,488,48,518,105,,,,,,,,
309,545,339,89,369,28,399,54,429,114,459,339,489,157,519,55,,,,,,,,
310,194,340,225,370,84,400,270,430,122,460,183,490,101,520,52,,,,,,,,
311,49,341,108,371,510,401,91,431,76,461,328,491,10,521,135,,,,,,,,
312,299,342,200,372,397,402,436,432,518,462,267,492,477,522,170,,,,,,,,
313,676,343,71,373,499,403,29,433,170,463,390,493,40,523,215,,,,,,,,
314,175,344,245,374,145,404,127,434,206,464,77,494,95,524,128,,,,,,,,
315,127,345,20,375,161,405,685,435,88,465,678,495,306,525,383,,,,,,,,
316,60,346,47,376,476,406,404,436,228,466,118,496,127,526,238,,,,,,,,
317,471,347,312,377,117,407,29,437,334,467,319,497,117,527,243,,,,,,,,
318,226,348,160,378,95,408,244,438,21,468,568,498,137,528,156,,,,,,,,
319,80,349,269,379,50,409,313,439,418,469,90,499,339,529,98,,,,,,,,
320,257,350,80,380,241,410,107,440,170,470,60,500,397,530,95,,,,,,,,
321,179,351,93,381,127,411,388,441,242,471,176,501,696,531,264,,,,,,,,
322,387,352,221,382,677,412,182,442,138,472,90,502,33,,,,,,,,,,
323,130,353,159,383,465,413,660,443,44,473,199,503,38,,,,,,,,,,
324,68,354,444,384,313,414,533,444,407,474,331,504,550,,,,,,,,,,
325,141,355,585,385,79,415,266,445,314,475,63,505,123,,,,,,,,,,
326,150,356,50,386,474,416,163,446,303,476,69,506,127,,,,,,,,,,
327,20,357,121,387,65,417,242,447,166,477,176,507,510,,,,,,,,,,
328,164,358,175,388,120,418,167,448,355,478,71,508,507,,,,,,,,,,
