0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,577,31,397,61,137,91,255,121,244,151,430,181,89,211,285,241,274,271,215,,,
2,108,32,190,62,151,92,105,122,447,152,352,182,340,212,328,242,68,272,144,,,
3,256,33,424,63,488,93,337,123,79,153,420,183,70,213,439,243,568,273,120,,,
4,93,34,30,64,303,94,54,124,285,154,59,184,30,214,338,244,394,274,25,,,
5,301,35,70,65,122,95,130,125,70,155,35,185,100,215,139,245,376,275,55,,,
6,125,36,184,66,276,96,241,126,56,156,324,186,172,216,65,246,313,276,105,,,
7,351,37,62,67,248,97,302,127,100,157,23,187,70,217,211,247,150,277,241,,,
8,455,38,61,68,348,98,113,128,40,158,94,188,183,218,230,248,68,278,335,,,
9,412,39,111,69,129,99,494,129,284,159,178,189,266,219,112,249,154,279,71,,,
10,362,40,331,70,128,100,60,130,85,160,449,190,65,220,242,250,287,280,90,,,
11,494,41,43,71,393,101,96,131,252,161,201,191,212,221,195,251,176,281,514,,,
12,511,42,166,72,101,102,185,132,12,162,205,192,70,222,101,252,157,282,122,,,
13,19,43,272,73,90,103,165,133,396,163,70,193,322,223,330,253,86,283,224,,,
14,359,44,24,74,125,104,625,134,241,164,209,194,67,224,34,254,95,284,70,,,
15,494,45,347,75,273,105,186,135,0,165,366,195,258,225,178,255,560,285,279,,,
16,165,46,290,76,567,106,195,136,21,166,374,196,211,226,491,256,165,286,116,,,
17,415,47,373,77,210,107,274,137,31,167,221,197,50,227,422,257,41,287,80,,,
18,396,48,106,78,695,108,257,138,62,168,533,198,70,228,81,258,131,288,111,,,
19,383,49,57,79,162,109,122,139,163,169,94,199,396,229,180,259,545,289,196,,,
20,123,50,381,80,450,110,239,140,356,170,191,200,401,230,306,260,158,290,150,,,
21,36,51,237,81,122,111,54,141,58,171,75,201,85,231,107,261,532,291,152,,,
22,324,52,244,82,296,112,33,142,158,172,106,202,589,232,382,262,278,292,140,,,
23,516,53,299,83,221,113,378,143,363,173,74,203,183,233,183,263,330,293,499,,,
24,425,54,25,84,242,114,217,144,93,174,162,204,105,234,299,264,40,294,419,,,
25,451,55,188,85,340,115,473,145,193,175,192,205,102,235,180,265,258,295,225,,,
26,145,56,63,86,221,116,175,146,299,176,365,206,162,236,204,266,511,296,272,,,
27,106,57,126,87,155,117,96,147,337,177,207,207,573,237,120,267,262,297,256,,,
28,60,58,145,88,305,118,346,148,383,178,36,208,102,238,147,268,111,298,242,,,
29,432,59,30,89,81,119,80,149,103,179,31,209,486,239,55,269,85,299,382,,,
30,468,60,147,90,500,120,270,150,444,180,115,210,522,240,319,270,230,300,305,,,
Centre:,420202,SREE,CHAITANYA,INSTITUTE,OF,TECHNOLOGICAL,"SCIENCES,",LMD,COLONY,THIMMAPOOR,NEAR,THIMMAPOOR,BUS,"STOP,","KARIMNAGAR,",TELANGANA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,37,331,58,361,47,391,114,421,166,451,110,481,329,511,-1,541,88,571,238,,,
302,108,332,126,362,208,392,324,422,79,452,321,482,81,512,363,542,9,572,313,,,
303,269,333,103,363,73,393,13,423,193,453,246,483,450,513,379,543,275,573,584,,,
304,436,334,37,364,103,394,69,424,369,454,-3,484,231,514,35,544,130,574,141,,,
305,159,335,96,365,119,395,117,425,291,455,244,485,94,515,586,545,330,575,69,,,
306,199,336,112,366,55,396,60,426,240,456,29,486,360,516,160,546,314,576,267,,,
307,152,337,127,367,239,397,175,427,275,457,205,487,402,517,99,547,290,577,46,,,
308,181,338,195,368,257,398,157,428,196,458,41,488,150,518,617,548,110,578,15,,,
309,513,339,399,369,379,399,301,429,60,459,158,489,121,519,65,549,209,579,348,,,
310,312,340,189,370,324,400,274,430,647,460,112,490,296,520,115,550,4,580,322,,,
311,354,341,352,371,45,401,71,431,552,461,76,491,38,521,309,551,125,581,81,,,
312,161,342,548,372,481,402,83,432,55,462,86,492,200,522,5,552,98,582,389,,,
313,434,343,274,373,176,403,115,433,538,463,85,493,410,523,423,553,350,583,25,,,
314,120,344,358,374,218,404,31,434,88,464,198,494,110,524,100,554,308,584,233,,,
315,497,345,53,375,58,405,305,435,448,465,541,495,226,525,51,555,-6,585,466,,,
316,92,346,218,376,55,406,658,436,521,466,105,496,63,526,193,556,433,586,105,,,
317,343,347,80,377,111,407,207,437,80,467,114,497,457,527,185,557,247,587,196,,,
318,119,348,91,378,147,408,27,438,99,468,91,498,289,528,39,558,101,588,536,,,
319,99,349,163,379,74,409,497,439,365,469,214,499,125,529,66,559,124,589,120,,,
320,58,350,21,380,363,410,161,440,154,470,375,500,131,530,300,560,380,590,152,,,
321,93,351,45,381,139,411,30,441,517,471,106,501,339,531,299,561,322,591,64,,,
322,342,352,7,382,87,412,284,442,113,472,112,502,404,532,75,562,138,592,218,,,
323,442,353,240,383,388,413,211,443,266,473,59,503,455,533,229,563,226,593,194,,,
324,242,354,113,384,194,414,505,444,141,474,647,504,356,534,141,564,312,594,58,,,
325,408,355,221,385,285,415,370,445,79,475,155,505,345,535,335,565,195,595,414,,,
326,82,356,235,386,80,416,199,446,152,476,94,506,83,536,577,566,476,596,316,,,
327,260,357,423,387,465,417,302,447,443,477,147,507,196,537,122,567,46,597,501,,,
328,183,358,232,388,490,418,236,448,65,478,171,508,144,538,156,568,525,598,229,,,
329,490,359,230,389,187,419,101,449,122,479,380,509,262,539,40,569,311,599,-47,,,
330,407,360,114,390,409,420,590,450,514,480,53,510,63,540,86,570,78,600,234,,,
Centre:,420202,SREE,CHAITANYA,INSTITUTE,OF,TECHNOLOGICAL,"SCIENCES,",LMD,COLONY,THIMMAPOOR,NEAR,THIMMAPOOR,BUS,"STOP,","KARIMNAGAR,",TELANGANA,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
601,402,631,86,661,254,691,53,,,,,,,,,,,,,,,
602,318,632,70,662,320,692,70,,,,,,,,,,,,,,,
603,312,633,114,663,226,693,46,,,,,,,,,,,,,,,
604,109,634,405,664,389,694,304,,,,,,,,,,,,,,,
605,410,635,65,665,109,695,55,,,,,,,,,,,,,,,
606,155,636,64,666,153,696,348,,,,,,,,,,,,,,,
607,123,637,329,667,254,697,122,,,,,,,,,,,,,,,
608,686,638,140,668,115,698,225,,,,,,,,,,,,,,,
609,180,639,241,669,87,699,252,,,,,,,,,,,,,,,
610,219,640,138,670,111,700,70,,,,,,,,,,,,,,,
611,174,641,135,671,89,701,335,,,,,,,,,,,,,,,
612,41,642,434,672,81,702,128,,,,,,,,,,,,,,,
613,431,643,324,673,84,703,86,,,,,,,,,,,,,,,
614,100,644,128,674,450,704,330,,,,,,,,,,,,,,,
615,160,645,109,675,268,705,140,,,,,,,,,,,,,,,
616,265,646,286,676,445,706,114,,,,,,,,,,,,,,,
617,445,647,395,677,149,,,,,,,,,,,,,,,,,
618,31,648,126,678,281,,,,,,,,,,,,,,,,,
619,92,649,264,679,65,,,,,,,,,,,,,,,,,
620,354,650,300,680,111,,,,,,,,,,,,,,,,,
621,509,651,510,681,471,,,,,,,,,,,,,,,,,
622,170,652,189,682,122,,,,,,,,,,,,,,,,,
623,257,653,211,683,119,,,,,,,,,,,,,,,,,
624,340,654,244,684,93,,,,,,,,,,,,,,,,,
625,32,655,320,685,50,,,,,,,,,,,,,,,,,
626,224,656,95,686,113,,,,,,,,,,,,,,,,,
627,510,657,222,687,19,,,,,,,,,,,,,,,,,
628,475,658,201,688,70,,,,,,,,,,,,,,,,,
629,125,659,135,689,209,,,,,,,,,,,,,,,,,
630,223,660,235,690,72,,,,,,,,,,,,,,,,,
