0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,62,31,135,61,570,91,433,121,53,151,208,181,87,211,207,241,12,271,175,,,,,,,,,,
2,190,32,87,62,622,92,85,122,221,152,43,182,129,212,583,242,184,272,230,,,,,,,,,,
3,40,33,266,63,81,93,80,123,536,153,83,183,83,213,90,243,334,273,85,,,,,,,,,,
4,71,34,235,64,67,94,206,124,100,154,141,184,173,214,167,244,212,274,228,,,,,,,,,,
5,48,35,90,65,103,95,551,125,602,155,105,185,181,215,128,245,170,275,19,,,,,,,,,,
6,181,36,90,66,283,96,150,126,70,156,75,186,397,216,365,246,515,276,265,,,,,,,,,,
7,412,37,126,67,243,97,188,127,636,157,326,187,415,217,315,247,132,277,116,,,,,,,,,,
8,620,38,117,68,165,98,305,128,165,158,197,188,132,218,326,248,155,278,598,,,,,,,,,,
9,48,39,151,69,293,99,137,129,125,159,149,189,102,219,40,249,171,279,238,,,,,,,,,,
10,83,40,115,70,398,100,110,130,213,160,45,190,140,220,276,250,407,280,85,,,,,,,,,,
11,72,41,85,71,174,101,252,131,34,161,260,191,85,221,146,251,73,281,596,,,,,,,,,,
12,167,42,319,72,91,102,120,132,286,162,215,192,147,222,150,252,22,282,337,,,,,,,,,,
13,80,43,65,73,78,103,107,133,55,163,69,193,643,223,297,253,117,283,175,,,,,,,,,,
14,110,44,168,74,548,104,151,134,241,164,552,194,127,224,472,254,12,284,537,,,,,,,,,,
15,34,45,419,75,305,105,158,135,376,165,361,195,302,225,90,255,552,285,70,,,,,,,,,,
16,361,46,216,76,96,106,233,136,160,166,408,196,189,226,302,256,40,286,556,,,,,,,,,,
17,67,47,209,77,166,107,67,137,253,167,97,197,187,227,180,257,70,287,150,,,,,,,,,,
18,83,48,253,78,109,108,215,138,130,168,157,198,38,228,170,258,114,288,87,,,,,,,,,,
19,451,49,25,79,567,109,45,139,495,169,75,199,80,229,241,259,45,289,25,,,,,,,,,,
20,44,50,293,80,388,110,393,140,256,170,165,200,145,230,183,260,126,290,45,,,,,,,,,,
21,225,51,119,81,65,111,83,141,238,171,263,201,526,231,165,261,223,291,171,,,,,,,,,,
22,268,52,635,82,103,112,345,142,208,172,436,202,73,232,173,262,307,292,154,,,,,,,,,,
23,282,53,246,83,112,113,137,143,29,173,593,203,179,233,90,263,53,293,111,,,,,,,,,,
24,230,54,205,84,248,114,177,144,483,174,108,204,339,234,367,264,591,294,212,,,,,,,,,,
25,132,55,200,85,147,115,132,145,292,175,257,205,292,235,125,265,140,295,596,,,,,,,,,,
26,290,56,221,86,113,116,148,146,120,176,172,206,48,236,20,266,232,296,109,,,,,,,,,,
27,72,57,222,87,168,117,92,147,231,177,146,207,536,237,503,267,185,297,37,,,,,,,,,,
28,194,58,413,88,361,118,64,148,424,178,490,208,249,238,322,268,121,298,124,,,,,,,,,,
29,152,59,254,89,36,119,6,149,199,179,96,209,247,239,94,269,5,299,108,,,,,,,,,,
30,88,60,203,90,480,120,100,150,653,180,66,210,266,240,518,270,156,300,92,,,,,,,,,,
Centre:,280317,SBOA,PUB,SR,SEC,SCH,SOUTH,CHITTOOR,COCHIN,"KL,",S,B,O,A,PUBLIC,SR,SEC,SCHOOL,SOUTH,CHITTOOR,ERNAKULAM,COCHIN,"KERALA,",NEET,(UG),2024,Page,No.,2
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,
301,75,331,344,361,131,391,145,,,,,,,,,,,,,,,,,,,,,,
302,186,332,183,362,199,392,243,,,,,,,,,,,,,,,,,,,,,,
303,135,333,126,363,120,393,90,,,,,,,,,,,,,,,,,,,,,,
304,626,334,98,364,147,394,199,,,,,,,,,,,,,,,,,,,,,,
305,244,335,131,365,175,395,130,,,,,,,,,,,,,,,,,,,,,,
306,138,336,261,366,547,396,614,,,,,,,,,,,,,,,,,,,,,,
307,535,337,179,367,257,397,163,,,,,,,,,,,,,,,,,,,,,,
308,523,338,106,368,145,398,262,,,,,,,,,,,,,,,,,,,,,,
309,63,339,66,369,146,399,155,,,,,,,,,,,,,,,,,,,,,,
310,232,340,110,370,91,400,98,,,,,,,,,,,,,,,,,,,,,,
311,266,341,92,371,201,401,577,,,,,,,,,,,,,,,,,,,,,,
312,106,342,131,372,399,,,,,,,,,,,,,,,,,,,,,,,,
313,186,343,187,373,637,,,,,,,,,,,,,,,,,,,,,,,,
314,260,344,315,374,122,,,,,,,,,,,,,,,,,,,,,,,,
315,230,345,92,375,273,,,,,,,,,,,,,,,,,,,,,,,,
316,279,346,120,376,85,,,,,,,,,,,,,,,,,,,,,,,,
317,188,347,109,377,90,,,,,,,,,,,,,,,,,,,,,,,,
318,87,348,162,378,465,,,,,,,,,,,,,,,,,,,,,,,,
319,97,349,400,379,171,,,,,,,,,,,,,,,,,,,,,,,,
320,664,350,56,380,229,,,,,,,,,,,,,,,,,,,,,,,,
321,199,351,185,381,551,,,,,,,,,,,,,,,,,,,,,,,,
322,46,352,15,382,404,,,,,,,,,,,,,,,,,,,,,,,,
323,183,353,370,383,550,,,,,,,,,,,,,,,,,,,,,,,,
324,273,354,327,384,55,,,,,,,,,,,,,,,,,,,,,,,,
325,426,355,83,385,323,,,,,,,,,,,,,,,,,,,,,,,,
326,167,356,283,386,289,,,,,,,,,,,,,,,,,,,,,,,,
327,531,357,309,387,80,,,,,,,,,,,,,,,,,,,,,,,,
328,543,358,236,388,350,,,,,,,,,,,,,,,,,,,,,,,,
329,234,359,137,389,83,,,,,,,,,,,,,,,,,,,,,,,,
330,143,360,160,390,61,,,,,,,,,,,,,,,,,,,,,,,,
