0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,354,31,21,61,76,91,115,121,491,151,202,181,49,211,79,241,45
2,59,32,8,62,27,92,76,122,315,152,92,182,587,212,56,242,45
3,436,33,349,63,58,93,558,123,298,153,131,183,205,213,333,243,47
4,136,34,250,64,119,94,270,124,303,154,219,184,187,214,392,244,185
5,413,35,104,65,486,95,411,125,65,155,539,185,133,215,675,245,517
6,155,36,368,66,123,96,57,126,219,156,107,186,508,216,163,246,379
7,144,37,67,67,84,97,160,127,239,157,218,187,407,217,421,247,70
8,59,38,119,68,38,98,444,128,33,158,112,188,307,218,369,248,387
9,226,39,51,69,161,99,200,129,160,159,478,189,310,219,63,249,253
10,185,40,430,70,3,100,-1,130,82,160,325,190,65,220,120,250,274
11,517,41,137,71,169,101,97,131,51,161,68,191,457,221,70,251,101
12,54,42,138,72,80,102,398,132,188,162,255,192,538,222,40,252,266
13,107,43,157,73,375,103,214,133,53,163,68,193,-12,223,98,253,144
14,413,44,140,74,50,104,282,134,58,164,95,194,92,224,98,,
15,232,45,340,75,435,105,198,135,392,165,77,195,178,225,115,,
16,52,46,130,76,51,106,140,136,324,166,177,196,400,226,321,,
17,295,47,95,77,179,107,20,137,222,167,87,197,188,227,260,,
18,120,48,172,78,325,108,273,138,81,168,152,198,120,228,95,,
19,66,49,473,79,100,109,436,139,542,169,119,199,396,229,92,,
20,72,50,65,80,264,110,79,140,270,170,216,200,171,230,82,,
21,21,51,391,81,22,111,213,141,45,171,454,201,75,231,57,,
22,329,52,15,82,409,112,130,142,141,172,342,202,29,232,442,,
23,440,53,274,83,391,113,275,143,221,173,112,203,145,233,286,,
24,341,54,274,84,128,114,92,144,100,174,124,204,356,234,550,,
25,268,55,80,85,397,115,76,145,91,175,437,205,181,235,456,,
26,124,56,191,86,60,116,303,146,55,176,76,206,115,236,320,,
27,117,57,275,87,315,117,146,147,192,177,299,207,75,237,229,,
28,131,58,35,88,26,118,201,148,46,178,95,208,72,238,193,,
29,354,59,19,89,478,119,407,149,62,179,453,209,450,239,45,,
30,0,60,151,90,48,120,438,150,368,180,210,210,508,240,129,,
