0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,120,31,136,61,666,91,73,121,140,151,55,181,62,211,55,241,35,271,125
2,160,32,126,62,484,92,161,122,218,152,225,182,355,212,85,242,17,272,41
3,44,33,255,63,190,93,60,123,621,153,393,183,560,213,183,243,543,273,101
4,83,34,70,64,32,94,335,124,100,154,83,184,5,214,509,244,233,274,387
5,549,35,161,65,75,95,432,125,91,155,46,185,465,215,116,245,65,275,347
6,85,36,288,66,526,96,73,126,62,156,36,186,487,216,123,246,185,276,214
7,50,37,222,67,283,97,69,127,437,157,73,187,80,217,343,247,75,277,504
8,191,38,165,68,93,98,470,128,62,158,110,188,213,218,115,248,281,278,49
9,273,39,182,69,46,99,378,129,589,159,99,189,81,219,77,249,322,279,57
10,67,40,199,70,252,100,676,130,601,160,285,190,134,220,129,250,182,280,196
11,141,41,142,71,164,101,49,131,49,161,42,191,277,221,83,251,535,281,69
12,355,42,95,72,130,102,188,132,457,162,43,192,213,222,145,252,50,282,71
13,173,43,100,73,139,103,216,133,91,163,58,193,114,223,516,253,359,283,589
14,111,44,234,74,240,104,28,134,114,164,96,194,67,224,47,254,292,284,142
15,78,45,75,75,141,105,129,135,438,165,567,195,50,225,195,255,112,285,31
16,483,46,192,76,360,106,297,136,85,166,48,196,149,226,10,256,416,286,353
17,21,47,438,77,283,107,125,137,111,167,31,197,109,227,293,257,320,287,6
18,179,48,144,78,132,108,161,138,86,168,310,198,140,228,56,258,61,288,424
19,173,49,122,79,110,109,65,139,60,169,97,199,114,229,55,259,51,289,149
20,522,50,109,80,53,110,86,140,488,170,115,200,125,230,73,260,284,290,71
21,245,51,164,81,194,111,265,141,120,171,266,201,453,231,105,261,313,291,181
22,244,52,127,82,132,112,352,142,30,172,89,202,239,232,207,262,204,292,35
23,646,53,254,83,455,113,56,143,15,173,589,203,6,233,309,263,49,293,105
24,176,54,77,84,325,114,100,144,69,174,176,204,112,234,484,264,139,294,533
25,12,55,264,85,360,115,256,145,218,175,56,205,103,235,234,265,617,295,324
26,84,56,624,86,111,116,64,146,80,176,184,206,26,236,566,266,87,296,64
27,176,57,134,87,112,117,86,147,403,177,330,207,155,237,97,267,72,297,80
28,54,58,89,88,57,118,338,148,143,178,654,208,79,238,213,268,87,298,369
29,187,59,195,89,96,119,188,149,75,179,321,209,194,239,193,269,65,299,197
30,49,60,53,90,498,120,246,150,239,180,307,210,300,240,71,270,58,300,190
Centre:,153005,SARASWATI,VIDYA,"MANDIR,",SRINAGAR,ROAD,BAGHMARA,"PURNEA,","PURNEA,",BIHAR,NEET,(UG),2024,Page,No.,2,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,175,331,317,361,137,391,110,421,175,451,442,,,,,,,,
302,40,332,208,362,153,392,360,422,75,452,292,,,,,,,,
303,109,333,81,363,78,393,1,423,131,453,100,,,,,,,,
304,66,334,424,364,65,394,289,424,92,454,80,,,,,,,,
305,365,335,96,365,45,395,17,425,56,455,84,,,,,,,,
306,192,336,394,366,-35,396,25,426,187,456,16,,,,,,,,
307,316,337,66,367,520,397,248,427,26,457,145,,,,,,,,
308,213,338,101,368,109,398,109,428,135,458,440,,,,,,,,
309,77,339,161,369,130,399,463,429,472,459,60,,,,,,,,
310,115,340,116,370,259,400,141,430,497,460,60,,,,,,,,
311,543,341,140,371,218,401,10,431,234,461,402,,,,,,,,
312,133,342,221,372,312,402,309,432,20,462,549,,,,,,,,
313,150,343,47,373,118,403,22,433,145,463,35,,,,,,,,
314,66,344,540,374,279,404,139,434,308,464,211,,,,,,,,
315,576,345,65,375,624,405,173,435,158,465,20,,,,,,,,
316,334,346,190,376,449,406,49,436,110,466,371,,,,,,,,
317,130,347,63,377,387,407,194,437,45,,,,,,,,,,
318,38,348,63,378,600,408,79,438,90,,,,,,,,,,
319,492,349,495,379,393,409,112,439,50,,,,,,,,,,
320,149,350,535,380,407,410,107,440,56,,,,,,,,,,
321,213,351,165,381,71,411,71,441,11,,,,,,,,,,
322,110,352,121,382,21,412,141,442,80,,,,,,,,,,
323,256,353,335,383,114,413,146,443,604,,,,,,,,,,
324,6,354,118,384,143,414,403,444,190,,,,,,,,,,
325,249,355,61,385,415,415,35,445,420,,,,,,,,,,
326,45,356,80,386,98,416,114,446,350,,,,,,,,,,
327,97,357,73,387,108,417,82,447,134,,,,,,,,,,
328,150,358,88,388,122,418,182,448,89,,,,,,,,,,
329,554,359,100,389,81,419,120,449,192,,,,,,,,,,
330,121,360,197,390,147,420,76,450,100,,,,,,,,,,
