0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,185,31,206,61,156,91,123,121,589,151,230,181,501,211,145,241,95,271,60,
2,64,32,85,62,102,92,45,122,220,152,581,182,85,212,210,242,105,272,302,
3,49,33,85,63,224,93,518,123,116,153,391,183,308,213,124,243,267,273,115,
4,136,34,155,64,156,94,222,124,420,154,109,184,359,214,645,244,636,274,129,
5,377,35,174,65,623,95,592,125,134,155,63,185,86,215,282,245,185,275,412,
6,334,36,28,66,125,96,232,126,143,156,123,186,157,216,145,246,279,276,139,
7,438,37,264,67,320,97,89,127,566,157,262,187,148,217,121,247,642,277,98,
8,71,38,247,68,446,98,463,128,409,158,468,188,166,218,281,248,186,278,347,
9,145,39,172,69,101,99,208,129,290,159,120,189,148,219,54,249,344,279,676,
10,91,40,662,70,486,100,130,130,331,160,514,190,143,220,198,250,339,280,249,
11,167,41,226,71,381,101,180,131,263,161,528,191,-36,221,103,251,361,281,30,
12,73,42,277,72,682,102,502,132,180,162,227,192,161,222,364,252,544,282,194,
13,111,43,278,73,172,103,195,133,155,163,217,193,205,223,389,253,451,283,183,
14,623,44,168,74,445,104,147,134,15,164,165,194,140,224,97,254,117,284,530,
15,457,45,121,75,128,105,254,135,140,165,554,195,316,225,480,255,140,285,201,
16,119,46,75,76,103,106,374,136,108,166,145,196,35,226,422,256,224,286,64,
17,234,47,509,77,53,107,517,137,198,167,423,197,219,227,161,257,91,287,130,
18,359,48,405,78,374,108,407,138,102,168,243,198,282,228,82,258,206,288,324,
19,83,49,75,79,199,109,398,139,201,169,404,199,473,229,219,259,446,289,258,
20,90,50,464,80,419,110,224,140,165,170,262,200,348,230,345,260,306,290,216,
21,220,51,584,81,185,111,123,141,296,171,627,201,152,231,267,261,114,291,230,
22,120,52,58,82,446,112,238,142,64,172,222,202,76,232,153,262,62,292,193,
23,169,53,35,83,465,113,429,143,210,173,141,203,32,233,145,263,211,293,64,
24,404,54,285,84,407,114,223,144,467,174,110,204,142,234,57,264,40,294,82,
25,167,55,527,85,226,115,356,145,284,175,192,205,128,235,281,265,122,295,90,
26,86,56,247,86,620,116,263,146,95,176,71,206,102,236,345,266,177,296,488,
27,374,57,464,87,102,117,51,147,400,177,530,207,355,237,105,267,317,297,106,
28,135,58,190,88,334,118,98,148,111,178,142,208,90,238,99,268,66,298,146,
29,289,59,129,89,26,119,612,149,90,179,614,209,104,239,358,269,210,299,288,
30,304,60,416,90,90,120,464,150,83,180,94,210,220,240,204,270,117,300,311,
Centre:,390101,MAHARAJA,AGRASEN,PUBLIC,"SCHOOL,",AGARASEN,CIRCLE,",NEAR",JLN,MEDICAL,COLLEGE,"AJMER,","AJMER,",RAJASTHAN,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,346,331,234,361,339,391,355,421,73,451,220,481,121,,,,,,,
302,232,332,58,362,319,392,239,422,150,452,234,482,243,,,,,,,
303,105,333,155,363,683,393,87,423,135,453,281,483,176,,,,,,,
304,592,334,41,364,526,394,190,424,92,454,439,484,45,,,,,,,
305,81,335,593,365,114,395,250,425,141,455,92,485,60,,,,,,,
306,501,336,44,366,243,396,159,426,349,456,425,486,546,,,,,,,
307,51,337,68,367,273,397,377,427,145,457,365,487,221,,,,,,,
308,250,338,552,368,127,398,413,428,167,458,174,488,441,,,,,,,
309,67,339,148,369,266,399,184,429,661,459,235,489,184,,,,,,,
310,138,340,260,370,584,400,339,430,405,460,584,490,181,,,,,,,
311,41,341,387,371,369,401,107,431,479,461,655,491,397,,,,,,,
312,61,342,56,372,291,402,227,432,270,462,410,492,168,,,,,,,
313,211,343,249,373,55,403,111,433,436,463,570,493,593,,,,,,,
314,91,344,113,374,205,404,97,434,594,464,126,494,60,,,,,,,
315,54,345,500,375,384,405,144,435,336,465,90,,,,,,,,,
316,147,346,114,376,105,406,563,436,105,466,180,,,,,,,,,
317,203,347,385,377,21,407,172,437,278,467,539,,,,,,,,,
318,348,348,234,378,201,408,56,438,110,468,57,,,,,,,,,
319,332,349,76,379,330,409,650,439,230,469,167,,,,,,,,,
320,9,350,145,380,274,410,415,440,219,470,664,,,,,,,,,
321,267,351,365,381,119,411,66,441,325,471,184,,,,,,,,,
322,168,352,147,382,136,412,30,442,138,472,251,,,,,,,,,
323,89,353,208,383,367,413,74,443,107,473,51,,,,,,,,,
324,379,354,231,384,301,414,286,444,65,474,125,,,,,,,,,
325,153,355,221,385,134,415,331,445,705,475,291,,,,,,,,,
326,197,356,81,386,218,416,539,446,73,476,424,,,,,,,,,
327,323,357,440,387,142,417,157,447,529,477,198,,,,,,,,,
328,343,358,585,388,117,418,136,448,227,478,69,,,,,,,,,
329,297,359,61,389,79,419,79,449,95,479,97,,,,,,,,,
330,188,360,85,390,136,420,90,450,148,480,593,,,,,,,,,
