0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,110,31,119,61,260,91,112,121,296,151,125
2,82,32,199,62,95,92,101,122,122,152,53
3,146,33,33,63,260,93,78,123,184,153,105
4,215,34,217,64,430,94,127,124,326,154,85
5,94,35,191,65,116,95,124,125,73,155,191
6,226,36,97,66,76,96,314,126,120,156,256
7,208,37,84,67,535,97,437,127,161,157,95
8,72,38,398,68,429,98,598,128,285,158,621
9,112,39,84,69,80,99,122,129,107,159,314
10,295,40,375,70,459,100,131,130,474,160,212
11,73,41,167,71,607,101,123,131,246,161,132
12,271,42,253,72,42,102,150,132,360,162,231
13,97,43,64,73,141,103,539,133,121,163,100
14,279,44,116,74,175,104,82,134,133,164,60
15,381,45,317,75,265,105,53,135,34,,
16,66,46,235,76,574,106,189,136,151,,
17,1,47,252,77,112,107,116,137,222,,
18,156,48,35,78,161,108,110,138,68,,
19,586,49,620,79,555,109,289,139,547,,
20,264,50,67,80,79,110,254,140,269,,
21,102,51,71,81,285,111,370,141,205,,
22,82,52,156,82,551,112,507,142,15,,
23,50,53,197,83,129,113,72,143,342,,
24,68,54,132,84,501,114,213,144,181,,
25,144,55,82,85,43,115,75,145,602,,
26,-9,56,397,86,145,116,275,146,98,,
27,121,57,71,87,277,117,289,147,139,,
28,80,58,84,88,197,118,292,148,159,,
29,57,59,332,89,121,119,5,149,164,,
30,197,60,340,90,140,120,108,150,348,,
