0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,75,31,344,61,307,91,129,121,44,151,264,181,171,211,146,241,24,271,120,,,
2,291,32,211,62,75,92,334,122,87,152,59,182,226,212,75,242,17,272,192,,,
3,102,33,158,63,205,93,30,123,123,153,46,183,169,213,82,243,46,273,352,,,
4,326,34,73,64,72,94,61,124,277,154,147,184,361,214,136,244,71,274,55,,,
5,100,35,71,65,227,95,178,125,127,155,20,185,185,215,94,245,40,275,107,,,
6,88,36,537,66,275,96,60,126,387,156,97,186,208,216,74,246,32,276,27,,,
7,103,37,50,67,196,97,124,127,226,157,276,187,137,217,185,247,236,277,41,,,
8,113,38,437,68,64,98,348,128,202,158,110,188,338,218,136,248,107,278,338,,,
9,177,39,145,69,249,99,65,129,593,159,70,189,131,219,177,249,276,279,111,,,
10,53,40,236,70,127,100,121,130,174,160,360,190,298,220,202,250,232,280,278,,,
11,195,41,58,71,112,101,40,131,52,161,357,191,85,221,134,251,106,281,593,,,
12,492,42,333,72,50,102,50,132,84,162,60,192,139,222,76,252,30,282,396,,,
13,331,43,120,73,116,103,202,133,132,163,667,193,433,223,69,253,216,283,68,,,
14,407,44,62,74,316,104,463,134,135,164,85,194,95,224,45,254,105,284,284,,,
15,389,45,184,75,40,105,254,135,265,165,274,195,10,225,472,255,97,285,92,,,
16,409,46,362,76,176,106,1,136,180,166,402,196,77,226,138,256,65,286,355,,,
17,485,47,90,77,184,107,182,137,285,167,248,197,183,227,398,257,31,287,610,,,
18,153,48,55,78,157,108,127,138,490,168,146,198,147,228,69,258,99,288,97,,,
19,502,49,550,79,256,109,17,139,376,169,248,199,579,229,95,259,97,289,51,,,
20,225,50,275,80,30,110,52,140,293,170,559,200,90,230,595,260,497,290,145,,,
21,35,51,76,81,225,111,114,141,137,171,80,201,15,231,141,261,158,291,104,,,
22,341,52,356,82,561,112,305,142,465,172,642,202,262,232,102,262,90,292,365,,,
23,283,53,309,83,76,113,520,143,471,173,78,203,265,233,102,263,72,293,23,,,
24,410,54,111,84,414,114,94,144,155,174,624,204,146,234,70,264,116,294,98,,,
25,323,55,448,85,110,115,-2,145,262,175,250,205,82,235,105,265,29,295,264,,,
26,36,56,88,86,155,116,66,146,251,176,11,206,395,236,73,266,270,296,210,,,
27,94,57,145,87,515,117,99,147,279,177,125,207,81,237,69,267,35,297,178,,,
28,27,58,129,88,35,118,201,148,141,178,111,208,180,238,523,268,72,298,26,,,
29,455,59,215,89,168,119,260,149,100,179,514,209,81,239,54,269,635,299,80,,,
30,80,60,60,90,170,120,242,150,149,180,192,210,74,240,248,270,195,300,211,,,
Centre:,300401,HITKARNI,COLLEGE,OF,ENGINEERING,&,"TECHNOLOGY,",HITKARINI,HILLS,DUMNA,AIRPORT,ROAD,"JABALPUR,","JABALPUR,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,180,331,120,361,299,391,93,421,307,451,60,481,283,511,54,541,35,571,150,,,
302,223,332,232,362,50,392,491,422,537,452,107,482,246,512,96,542,472,572,493,,,
303,156,333,40,363,19,393,184,423,207,453,100,483,175,513,165,543,142,573,16,,,
304,148,334,157,364,85,394,282,424,208,454,259,484,167,514,138,544,18,574,138,,,
305,146,335,72,365,88,395,35,425,81,455,46,485,83,515,70,545,473,575,220,,,
306,128,336,407,366,350,396,40,426,302,456,195,486,142,516,488,546,207,576,215,,,
307,70,337,9,367,157,397,407,427,75,457,338,487,60,517,74,547,46,577,309,,,
308,191,338,41,368,317,398,299,428,213,458,221,488,107,518,397,548,434,578,273,,,
309,59,339,222,369,191,399,144,429,594,459,113,489,383,519,108,549,44,579,78,,,
310,91,340,191,370,47,400,154,430,80,460,298,490,74,520,142,550,66,580,144,,,
311,147,341,255,371,86,401,208,431,318,461,45,491,275,521,152,551,127,581,170,,,
312,297,342,205,372,145,402,195,432,95,462,119,492,403,522,165,552,42,582,274,,,
313,235,343,296,373,62,403,187,433,116,463,62,493,42,523,141,553,126,583,125,,,
314,174,344,506,374,211,404,220,434,315,464,28,494,233,524,188,554,229,584,31,,,
315,67,345,345,375,130,405,406,435,287,465,436,495,245,525,94,555,633,585,74,,,
316,57,346,43,376,56,406,191,436,92,466,303,496,254,526,202,556,477,586,72,,,
317,585,347,588,377,152,407,434,437,361,467,220,497,494,527,25,557,5,587,82,,,
318,98,348,134,378,687,408,35,438,73,468,335,498,212,528,174,558,162,588,80,,,
319,36,349,115,379,364,409,502,439,294,469,88,499,87,529,172,559,75,589,75,,,
320,73,350,50,380,166,410,111,440,56,470,59,500,310,530,269,560,489,590,151,,,
