0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,165,31,211,61,71,91,269,121,95,151,572,181,62,211,142,241,266,271,202
2,125,32,290,62,271,92,124,122,322,152,144,182,248,212,100,242,168,272,255
3,379,33,80,63,113,93,165,123,244,153,171,183,217,213,52,243,84,273,30
4,123,34,114,64,141,94,256,124,60,154,404,184,70,214,413,244,83,274,411
5,171,35,223,65,504,95,58,125,353,155,496,185,61,215,244,245,66,275,130
6,238,36,332,66,198,96,390,126,43,156,155,186,218,216,90,246,538,276,463
7,183,37,46,67,261,97,544,127,378,157,324,187,376,217,52,247,350,277,312
8,252,38,508,68,56,98,256,128,292,158,117,188,209,218,202,248,135,278,80
9,440,39,81,69,420,99,255,129,4,159,156,189,75,219,142,249,175,279,143
10,315,40,110,70,131,100,291,130,518,160,146,190,258,220,200,250,106,280,350
11,89,41,90,71,309,101,194,131,239,161,219,191,139,221,97,251,258,281,170
12,351,42,63,72,535,102,109,132,110,162,119,192,35,222,229,252,295,282,580
13,444,43,94,73,71,103,199,133,14,163,18,193,50,223,255,253,423,283,115
14,53,44,73,74,118,104,279,134,121,164,88,194,58,224,95,254,354,284,195
15,237,45,101,75,120,105,123,135,705,165,202,195,232,225,161,255,291,285,160
16,187,46,112,76,581,106,106,136,38,166,56,196,165,226,181,256,180,286,517
17,56,47,152,77,76,107,227,137,51,167,127,197,289,227,505,257,150,287,130
18,227,48,20,78,324,108,188,138,45,168,144,198,287,228,156,258,165,288,162
19,79,49,155,79,61,109,89,139,-7,169,370,199,100,229,107,259,85,289,131
20,115,50,100,80,308,110,43,140,471,170,40,200,115,230,105,260,85,290,92
21,60,51,70,81,272,111,45,141,110,171,131,201,117,231,337,261,132,291,87
22,84,52,66,82,176,112,184,142,65,172,280,202,97,232,282,262,152,292,320
23,423,53,56,83,37,113,331,143,70,173,108,203,370,233,106,263,323,293,648
24,146,54,95,84,63,114,578,144,37,174,107,204,453,234,131,264,104,294,231
25,25,55,103,85,170,115,628,145,430,175,418,205,130,235,314,265,133,295,54
26,201,56,85,86,125,116,255,146,326,176,111,206,143,236,116,266,412,296,225
27,192,57,121,87,65,117,367,147,95,177,152,207,165,237,89,267,112,297,111
28,635,58,120,88,115,118,296,148,68,178,126,208,91,238,50,268,192,298,72
29,135,59,89,89,239,119,613,149,164,179,165,209,85,239,170,269,39,299,113
30,20,60,53,90,128,120,56,150,236,180,172,210,476,240,156,270,33,300,131
Centre:,272908,MARUTHI,PUBLIC,"SCHOOL,",ABHAYAPURI,MELEKOTE,"TUMKUR,","TUMAKURU,",KARNATAKA,NEET,(UG),2024,Page,No.,2,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
301,127,331,192,,,,,,,,,,,,,,,,
302,44,332,103,,,,,,,,,,,,,,,,
303,391,333,101,,,,,,,,,,,,,,,,
304,345,334,657,,,,,,,,,,,,,,,,
305,373,335,79,,,,,,,,,,,,,,,,
306,139,336,41,,,,,,,,,,,,,,,,
307,210,337,172,,,,,,,,,,,,,,,,
308,142,338,45,,,,,,,,,,,,,,,,
309,97,339,127,,,,,,,,,,,,,,,,
310,110,340,434,,,,,,,,,,,,,,,,
311,322,341,75,,,,,,,,,,,,,,,,
312,154,342,236,,,,,,,,,,,,,,,,
313,136,343,65,,,,,,,,,,,,,,,,
314,230,344,137,,,,,,,,,,,,,,,,
315,147,345,133,,,,,,,,,,,,,,,,
316,265,346,332,,,,,,,,,,,,,,,,
317,180,347,613,,,,,,,,,,,,,,,,
318,416,348,-1,,,,,,,,,,,,,,,,
319,73,349,397,,,,,,,,,,,,,,,,
320,104,,,,,,,,,,,,,,,,,,
321,358,,,,,,,,,,,,,,,,,,
322,280,,,,,,,,,,,,,,,,,,
323,217,,,,,,,,,,,,,,,,,,
324,204,,,,,,,,,,,,,,,,,,
325,122,,,,,,,,,,,,,,,,,,
326,329,,,,,,,,,,,,,,,,,,
327,203,,,,,,,,,,,,,,,,,,
328,45,,,,,,,,,,,,,,,,,,
329,107,,,,,,,,,,,,,,,,,,
330,146,,,,,,,,,,,,,,,,,,
