0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,50,31,100,61,258,91,247,121,118,151,31,181,394,211,54,241,52
2,0,32,82,62,543,92,121,122,364,152,141,182,555,212,159,242,660
3,64,33,70,63,194,93,60,123,587,153,74,183,10,213,133,243,577
4,60,34,528,64,20,94,559,124,152,154,301,184,140,214,462,244,444
5,240,35,650,65,616,95,91,125,489,155,50,185,695,215,133,245,498
6,120,36,63,66,489,96,149,126,151,156,135,186,444,216,35,246,351
7,219,37,591,67,160,97,183,127,34,157,549,187,58,217,125,247,461
8,137,38,134,68,116,98,192,128,240,158,61,188,390,218,55,248,140
9,497,39,542,69,47,99,564,129,154,159,63,189,69,219,176,249,442
10,369,40,185,70,260,100,125,130,54,160,444,190,59,220,287,250,157
11,72,41,248,71,116,101,84,131,88,161,599,191,35,221,407,251,172
12,23,42,431,72,88,102,547,132,340,162,67,192,319,222,568,252,391
13,603,43,32,73,406,103,24,133,290,163,215,193,305,223,163,253,189
14,285,44,136,74,55,104,232,134,153,164,67,194,401,224,390,254,600
15,130,45,166,75,47,105,162,135,349,165,110,195,501,225,429,255,136
16,461,46,117,76,161,106,60,136,213,166,330,196,125,226,172,256,230
17,37,47,9,77,158,107,65,137,338,167,120,197,111,227,172,257,117
18,280,48,313,78,100,108,535,138,149,168,387,198,150,228,399,,
19,155,49,160,79,219,109,366,139,95,169,184,199,533,229,423,,
20,409,50,49,80,97,110,80,140,445,170,89,200,246,230,155,,
21,295,51,65,81,79,111,221,141,95,171,95,201,360,231,344,,
22,154,52,221,82,56,112,420,142,568,172,557,202,73,232,684,,
23,58,53,115,83,665,113,115,143,112,173,523,203,114,233,101,,
24,88,54,290,84,147,114,159,144,103,174,61,204,120,234,180,,
25,82,55,71,85,135,115,174,145,95,175,594,205,186,235,21,,
26,88,56,213,86,210,116,85,146,127,176,111,206,43,236,82,,
27,633,57,136,87,249,117,0,147,74,177,499,207,80,237,107,,
28,400,58,204,88,238,118,419,148,85,178,170,208,254,238,387,,
29,88,59,125,89,205,119,46,149,140,179,317,209,137,239,125,,
30,301,60,121,90,272,120,265,150,135,180,68,210,202,240,218,,
