0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"RAJASTHAN,","JODHPUR,",RAJASTHAN,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,347,31,115,61,280,91,626,121,108,151,564,181,119,211,491
2,129,32,139,62,323,92,157,122,80,152,506,182,167,212,134
3,447,33,305,63,119,93,155,123,175,153,410,183,109,213,160
4,156,34,72,64,141,94,640,124,109,154,308,184,434,214,173
5,123,35,147,65,95,95,615,125,117,155,202,185,107,215,219
6,171,36,294,66,303,96,701,126,575,156,421,186,537,216,115
7,540,37,370,67,362,97,432,127,559,157,236,187,69,217,364
8,61,38,57,68,80,98,121,128,92,158,274,188,131,218,464
9,575,39,469,69,355,99,558,129,81,159,144,189,533,219,160
10,454,40,685,70,25,100,51,130,256,160,90,190,291,220,180
11,208,41,142,71,115,101,75,131,277,161,160,191,26,221,253
12,120,42,41,72,443,102,470,132,408,162,278,192,101,222,230
13,290,43,259,73,92,103,124,133,123,163,326,193,190,223,489
14,192,44,585,74,59,104,115,134,412,164,82,194,605,224,186
15,628,45,364,75,116,105,141,135,39,165,50,195,144,225,79
16,116,46,584,76,520,106,55,136,228,166,110,196,131,226,190
17,333,47,359,77,537,107,401,137,395,167,116,197,119,227,80
18,562,48,310,78,88,108,560,138,50,168,648,198,160,228,172
19,110,49,64,79,263,109,646,139,126,169,200,199,25,229,157
20,65,50,194,80,102,110,167,140,326,170,100,200,232,230,491
21,300,51,491,81,223,111,570,141,371,171,200,201,317,231,485
22,137,52,149,82,218,112,660,142,379,172,76,202,192,232,177
23,137,53,415,83,646,113,132,143,61,173,48,203,628,233,103
24,42,54,520,84,238,114,147,144,642,174,89,204,166,234,221
25,530,55,115,85,161,115,356,145,433,175,104,205,460,235,436
26,195,56,101,86,167,116,90,146,645,176,613,206,80,,
27,407,57,136,87,20,117,350,147,36,177,40,207,332,,
28,65,58,118,88,469,118,553,148,74,178,261,208,408,,
29,319,59,405,89,70,119,248,149,242,179,92,209,274,,
30,176,60,526,90,9,120,49,150,203,180,57,210,158,,
