0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,111,31,0,61,175,91,163,121,135,151,291,181,239,211,145,241,142,271,34,,,,
2,116,32,358,62,476,92,244,122,441,152,112,182,10,212,192,242,79,272,50,,,,
3,210,33,129,63,327,93,203,123,80,153,96,183,83,213,180,243,35,273,537,,,,
4,346,34,75,64,104,94,54,124,144,154,114,184,48,214,10,244,384,274,137,,,,
5,62,35,144,65,294,95,135,125,34,155,99,185,180,215,518,245,186,275,491,,,,
6,112,36,660,66,153,96,32,126,74,156,161,186,284,216,204,246,94,276,99,,,,
7,601,37,66,67,117,97,90,127,113,157,305,187,459,217,46,247,125,277,60,,,,
8,85,38,73,68,277,98,114,128,55,158,310,188,161,218,291,248,276,278,156,,,,
9,81,39,118,69,335,99,108,129,145,159,77,189,187,219,112,249,13,279,235,,,,
10,441,40,309,70,35,100,299,130,88,160,156,190,373,220,109,250,62,280,52,,,,
11,489,41,60,71,100,101,34,131,214,161,74,191,195,221,231,251,154,281,517,,,,
12,301,42,328,72,132,102,329,132,119,162,234,192,120,222,301,252,121,282,573,,,,
13,142,43,218,73,365,103,340,133,54,163,366,193,107,223,588,253,80,283,163,,,,
14,56,44,635,74,35,104,203,134,571,164,115,194,45,224,25,254,80,284,37,,,,
15,215,45,478,75,146,105,33,135,30,165,35,195,122,225,38,255,285,285,89,,,,
16,115,46,393,76,78,106,296,136,160,166,137,196,175,226,126,256,185,286,83,,,,
17,228,47,149,77,98,107,137,137,280,167,163,197,136,227,117,257,91,287,280,,,,
18,85,48,115,78,39,108,194,138,60,168,84,198,53,228,84,258,187,288,180,,,,
19,453,49,150,79,45,109,62,139,100,169,110,199,328,229,553,259,44,289,266,,,,
20,436,50,506,80,80,110,90,140,162,170,223,200,65,230,150,260,258,290,65,,,,
21,514,51,256,81,5,111,178,141,38,171,20,201,156,231,30,261,318,291,28,,,,
22,55,52,244,82,67,112,38,142,136,172,136,202,383,232,5,262,157,292,31,,,,
23,67,53,115,83,55,113,132,143,227,173,81,203,65,233,50,263,180,293,129,,,,
24,170,54,68,84,401,114,93,144,58,174,372,204,20,234,508,264,128,294,113,,,,
25,100,55,184,85,197,115,84,145,385,175,558,205,333,235,67,265,43,295,173,,,,
26,150,56,77,86,585,116,170,146,44,176,248,206,55,236,145,266,224,296,134,,,,
27,393,57,105,87,53,117,75,147,423,177,148,207,415,237,112,267,202,297,65,,,,
28,189,58,88,88,101,118,395,148,366,178,660,208,18,238,327,268,4,298,260,,,,
29,112,59,134,89,65,119,97,149,315,179,566,209,48,239,101,269,82,299,43,,,,
30,95,60,232,90,125,120,286,150,246,180,57,210,151,240,163,270,216,300,297,,,,
Centre:,271005,TEJAS,INTERNATIONAL,COMMERCE,AND,SCIENCE,PU,"COLLEGE,",KNOWLEDGE,CITY,"111-112,",HUBLI,BYPASS,"ROAD,","NAVANAGAR,","BAGALKOT,",KARNATAKA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
301,134,331,51,361,149,391,417,,,,,,,,,,,,,,,,
302,31,332,102,362,30,392,109,,,,,,,,,,,,,,,,
303,75,333,144,363,135,393,149,,,,,,,,,,,,,,,,
304,294,334,301,364,105,394,135,,,,,,,,,,,,,,,,
305,89,335,499,365,273,,,,,,,,,,,,,,,,,,
306,95,336,120,366,90,,,,,,,,,,,,,,,,,,
307,428,337,262,367,53,,,,,,,,,,,,,,,,,,
308,34,338,46,368,450,,,,,,,,,,,,,,,,,,
309,104,339,109,369,20,,,,,,,,,,,,,,,,,,
310,317,340,207,370,206,,,,,,,,,,,,,,,,,,
311,360,341,394,371,190,,,,,,,,,,,,,,,,,,
312,36,342,296,372,125,,,,,,,,,,,,,,,,,,
313,103,343,61,373,79,,,,,,,,,,,,,,,,,,
314,254,344,326,374,564,,,,,,,,,,,,,,,,,,
315,190,345,315,375,82,,,,,,,,,,,,,,,,,,
316,328,346,98,376,202,,,,,,,,,,,,,,,,,,
317,51,347,142,377,54,,,,,,,,,,,,,,,,,,
318,110,348,140,378,346,,,,,,,,,,,,,,,,,,
319,110,349,524,379,143,,,,,,,,,,,,,,,,,,
320,304,350,222,380,62,,,,,,,,,,,,,,,,,,
321,75,351,130,381,31,,,,,,,,,,,,,,,,,,
322,190,352,72,382,145,,,,,,,,,,,,,,,,,,
323,71,353,67,383,245,,,,,,,,,,,,,,,,,,
324,324,354,75,384,75,,,,,,,,,,,,,,,,,,
325,151,355,81,385,81,,,,,,,,,,,,,,,,,,
326,36,356,160,386,136,,,,,,,,,,,,,,,,,,
327,85,357,91,387,92,,,,,,,,,,,,,,,,,,
328,25,358,72,388,107,,,,,,,,,,,,,,,,,,
329,70,359,326,389,86,,,,,,,,,,,,,,,,,,
330,417,360,78,390,134,,,,,,,,,,,,,,,,,,
