0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NADU,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,204,31,545,61,89,91,322,121,85,151,159,181,31,211,49,241,67,271,544,,
2,146,32,169,62,431,92,171,122,215,152,281,182,608,212,250,242,278,272,15,,
3,381,33,200,63,442,93,318,123,109,153,261,183,105,213,88,243,385,273,333,,
4,464,34,351,64,559,94,89,124,146,154,309,184,343,214,309,244,632,274,62,,
5,392,35,552,65,63,95,105,125,305,155,144,185,127,215,58,245,283,275,147,,
6,383,36,272,66,281,96,208,126,318,156,186,186,287,216,258,246,43,276,129,,
7,122,37,120,67,93,97,130,127,422,157,428,187,340,217,480,247,-11,277,86,,
8,324,38,502,68,491,98,89,128,415,158,70,188,63,218,64,248,354,278,288,,
9,190,39,424,69,105,99,83,129,47,159,148,189,425,219,160,249,252,279,601,,
10,468,40,281,70,165,100,78,130,60,160,85,190,134,220,98,250,313,280,551,,
11,417,41,65,71,123,101,235,131,171,161,627,191,86,221,378,251,86,281,33,,
12,38,42,160,72,93,102,536,132,147,162,68,192,325,222,65,252,70,282,185,,
13,506,43,543,73,111,103,94,133,395,163,465,193,196,223,150,253,85,283,23,,
14,145,44,458,74,5,104,276,134,178,164,248,194,418,224,205,254,192,284,464,,
15,106,45,450,75,480,105,114,135,278,165,54,195,103,225,215,255,44,285,535,,
16,147,46,544,76,635,106,355,136,302,166,374,196,9,226,222,256,51,286,114,,
17,71,47,47,77,289,107,492,137,95,167,78,197,621,227,506,257,159,287,452,,
18,69,48,40,78,480,108,230,138,531,168,172,198,237,228,541,258,239,288,338,,
19,356,49,405,79,149,109,351,139,222,169,349,199,353,229,247,259,288,289,120,,
20,127,50,288,80,107,110,100,140,347,170,84,200,56,230,179,260,303,290,337,,
21,93,51,168,81,610,111,419,141,147,171,65,201,129,231,576,261,40,291,75,,
22,157,52,127,82,166,112,227,142,100,172,184,202,417,232,281,262,55,292,56,,
23,568,53,160,83,353,113,71,143,161,173,141,203,88,233,62,263,317,293,442,,
24,159,54,586,84,137,114,76,144,55,174,94,204,683,234,76,264,433,294,568,,
25,69,55,406,85,267,115,163,145,130,175,447,205,98,235,345,265,204,295,83,,
26,307,56,325,86,301,116,510,146,387,176,61,206,50,236,150,266,219,296,383,,
27,290,57,68,87,349,117,278,147,117,177,503,207,198,237,79,267,38,297,102,,
28,304,58,117,88,115,118,95,148,110,178,374,208,315,238,284,268,209,298,436,,
29,85,59,77,89,186,119,94,149,130,179,261,209,223,239,319,269,369,299,288,,
30,464,60,379,90,611,120,274,150,35,180,579,210,460,240,312,270,71,300,451,,
Centre:,411207,KAMALA,NIKETAN,MONTESSORI,"SCHOOL,",NO:,6,MARIS,"AVENUE,CANTONMENT",TRICHIRAPALLI,NEAR,COLLECTORS,"OFFICE,","TIRUCHIRAPPALLI,",TAMIL,NEET,(UG),2024,Page,No.,2
NADU,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
301,394,331,108,361,112,391,326,421,141,451,193,481,101,511,521,541,229,571,75,,
302,173,332,581,362,278,392,382,422,437,452,300,482,351,512,80,542,267,572,552,,
303,166,333,393,363,457,393,61,423,67,453,384,483,262,513,86,543,115,573,675,,
304,61,334,444,364,105,394,259,424,477,454,163,484,316,514,90,544,364,574,308,,
305,63,335,153,365,264,395,44,425,110,455,695,485,220,515,66,545,405,575,67,,
306,28,336,353,366,248,396,51,426,54,456,202,486,205,516,104,546,631,576,197,,
307,506,337,201,367,479,397,158,427,153,457,552,487,83,517,159,547,179,577,579,,
308,76,338,394,368,25,398,56,428,608,458,73,488,228,518,192,548,286,578,75,,
309,118,339,244,369,508,399,577,429,463,459,144,489,117,519,373,549,571,579,222,,
310,421,340,459,370,548,400,171,430,90,460,180,490,250,520,599,550,68,580,560,,
311,274,341,655,371,140,401,474,431,107,461,535,491,95,521,205,551,230,581,206,,
312,158,342,373,372,155,402,584,432,279,462,275,492,585,522,85,552,439,582,89,,
313,359,343,110,373,461,403,558,433,409,463,503,493,29,523,394,553,312,583,192,,
314,256,344,445,374,216,404,322,434,17,464,123,494,50,524,100,554,225,584,263,,
315,41,345,408,375,437,405,221,435,102,465,382,495,294,525,48,555,105,585,34,,
316,584,346,88,376,75,406,127,436,180,466,318,496,85,526,214,556,190,586,87,,
317,224,347,442,377,585,407,103,437,190,467,233,497,652,527,388,557,462,587,205,,
318,263,348,65,378,160,408,203,438,573,468,582,498,75,528,205,558,388,588,109,,
319,51,349,349,379,286,409,394,439,100,469,103,499,153,529,176,559,500,589,509,,
320,151,350,145,380,102,410,133,440,123,470,170,500,105,530,238,560,188,590,214,,
321,179,351,126,381,547,411,655,441,639,471,442,501,473,531,292,561,312,,,,
322,272,352,503,382,371,412,293,442,317,472,380,502,125,532,405,562,226,,,,
323,290,353,483,383,83,413,46,443,231,473,424,503,230,533,383,563,625,,,,
324,427,354,51,384,623,414,44,444,82,474,387,504,50,534,122,564,156,,,,
325,122,355,131,385,350,415,22,445,42,475,194,505,56,535,182,565,494,,,,
326,173,356,435,386,100,416,36,446,680,476,69,506,239,536,497,566,189,,,,
327,50,357,55,387,592,417,140,447,152,477,133,507,100,537,327,567,421,,,,
328,468,358,80,388,352,418,60,448,48,478,248,508,277,538,60,568,157,,,,
329,109,359,470,389,454,419,305,449,214,479,278,509,69,539,-10,569,540,,,,
330,181,360,548,390,285,420,265,450,541,480,306,510,414,540,532,570,126,,,,
