0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,116,31,325,61,303,91,246,121,45,151,169,181,176,211,359,241,243,271,19
2,322,32,106,62,204,92,80,122,198,152,54,182,169,212,98,242,352,272,454
3,353,33,35,63,408,93,156,123,309,153,242,183,353,213,76,243,270,273,112
4,369,34,280,64,231,94,123,124,98,154,66,184,528,214,195,244,93,274,105
5,139,35,278,65,212,95,308,125,337,155,60,185,437,215,100,245,499,275,35
6,488,36,479,66,310,96,633,126,417,156,172,186,332,216,565,246,325,276,437
7,374,37,620,67,402,97,46,127,114,157,162,187,225,217,144,247,141,277,123
8,292,38,114,68,462,98,125,128,382,158,49,188,86,218,282,248,51,278,104
9,270,39,340,69,232,99,3,129,371,159,446,189,181,219,146,249,235,279,619
10,99,40,326,70,91,100,124,130,123,160,91,190,458,220,99,250,125,280,512
11,403,41,179,71,206,101,246,131,307,161,248,191,80,221,155,251,70,281,351
12,623,42,384,72,609,102,104,132,202,162,152,192,202,222,203,252,268,282,205
13,264,43,14,73,277,103,231,133,200,163,182,193,263,223,142,253,119,283,167
14,175,44,147,74,364,104,167,134,117,164,81,194,377,224,30,254,304,284,90
15,137,45,592,75,133,105,145,135,48,165,556,195,78,225,8,255,268,285,146
16,110,46,510,76,538,106,173,136,311,166,365,196,443,226,385,256,568,286,203
17,49,47,330,77,160,107,171,137,105,167,267,197,200,227,66,257,466,287,133
18,162,48,351,78,382,108,175,138,194,168,149,198,182,228,433,258,602,288,228
19,201,49,327,79,271,109,208,139,299,169,262,199,49,229,217,259,151,289,276
20,598,50,88,80,115,110,148,140,377,170,42,200,166,230,68,260,232,290,284
21,369,51,193,81,432,111,469,141,149,171,63,201,482,231,243,261,19,291,58
22,63,52,263,82,369,112,204,142,52,172,126,202,381,232,206,262,335,292,109
23,284,53,65,83,129,113,180,143,68,173,66,203,186,233,220,263,75,293,335
24,256,54,60,84,124,114,625,144,183,174,213,204,114,234,118,264,128,294,199
25,288,55,51,85,150,115,186,145,233,175,265,205,346,235,60,265,123,295,210
26,272,56,474,86,150,116,306,146,144,176,60,206,36,236,283,266,68,296,229
27,643,57,40,87,65,117,225,147,157,177,67,207,419,237,578,267,228,297,562
28,170,58,139,88,343,118,563,148,411,178,99,208,226,238,70,268,89,298,135
29,238,59,283,89,58,119,171,149,258,179,307,209,138,239,59,269,170,299,457
30,224,60,107,90,585,120,118,150,125,180,418,210,53,240,170,270,248,300,680
Centre:,180101,LIONS,ENGLISH,"SCHOOL,",SAYLI,ROAD,"SILVASSA,","SILVASSA,",DADRA,&,NAGAR,HAVELI,(UT),NEET,(UG),2024,Page,No.,2
Srlno.,Marks,,,,,,,,,,,,,,,,,,
301,230,,,,,,,,,,,,,,,,,,
302,122,,,,,,,,,,,,,,,,,,
303,373,,,,,,,,,,,,,,,,,,
304,321,,,,,,,,,,,,,,,,,,
305,121,,,,,,,,,,,,,,,,,,
306,413,,,,,,,,,,,,,,,,,,
307,106,,,,,,,,,,,,,,,,,,
308,450,,,,,,,,,,,,,,,,,,
309,22,,,,,,,,,,,,,,,,,,
310,318,,,,,,,,,,,,,,,,,,
311,234,,,,,,,,,,,,,,,,,,
312,70,,,,,,,,,,,,,,,,,,
313,84,,,,,,,,,,,,,,,,,,
314,139,,,,,,,,,,,,,,,,,,
315,149,,,,,,,,,,,,,,,,,,
316,104,,,,,,,,,,,,,,,,,,
317,227,,,,,,,,,,,,,,,,,,
318,539,,,,,,,,,,,,,,,,,,
319,96,,,,,,,,,,,,,,,,,,
320,104,,,,,,,,,,,,,,,,,,
321,665,,,,,,,,,,,,,,,,,,
322,367,,,,,,,,,,,,,,,,,,
323,425,,,,,,,,,,,,,,,,,,
324,55,,,,,,,,,,,,,,,,,,
325,296,,,,,,,,,,,,,,,,,,
326,110,,,,,,,,,,,,,,,,,,
327,135,,,,,,,,,,,,,,,,,,
328,681,,,,,,,,,,,,,,,,,,
329,226,,,,,,,,,,,,,,,,,,
