0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,137,31,56,61,161,91,89,121,647,151,525,181,9,211,85,241,218,271,216,,,,,
2,313,32,295,62,637,92,426,122,79,152,84,182,71,212,199,242,337,272,107,,,,,
3,231,33,15,63,98,93,119,123,7,153,286,183,68,213,212,243,367,273,554,,,,,
4,177,34,310,64,112,94,399,124,93,154,473,184,70,214,138,244,141,274,216,,,,,
5,581,35,534,65,43,95,47,125,127,155,544,185,49,215,64,245,49,275,570,,,,,
6,109,36,648,66,92,96,489,126,433,156,421,186,323,216,460,246,175,276,84,,,,,
7,297,37,40,67,92,97,252,127,31,157,62,187,100,217,109,247,180,277,288,,,,,
8,133,38,194,68,473,98,77,128,443,158,75,188,45,218,75,248,302,278,142,,,,,
9,54,39,152,69,71,99,264,129,153,159,202,189,476,219,107,249,612,279,100,,,,,
10,36,40,155,70,191,100,185,130,266,160,96,190,399,220,84,250,311,280,538,,,,,
11,29,41,587,71,428,101,161,131,46,161,58,191,119,221,89,251,67,281,43,,,,,
12,220,42,291,72,38,102,34,132,343,162,69,192,311,222,52,252,38,282,78,,,,,
13,223,43,306,73,60,103,128,133,466,163,118,193,156,223,98,253,127,283,317,,,,,
14,106,44,178,74,301,104,292,134,215,164,110,194,277,224,84,254,15,284,13,,,,,
15,83,45,73,75,275,105,115,135,22,165,115,195,595,225,120,255,654,285,356,,,,,
16,90,46,381,76,580,106,468,136,408,166,394,196,315,226,235,256,392,286,154,,,,,
17,576,47,229,77,28,107,53,137,543,167,139,197,586,227,84,257,615,287,217,,,,,
18,335,48,167,78,125,108,340,138,259,168,83,198,148,228,301,258,476,288,191,,,,,
19,268,49,34,79,37,109,146,139,154,169,175,199,86,229,120,259,85,289,300,,,,,
20,322,50,7,80,486,110,134,140,135,170,444,200,87,230,258,260,118,290,374,,,,,
21,224,51,169,81,90,111,129,141,-4,171,465,201,69,231,70,261,117,291,98,,,,,
22,607,52,129,82,278,112,255,142,208,172,350,202,160,232,205,262,426,292,412,,,,,
23,161,53,146,83,420,113,209,143,443,173,365,203,524,233,125,263,150,293,247,,,,,
24,128,54,290,84,350,114,272,144,367,174,82,204,106,234,133,264,88,294,149,,,,,
25,80,55,58,85,30,115,262,145,540,175,347,205,88,235,325,265,377,295,152,,,,,
26,138,56,447,86,427,116,289,146,53,176,276,206,637,236,430,266,551,296,576,,,,,
27,351,57,334,87,138,117,320,147,427,177,160,207,264,237,181,267,165,297,36,,,,,
28,505,58,37,88,242,118,270,148,50,178,141,208,194,238,45,268,119,298,64,,,,,
29,607,59,280,89,428,119,121,149,50,179,145,209,60,239,508,269,259,299,124,,,,,
30,615,60,175,90,193,120,249,150,388,180,604,210,85,240,141,270,183,300,239,,,,,
Centre:,311208,GREEN,VALLEY,INTERNATIONAL,"SCHOOL,",BEHIND,SHRI,VIJAYLAXMI,SAW,"MILL,",NARSI,ROAD.,"KHAIRGAON,",TQ.,NAIGAON(KH),DIST.,"NANDED,","NANDED,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,40,331,170,361,89,391,554,421,14,451,184,481,375,511,309,541,206,571,695,,,,,
302,52,332,112,362,65,392,194,422,283,452,72,482,375,512,442,542,167,572,55,,,,,
303,43,333,479,363,122,393,375,423,153,453,603,483,367,513,65,543,163,573,516,,,,,
304,100,334,137,364,33,394,344,424,76,454,402,484,56,514,69,544,148,574,223,,,,,
305,74,335,60,365,-10,395,146,425,525,455,95,485,355,515,157,545,161,575,176,,,,,
306,37,336,586,366,190,396,354,426,313,456,83,486,174,516,262,546,372,576,237,,,,,
307,187,337,246,367,297,397,249,427,82,457,78,487,494,517,636,547,385,577,161,,,,,
308,161,338,154,368,419,398,130,428,623,458,176,488,157,518,359,548,49,578,163,,,,,
309,509,339,62,369,117,399,170,429,23,459,86,489,50,519,467,549,88,579,265,,,,,
310,115,340,90,370,631,400,41,430,65,460,84,490,192,520,115,550,551,580,89,,,,,
311,103,341,67,371,142,401,530,431,550,461,302,491,547,521,71,551,184,581,496,,,,,
312,71,342,2,372,177,402,115,432,322,462,160,492,492,522,539,552,572,582,155,,,,,
313,50,343,51,373,142,403,79,433,19,463,697,493,208,523,312,553,169,583,427,,,,,
314,87,344,332,374,153,404,26,434,154,464,180,494,153,524,529,554,63,584,250,,,,,
315,430,345,35,375,20,405,73,435,181,465,145,495,21,525,495,555,403,585,55,,,,,
316,90,346,65,376,238,406,120,436,285,466,71,496,149,526,135,556,672,586,413,,,,,
317,644,347,252,377,55,407,533,437,14,467,147,497,83,527,259,557,206,,,,,,,
318,130,348,483,378,333,408,133,438,286,468,100,498,367,528,55,558,595,,,,,,,
319,16,349,342,379,198,409,85,439,56,469,66,499,308,529,155,559,292,,,,,,,
320,164,350,193,380,93,410,39,440,506,470,34,500,232,530,57,560,139,,,,,,,
321,135,351,251,381,284,411,93,441,88,471,117,501,316,531,138,561,10,,,,,,,
322,263,352,180,382,690,412,198,442,83,472,294,502,53,532,317,562,66,,,,,,,
323,246,353,129,383,392,413,36,443,196,473,358,503,112,533,125,563,99,,,,,,,
324,-3,354,217,384,107,414,601,444,486,474,537,504,518,534,133,564,40,,,,,,,
325,343,355,326,385,51,415,392,445,117,475,244,505,40,535,82,565,410,,,,,,,
326,558,356,611,386,139,416,105,446,244,476,167,506,101,536,357,566,246,,,,,,,
327,3,357,347,387,292,417,349,447,79,477,340,507,225,537,122,567,103,,,,,,,
328,145,358,127,388,130,418,20,448,494,478,89,508,443,538,240,568,41,,,,,,,
329,21,359,147,389,320,419,86,449,267,479,81,509,221,539,324,569,188,,,,,,,
330,173,360,427,390,34,420,359,450,65,480,98,510,239,540,101,570,130,,,,,,,
