0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,241,31,24,61,313,91,50,121,54,151,132,181,162,211,111,241,38,271,569,
2,66,32,95,62,82,92,293,122,73,152,165,182,225,212,139,242,173,272,138,
3,149,33,547,63,316,93,360,123,567,153,137,183,54,213,420,243,402,273,193,
4,161,34,410,64,191,94,502,124,200,154,119,184,566,214,241,244,60,274,57,
5,34,35,290,65,118,95,85,125,178,155,400,185,531,215,176,245,216,275,75,
6,98,36,111,66,294,96,128,126,225,156,216,186,294,216,97,246,307,276,150,
7,263,37,275,67,-8,97,378,127,621,157,238,187,107,217,259,247,227,277,89,
8,124,38,57,68,60,98,203,128,86,158,157,188,258,218,359,248,318,278,105,
9,194,39,466,69,56,99,58,129,290,159,154,189,16,219,53,249,94,279,60,
10,153,40,182,70,100,100,130,130,235,160,93,190,217,220,318,250,470,280,166,
11,65,41,169,71,66,101,193,131,666,161,98,191,353,221,250,251,296,281,54,
12,151,42,382,72,337,102,408,132,58,162,309,192,122,222,151,252,77,282,60,
13,65,43,80,73,-10,103,50,133,170,163,105,193,180,223,311,253,73,283,628,
14,53,44,221,74,293,104,39,134,70,164,146,194,69,224,119,254,260,284,86,
15,562,45,394,75,652,105,140,135,97,165,261,195,45,225,77,255,240,285,164,
16,114,46,671,76,45,106,71,136,299,166,382,196,75,226,195,256,14,286,104,
17,142,47,156,77,160,107,97,137,215,167,92,197,73,227,581,257,45,287,405,
18,26,48,116,78,60,108,132,138,39,168,298,198,76,228,171,258,171,288,110,
19,178,49,221,79,407,109,191,139,452,169,190,199,94,229,150,259,132,289,185,
20,373,50,442,80,302,110,64,140,270,170,85,200,148,230,136,260,108,290,48,
21,108,51,72,81,145,111,380,141,111,171,128,201,284,231,335,261,198,291,35,
22,530,52,91,82,158,112,100,142,82,172,90,202,267,232,365,262,125,292,327,
23,135,53,330,83,214,113,186,143,63,173,175,203,249,233,158,263,21,293,36,
24,167,54,499,84,135,114,92,144,438,174,35,204,81,234,70,264,61,294,191,
25,671,55,641,85,149,115,245,145,80,175,109,205,227,235,225,265,143,295,212,
26,185,56,129,86,73,116,105,146,448,176,67,206,52,236,196,266,457,296,455,
27,75,57,61,87,135,117,12,147,145,177,177,207,147,237,123,267,16,297,480,
28,296,58,29,88,566,118,372,148,199,178,128,208,117,238,130,268,224,298,155,
29,259,59,287,89,38,119,115,149,675,179,191,209,201,239,479,269,-9,299,366,
30,404,60,136,90,213,120,80,150,106,180,291,210,222,240,161,270,47,300,45,
Centre:,444103,ST,PATRICK''S,"SCHOOL,",SHEETLA,"CHAUKIYA,",NEAR,SIPAH,RAILWAY,CROSSING,"JAUNPUR,","JAUNPUR,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,106,331,120,361,112,391,317,421,160,451,78,481,393,511,36,541,639,571,97,
302,242,332,115,362,221,392,226,422,89,452,323,482,87,512,-5,542,175,572,103,
303,240,333,59,363,137,393,273,423,95,453,398,483,318,513,445,543,226,573,56,
304,14,334,671,364,101,394,152,424,680,454,175,484,195,514,38,544,160,574,44,
305,233,335,388,365,573,395,255,425,55,455,119,485,87,515,478,545,232,575,52,
306,164,336,184,366,55,396,116,426,140,456,115,486,237,516,80,546,151,576,256,
307,76,337,180,367,343,397,137,427,45,457,211,487,639,517,278,547,436,577,125,
308,265,338,620,368,35,398,62,428,244,458,67,488,63,518,35,548,78,578,308,
309,56,339,267,369,230,399,257,429,67,459,618,489,60,519,459,549,215,579,95,
310,311,340,455,370,81,400,127,430,115,460,141,490,229,520,52,550,411,580,124,
311,176,341,132,371,357,401,171,431,187,461,11,491,239,521,47,551,53,581,40,
312,75,342,350,372,158,402,72,432,44,462,173,492,74,522,116,552,589,582,181,
313,32,343,98,373,36,403,150,433,204,463,60,493,35,523,78,553,498,583,146,
314,48,344,40,374,275,404,59,434,55,464,627,494,80,524,166,554,397,584,15,
315,267,345,97,375,109,405,262,435,85,465,196,495,172,525,149,555,372,585,59,
316,61,346,118,376,300,406,158,436,343,466,81,496,139,526,-15,556,25,586,227,
317,229,347,214,377,59,407,472,437,229,467,118,497,573,527,190,557,205,587,424,
318,109,348,123,378,320,408,142,438,234,468,286,498,101,528,313,558,166,588,62,
319,63,349,415,379,128,409,212,439,68,469,65,499,222,529,205,559,326,589,118,
320,122,350,122,380,131,410,209,440,70,470,80,500,175,530,126,560,107,590,194,
321,123,351,567,381,232,411,328,441,11,471,164,501,402,531,137,561,159,591,93,
322,151,352,105,382,384,412,556,442,230,472,251,502,434,532,121,562,50,592,582,
323,286,353,660,383,259,413,110,443,172,473,87,503,28,533,633,563,206,593,170,
324,141,354,231,384,585,414,62,444,95,474,60,504,97,534,577,564,64,594,140,
325,160,355,86,385,215,415,213,445,344,475,139,505,122,535,38,565,129,595,338,
326,58,356,123,386,121,416,317,446,86,476,176,506,69,536,314,566,61,596,204,
327,271,357,89,387,229,417,80,447,35,477,275,507,59,537,181,567,309,597,65,
328,180,358,45,388,82,418,220,448,234,478,371,508,174,538,563,568,225,598,306,
329,236,359,606,389,42,419,-7,449,51,479,182,509,207,539,46,569,459,599,96,
330,232,360,160,390,156,420,133,450,78,480,55,510,207,540,192,570,143,600,208,
Centre:,444103,ST,PATRICK''S,"SCHOOL,",SHEETLA,"CHAUKIYA,",NEAR,SIPAH,RAILWAY,CROSSING,"JAUNPUR,","JAUNPUR,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,
601,86,631,93,,,,,,,,,,,,,,,,,
602,123,632,131,,,,,,,,,,,,,,,,,
603,515,633,73,,,,,,,,,,,,,,,,,
604,190,634,499,,,,,,,,,,,,,,,,,
605,95,635,56,,,,,,,,,,,,,,,,,
606,75,636,424,,,,,,,,,,,,,,,,,
607,117,,,,,,,,,,,,,,,,,,,
608,133,,,,,,,,,,,,,,,,,,,
609,73,,,,,,,,,,,,,,,,,,,
610,660,,,,,,,,,,,,,,,,,,,
611,116,,,,,,,,,,,,,,,,,,,
612,229,,,,,,,,,,,,,,,,,,,
613,293,,,,,,,,,,,,,,,,,,,
614,401,,,,,,,,,,,,,,,,,,,
615,353,,,,,,,,,,,,,,,,,,,
616,139,,,,,,,,,,,,,,,,,,,
617,130,,,,,,,,,,,,,,,,,,,
618,276,,,,,,,,,,,,,,,,,,,
619,183,,,,,,,,,,,,,,,,,,,
620,16,,,,,,,,,,,,,,,,,,,
621,550,,,,,,,,,,,,,,,,,,,
622,178,,,,,,,,,,,,,,,,,,,
623,292,,,,,,,,,,,,,,,,,,,
624,208,,,,,,,,,,,,,,,,,,,
625,680,,,,,,,,,,,,,,,,,,,
626,187,,,,,,,,,,,,,,,,,,,
627,291,,,,,,,,,,,,,,,,,,,
628,242,,,,,,,,,,,,,,,,,,,
629,120,,,,,,,,,,,,,,,,,,,
630,58,,,,,,,,,,,,,,,,,,,
