0,1,2,3,4,5,6,7,8,9,10,11
SIKKIM,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,347,31,97,61,100,91,138,121,238,151,99
2,70,32,97,62,118,92,119,122,91,152,321
3,421,33,431,63,369,93,335,123,253,153,431
4,285,34,83,64,200,94,93,124,134,154,57
5,282,35,88,65,129,95,336,125,130,155,256
6,97,36,581,66,103,96,230,126,63,156,99
7,45,37,420,67,413,97,231,127,224,,
8,242,38,349,68,95,98,99,128,309,,
9,287,39,277,69,339,99,183,129,100,,
10,150,40,320,70,197,100,483,130,193,,
11,277,41,139,71,254,101,100,131,183,,
12,53,42,240,72,89,102,86,132,122,,
13,140,43,316,73,130,103,201,133,101,,
14,167,44,290,74,364,104,151,134,56,,
15,133,45,364,75,120,105,164,135,130,,
16,29,46,50,76,124,106,138,136,505,,
17,416,47,598,77,126,107,100,137,94,,
18,170,48,101,78,162,108,149,138,103,,
19,110,49,293,79,142,109,200,139,161,,
20,66,50,96,80,202,110,187,140,108,,
21,165,51,84,81,51,111,130,141,70,,
22,287,52,81,82,111,112,109,142,228,,
23,311,53,200,83,368,113,100,143,87,,
24,70,54,386,84,136,114,174,144,155,,
25,433,55,526,85,302,115,122,145,90,,
26,361,56,64,86,367,116,295,146,96,,
27,429,57,345,87,437,117,81,147,171,,
28,431,58,99,88,281,118,219,148,53,,
29,261,59,132,89,328,119,280,149,392,,
30,192,60,407,90,340,120,458,150,159,,
