0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,172,31,535,61,41,91,85,121,231,151,56,181,210,211,81,241,164,271,95,,,,,,
2,166,32,108,62,40,92,138,122,446,152,148,182,143,212,258,242,55,272,247,,,,,,
3,112,33,312,63,75,93,113,123,126,153,96,183,52,213,529,243,498,273,201,,,,,,
4,30,34,371,64,23,94,488,124,130,154,224,184,31,214,378,244,172,274,76,,,,,,
5,262,35,630,65,147,95,354,125,64,155,434,185,559,215,64,245,516,275,331,,,,,,
6,314,36,124,66,58,96,381,126,276,156,637,186,148,216,363,246,285,276,174,,,,,,
7,221,37,167,67,148,97,347,127,279,157,257,187,166,217,83,247,46,277,516,,,,,,
8,126,38,546,68,240,98,614,128,262,158,91,188,93,218,71,248,141,278,318,,,,,,
9,99,39,414,69,105,99,48,129,59,159,276,189,266,219,335,249,251,279,240,,,,,,
10,118,40,198,70,162,100,67,130,420,160,144,190,91,220,111,250,353,280,109,,,,,,
11,140,41,267,71,638,101,260,131,231,161,602,191,13,221,338,251,268,281,21,,,,,,
12,243,42,49,72,253,102,291,132,152,162,232,192,128,222,531,252,150,282,252,,,,,,
13,329,43,61,73,90,103,0,133,97,163,85,193,458,223,188,253,479,283,99,,,,,,
14,473,44,347,74,107,104,203,134,158,164,261,194,332,224,162,254,204,284,141,,,,,,
15,617,45,85,75,52,105,545,135,126,165,52,195,121,225,378,255,33,285,302,,,,,,
16,72,46,157,76,110,106,55,136,3,166,142,196,334,226,248,256,24,286,284,,,,,,
17,105,47,133,77,76,107,70,137,517,167,393,197,41,227,352,257,239,287,70,,,,,,
18,209,48,55,78,268,108,449,138,27,168,200,198,199,228,10,258,467,288,270,,,,,,
19,297,49,420,79,280,109,150,139,148,169,458,199,373,229,438,259,128,289,140,,,,,,
20,301,50,143,80,498,110,470,140,187,170,60,200,415,230,563,260,448,290,474,,,,,,
21,418,51,557,81,226,111,66,141,685,171,360,201,501,231,143,261,231,291,105,,,,,,
22,327,52,164,82,426,112,65,142,56,172,416,202,95,232,77,262,155,292,299,,,,,,
23,470,53,95,83,221,113,275,143,223,173,84,203,346,233,88,263,202,293,316,,,,,,
24,71,54,103,84,124,114,83,144,519,174,550,204,259,234,186,264,505,294,64,,,,,,
25,286,55,95,85,224,115,144,145,103,175,259,205,38,235,30,265,643,295,572,,,,,,
26,92,56,148,86,193,116,78,146,681,176,124,206,372,236,271,266,362,296,162,,,,,,
27,235,57,347,87,259,117,90,147,88,177,284,207,73,237,287,267,198,297,516,,,,,,
28,40,58,365,88,450,118,271,148,60,178,485,208,375,238,147,268,257,298,102,,,,,,
29,129,59,10,89,89,119,274,149,351,179,554,209,62,239,125,269,148,299,47,,,,,,
30,279,60,66,90,39,120,206,150,72,180,220,210,333,240,518,270,37,300,298,,,,,,
Centre:,441104,SUNBEAM,SCHOOL,VARUNA,JAIL,RD,VARANASI,"UP,",SUNBEAM,SCHOOL,VARUNA,CENTRAL,JAIL,ROAD,SIKRAUL,VARANASI,UTTAR,"PRADESH,","VARANASI,",NEET,(UG),2024,Page,No.,2
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,259,331,153,361,324,391,459,421,145,451,553,481,86,511,107,541,259,571,50,,,,,,
302,145,332,483,362,187,392,169,422,320,452,493,482,19,512,411,542,177,572,47,,,,,,
303,355,333,416,363,108,393,6,423,42,453,152,483,148,513,65,543,262,573,67,,,,,,
304,148,334,228,364,424,394,517,424,195,454,231,484,190,514,81,544,89,574,275,,,,,,
305,105,335,277,365,57,395,161,425,552,455,106,485,74,515,61,545,527,575,247,,,,,,
306,473,336,267,366,165,396,336,426,43,456,173,486,21,516,418,546,239,576,279,,,,,,
307,229,337,236,367,412,397,21,427,116,457,636,487,275,517,75,547,301,577,233,,,,,,
308,219,338,386,368,568,398,554,428,388,458,631,488,282,518,81,548,65,578,669,,,,,,
309,99,339,157,369,165,399,231,429,591,459,195,489,66,519,295,549,120,579,166,,,,,,
310,160,340,85,370,47,400,130,430,64,460,152,490,430,520,87,550,355,580,263,,,,,,
311,372,341,261,371,71,401,87,431,141,461,213,491,220,521,635,551,185,581,104,,,,,,
312,281,342,138,372,83,402,303,432,163,462,174,492,125,522,144,552,33,582,311,,,,,,
313,568,343,347,373,510,403,327,433,341,463,186,493,505,523,274,553,409,583,39,,,,,,
314,76,344,119,374,454,404,82,434,98,464,220,494,360,524,183,554,48,584,148,,,,,,
315,62,345,117,375,265,405,539,435,96,465,202,495,230,525,73,555,77,585,401,,,,,,
316,282,346,42,376,183,406,111,436,178,466,71,496,229,526,105,556,48,586,156,,,,,,
317,33,347,68,377,219,407,167,437,97,467,342,497,183,527,145,557,235,587,340,,,,,,
318,288,348,143,378,79,408,646,438,570,468,195,498,591,528,692,558,128,588,605,,,,,,
319,94,349,626,379,237,409,203,439,62,469,66,499,305,529,153,559,145,589,385,,,,,,
320,25,350,319,380,287,410,153,440,255,470,126,500,534,530,92,560,85,590,212,,,,,,
321,27,351,83,381,148,411,109,441,310,471,267,501,257,531,149,561,98,591,334,,,,,,
322,405,352,148,382,140,412,205,442,139,472,184,502,120,532,192,562,116,592,80,,,,,,
323,155,353,142,383,344,413,90,443,94,473,56,503,53,533,401,563,522,593,155,,,,,,
324,122,354,89,384,79,414,149,444,376,474,66,504,74,534,690,564,581,594,368,,,,,,
325,196,355,405,385,254,415,172,445,245,475,122,505,125,535,575,565,437,595,160,,,,,,
326,120,356,90,386,560,416,121,446,279,476,327,506,355,536,76,566,155,596,147,,,,,,
327,294,357,114,387,95,417,115,447,350,477,44,507,369,537,259,567,90,597,97,,,,,,
328,129,358,412,388,85,418,614,448,267,478,98,508,140,538,116,568,99,598,528,,,,,,
329,321,359,107,389,140,419,189,449,37,479,239,509,632,539,235,569,627,599,591,,,,,,
330,55,360,193,390,186,420,106,450,165,480,396,510,423,540,225,570,356,600,-15,,,,,,
Centre:,441104,SUNBEAM,SCHOOL,VARUNA,JAIL,RD,VARANASI,"UP,",SUNBEAM,SCHOOL,VARUNA,CENTRAL,JAIL,ROAD,SIKRAUL,VARANASI,UTTAR,"PRADESH,","VARANASI,",NEET,(UG),2024,Page,No.,3
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
601,122,631,310,661,350,691,153,721,111,751,196,781,86,811,132,841,81,871,160,,,,,,
602,132,632,188,662,43,692,113,722,113,752,509,782,210,812,405,842,64,872,333,,,,,,
603,576,633,258,663,256,693,2,723,30,753,45,783,69,813,79,843,227,873,215,,,,,,
604,285,634,285,664,387,694,131,724,107,754,490,784,392,814,92,844,311,874,93,,,,,,
605,632,635,49,665,634,695,358,725,161,755,157,785,171,815,28,845,280,875,83,,,,,,
606,123,636,64,666,85,696,466,726,387,756,323,786,70,816,269,846,258,876,475,,,,,,
607,255,637,347,667,287,697,155,727,201,757,308,787,83,817,314,847,113,877,89,,,,,,
608,574,638,535,668,526,698,137,728,290,758,101,788,111,818,458,848,243,878,218,,,,,,
609,105,639,133,669,258,699,110,729,99,759,34,789,270,819,96,849,45,879,113,,,,,,
610,233,640,195,670,69,700,187,730,137,760,554,790,323,820,68,850,184,880,180,,,,,,
611,42,641,251,671,261,701,90,731,121,761,522,791,262,821,642,851,56,881,97,,,,,,
612,211,642,197,672,406,702,68,732,370,762,113,792,435,822,304,852,139,882,112,,,,,,
613,94,643,314,673,302,703,216,733,117,763,379,793,122,823,89,853,543,883,110,,,,,,
614,56,644,104,674,137,704,611,734,160,764,261,794,196,824,223,854,415,884,157,,,,,,
615,468,645,186,675,76,705,159,735,30,765,424,795,323,825,314,855,122,885,193,,,,,,
616,156,646,221,676,296,706,627,736,289,766,300,796,134,826,125,856,213,886,87,,,,,,
617,123,647,130,677,295,707,90,737,55,767,89,797,47,827,212,857,440,887,543,,,,,,
618,105,648,546,678,231,708,85,738,89,768,156,798,637,828,618,858,622,888,71,,,,,,
619,615,649,100,679,183,709,317,739,255,769,78,799,142,829,93,859,248,889,118,,,,,,
620,111,650,117,680,84,710,221,740,182,770,45,800,612,830,364,860,101,890,282,,,,,,
621,364,651,617,681,25,711,131,741,207,771,458,801,351,831,80,861,254,891,101,,,,,,
622,88,652,194,682,603,712,347,742,673,772,200,802,527,832,571,862,151,892,467,,,,,,
