0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,69,31,16,61,50,91,113,121,38,151,115,181,6
2,63,32,143,62,165,92,72,122,73,152,75,182,85
3,142,33,352,63,69,93,52,123,122,153,167,183,131
4,177,34,30,64,16,94,60,124,253,154,87,184,158
5,135,35,43,65,139,95,139,125,103,155,57,185,117
6,118,36,160,66,102,96,75,126,141,156,51,186,68
7,100,37,36,67,116,97,80,127,46,157,125,187,28
8,110,38,43,68,91,98,98,128,125,158,175,188,177
9,15,39,73,69,318,99,81,129,46,159,106,189,25
10,105,40,78,70,174,100,-8,130,211,160,69,190,70
11,165,41,130,71,56,101,115,131,193,161,90,191,85
12,71,42,135,72,107,102,76,132,45,162,198,192,57
13,55,43,50,73,115,103,128,133,154,163,113,193,119
14,80,44,45,74,65,104,101,134,87,164,99,194,86
15,229,45,529,75,134,105,64,135,359,165,119,195,105
16,35,46,44,76,46,106,17,136,40,166,75,196,53
17,97,47,110,77,50,107,75,137,56,167,89,197,65
18,49,48,157,78,66,108,125,138,179,168,33,198,50
19,55,49,104,79,39,109,75,139,172,169,124,199,60
20,101,50,76,80,133,110,175,140,181,170,110,200,72
21,504,51,167,81,150,111,158,141,252,171,150,,
22,148,52,180,82,65,112,451,142,39,172,86,,
23,31,53,94,83,105,113,142,143,178,173,105,,
24,50,54,35,84,119,114,30,144,54,174,75,,
25,93,55,106,85,80,115,68,145,-5,175,92,,
26,114,56,191,86,79,116,64,146,95,176,79,,
27,80,57,66,87,102,117,76,147,181,177,33,,
28,89,58,11,88,18,118,109,148,170,178,74,,
29,91,59,57,89,126,119,70,149,43,179,178,,
30,35,60,171,90,46,120,175,150,55,180,87,,
