0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,131,31,60,61,54,91,71,121,180,151,70,181,95,211,460,241,204,271,356,,,,,,,
2,73,32,210,62,134,92,224,122,168,152,274,182,70,212,61,242,256,272,191,,,,,,,
3,130,33,98,63,38,93,159,123,258,153,153,183,79,213,124,243,38,273,65,,,,,,,
4,133,34,129,64,131,94,249,124,120,154,101,184,118,214,275,244,67,274,105,,,,,,,
5,90,35,340,65,407,95,149,125,150,155,303,185,84,215,129,245,342,275,94,,,,,,,
6,100,36,87,66,23,96,169,126,85,156,388,186,12,216,137,246,229,276,261,,,,,,,
7,109,37,111,67,135,97,122,127,192,157,81,187,137,217,182,247,105,277,58,,,,,,,
8,360,38,549,68,175,98,280,128,477,158,86,188,110,218,189,248,306,278,276,,,,,,,
9,82,39,341,69,59,99,60,129,306,159,511,189,54,219,147,249,72,279,19,,,,,,,
10,505,40,173,70,303,100,100,130,102,160,291,190,141,220,155,250,72,280,76,,,,,,,
11,375,41,177,71,244,101,22,131,100,161,484,191,69,221,52,251,62,281,47,,,,,,,
12,248,42,79,72,73,102,143,132,173,162,93,192,241,222,301,252,162,282,24,,,,,,,
13,104,43,48,73,183,103,85,133,-25,163,511,193,71,223,408,253,254,283,84,,,,,,,
14,254,44,185,74,111,104,91,134,290,164,393,194,175,224,316,254,196,284,286,,,,,,,
15,247,45,26,75,356,105,495,135,80,165,127,195,55,225,34,255,36,285,207,,,,,,,
16,116,46,52,76,96,106,445,136,283,166,501,196,135,226,72,256,130,286,433,,,,,,,
17,168,47,145,77,126,107,512,137,64,167,150,197,134,227,154,257,486,287,129,,,,,,,
18,266,48,205,78,58,108,266,138,110,168,384,198,10,228,269,258,227,288,116,,,,,,,
19,415,49,74,79,192,109,104,139,128,169,50,199,135,229,110,259,50,289,440,,,,,,,
20,415,50,42,80,85,110,415,140,143,170,354,200,329,230,223,260,160,290,31,,,,,,,
21,87,51,50,81,89,111,111,141,507,171,70,201,467,231,99,261,177,291,310,,,,,,,
22,104,52,101,82,74,112,199,142,500,172,230,202,148,232,155,262,152,292,190,,,,,,,
23,66,53,65,83,90,113,98,143,84,173,108,203,86,233,85,263,168,293,85,,,,,,,
24,75,54,234,84,101,114,65,144,98,174,105,204,289,234,307,264,419,294,30,,,,,,,
25,66,55,402,85,229,115,104,145,105,175,87,205,31,235,202,265,400,295,220,,,,,,,
26,54,56,56,86,293,116,173,146,238,176,281,206,70,236,413,266,45,296,63,,,,,,,
27,263,57,629,87,517,117,375,147,89,177,126,207,91,237,40,267,320,297,136,,,,,,,
28,89,58,66,88,137,118,45,148,42,178,109,208,123,238,106,268,37,298,217,,,,,,,
29,73,59,45,89,113,119,96,149,491,179,22,209,125,239,30,269,69,299,262,,,,,,,
30,266,60,114,90,146,120,198,150,135,180,366,210,57,240,54,270,271,300,130,,,,,,,
Centre:,270401,ANJUMAN,ARTS,SCIENCE,COMMERCE,COLLEGE,&,P,G,STUDIES,"DHARWAD,",ANJUMAN,ESTATE,OPP,OLD,CENTRAL,BUS,"STAND,","DHARWAD,",KARNATAKA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,62,331,275,361,97,391,115,421,128,451,155,481,618,511,264,541,20,571,106,,,,,,,
302,77,332,59,362,359,392,151,422,463,452,82,482,212,512,55,542,65,572,269,,,,,,,
303,156,333,155,363,370,393,102,423,148,453,96,483,313,513,50,543,90,573,65,,,,,,,
304,510,334,106,364,94,394,91,424,118,454,45,484,75,514,126,544,196,574,132,,,,,,,
305,157,335,180,365,123,395,186,425,123,455,51,485,34,515,308,545,21,575,43,,,,,,,
306,105,336,127,366,178,396,70,426,105,456,280,486,109,516,62,546,586,576,206,,,,,,,
307,49,337,168,367,364,397,170,427,198,457,56,487,156,517,433,547,314,577,96,,,,,,,
308,311,338,60,368,395,398,658,428,-5,458,362,488,351,518,113,548,52,578,205,,,,,,,
309,176,339,34,369,78,399,150,429,108,459,66,489,243,519,30,549,70,579,110,,,,,,,
310,95,340,63,370,92,400,106,430,123,460,94,490,15,520,316,550,86,580,151,,,,,,,
311,172,341,218,371,134,401,373,431,273,461,154,491,279,521,95,551,502,581,553,,,,,,,
312,144,342,109,372,175,402,331,432,114,462,168,492,115,522,105,552,108,582,136,,,,,,,
313,147,343,261,373,306,403,304,433,42,463,64,493,293,523,210,553,197,583,94,,,,,,,
314,105,344,404,374,217,404,45,434,521,464,24,494,123,524,94,554,339,584,77,,,,,,,
315,121,345,141,375,349,405,347,435,527,465,87,495,72,525,146,555,162,585,60,,,,,,,
316,394,346,33,376,135,406,74,436,235,466,369,496,236,526,225,556,51,586,241,,,,,,,
317,50,347,88,377,172,407,46,437,333,467,586,497,67,527,92,557,51,587,87,,,,,,,
318,110,348,80,378,43,408,57,438,36,468,167,498,158,528,89,558,160,588,57,,,,,,,
319,426,349,240,379,151,409,71,439,377,469,314,499,64,529,377,559,206,589,53,,,,,,,
320,147,350,223,380,117,410,148,440,136,470,45,500,374,530,159,560,199,590,115,,,,,,,
321,200,351,102,381,301,411,79,441,48,471,168,501,317,531,145,561,197,591,283,,,,,,,
322,136,352,50,382,256,412,67,442,167,472,59,502,448,532,113,562,369,592,130,,,,,,,
323,346,353,198,383,224,413,245,443,194,473,120,503,80,533,82,563,90,593,195,,,,,,,
324,102,354,106,384,248,414,64,444,65,474,145,504,118,534,385,564,42,594,115,,,,,,,
325,134,355,601,385,380,415,293,445,84,475,128,505,53,535,0,565,201,595,52,,,,,,,
326,445,356,131,386,170,416,126,446,586,476,111,506,382,536,360,566,404,596,249,,,,,,,
327,91,357,165,387,50,417,77,447,125,477,81,507,284,537,30,567,335,597,167,,,,,,,
328,50,358,62,388,221,418,447,448,361,478,142,508,110,538,142,568,44,598,427,,,,,,,
329,157,359,218,389,56,419,191,449,50,479,105,509,90,539,60,569,119,599,109,,,,,,,
330,241,360,231,390,96,420,30,450,170,480,347,510,471,540,57,570,85,600,424,,,,,,,
Centre:,270401,ANJUMAN,ARTS,SCIENCE,COMMERCE,COLLEGE,&,P,G,STUDIES,"DHARWAD,",ANJUMAN,ESTATE,OPP,OLD,CENTRAL,BUS,"STAND,","DHARWAD,",KARNATAKA,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
601,184,631,434,661,294,691,51,721,141,751,523,,,,,,,,,,,,,,,
602,304,632,331,662,228,692,100,722,204,752,254,,,,,,,,,,,,,,,
603,288,633,67,663,388,693,65,723,134,753,43,,,,,,,,,,,,,,,
604,155,634,198,664,147,694,232,724,25,754,530,,,,,,,,,,,,,,,
605,200,635,75,665,35,695,104,725,118,755,62,,,,,,,,,,,,,,,
606,508,636,60,666,125,696,122,726,157,756,212,,,,,,,,,,,,,,,
607,56,637,51,667,517,697,50,727,287,757,145,,,,,,,,,,,,,,,
608,163,638,245,668,198,698,70,728,125,758,120,,,,,,,,,,,,,,,
609,70,639,295,669,62,699,138,729,96,759,165,,,,,,,,,,,,,,,
610,35,640,153,670,270,700,136,730,467,760,577,,,,,,,,,,,,,,,
611,75,641,152,671,118,701,242,731,118,761,95,,,,,,,,,,,,,,,
612,115,642,368,672,398,702,215,732,193,762,165,,,,,,,,,,,,,,,
613,99,643,171,673,186,703,171,733,83,763,75,,,,,,,,,,,,,,,
614,165,644,114,674,140,704,82,734,95,764,298,,,,,,,,,,,,,,,
615,41,645,268,675,45,705,71,735,242,765,469,,,,,,,,,,,,,,,
616,431,646,157,676,190,706,651,736,95,766,70,,,,,,,,,,,,,,,
617,23,647,123,677,160,707,185,737,147,767,414,,,,,,,,,,,,,,,
618,43,648,422,678,159,708,28,738,96,,,,,,,,,,,,,,,,,
619,160,649,95,679,85,709,172,739,471,,,,,,,,,,,,,,,,,
620,72,650,297,680,110,710,125,740,53,,,,,,,,,,,,,,,,,
621,468,651,596,681,116,711,408,741,73,,,,,,,,,,,,,,,,,
622,250,652,480,682,13,712,145,742,502,,,,,,,,,,,,,,,,,
623,55,653,50,683,119,713,271,743,16,,,,,,,,,,,,,,,,,
624,270,654,478,684,37,714,114,744,98,,,,,,,,,,,,,,,,,
625,141,655,61,685,91,715,669,745,107,,,,,,,,,,,,,,,,,
626,25,656,148,686,70,716,286,746,167,,,,,,,,,,,,,,,,,
627,168,657,85,687,57,717,170,747,193,,,,,,,,,,,,,,,,,
628,78,658,88,688,81,718,21,748,133,,,,,,,,,,,,,,,,,
629,195,659,344,689,216,719,35,749,279,,,,,,,,,,,,,,,,,
630,82,660,220,690,535,720,338,750,131,,,,,,,,,,,,,,,,,
