0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,114,31,110,61,90,91,225,121,201,151,322,181,31,211,25
2,140,32,112,62,88,92,67,122,99,152,57,182,269,212,-5
3,106,33,12,63,130,93,24,123,52,153,215,183,70,213,100
4,290,34,57,64,130,94,100,124,112,154,41,184,252,214,248
5,55,35,169,65,59,95,311,125,35,155,76,185,41,215,-6
6,62,36,105,66,43,96,17,126,325,156,139,186,117,216,52
7,110,37,92,67,60,97,80,127,155,157,154,187,131,217,59
8,55,38,56,68,67,98,67,128,20,158,24,188,70,218,109
9,90,39,70,69,51,99,64,129,54,159,311,189,120,219,136
10,197,40,61,70,20,100,120,130,418,160,95,190,145,220,40
11,8,41,150,71,52,101,67,131,132,161,57,191,125,221,64
12,129,42,82,72,87,102,35,132,134,162,81,192,130,222,95
13,116,43,345,73,233,103,12,133,130,163,227,193,61,223,11
14,120,44,91,74,50,104,59,134,55,164,182,194,71,224,64
15,314,45,115,75,38,105,91,135,122,165,54,195,52,225,100
16,10,46,82,76,74,106,312,136,227,166,31,196,295,226,69
17,73,47,89,77,69,107,279,137,203,167,55,197,135,,
18,95,48,92,78,40,108,32,138,122,168,72,198,357,,
19,84,49,60,79,96,109,251,139,56,169,161,199,92,,
20,634,50,78,80,70,110,47,140,191,170,282,200,19,,
21,112,51,110,81,102,111,312,141,80,171,118,201,35,,
22,26,52,37,82,58,112,60,142,61,172,35,202,40,,
23,58,53,70,83,50,113,58,143,68,173,199,203,51,,
24,71,54,60,84,50,114,70,144,116,174,126,204,283,,
25,64,55,134,85,426,115,118,145,75,175,289,205,39,,
26,41,56,113,86,23,116,109,146,79,176,15,206,68,,
27,40,57,75,87,156,117,33,147,50,177,112,207,139,,
28,149,58,44,88,103,118,76,148,26,178,17,208,155,,
29,11,59,37,89,20,119,37,149,34,179,207,209,42,,
30,73,60,235,90,18,120,46,150,50,180,175,210,162,,
