0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
BACHCHAON,BAZAR,VARANASI,221011,UTTAR,"PRADESH,","VARANASI,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,107,31,203,61,175,91,196,121,280,151,413,181,196,211,109,241,303,271,26,,,,,,,
2,386,32,170,62,681,92,82,122,132,152,100,182,207,212,116,242,149,272,225,,,,,,,
3,87,33,608,63,523,93,199,123,151,153,115,183,249,213,46,243,53,273,184,,,,,,,
4,266,34,445,64,216,94,366,124,64,154,162,184,273,214,55,244,75,274,134,,,,,,,
5,279,35,82,65,110,95,50,125,317,155,152,185,329,215,370,245,70,275,371,,,,,,,
6,695,36,315,66,70,96,215,126,214,156,323,186,495,216,348,246,152,276,153,,,,,,,
7,665,37,67,67,246,97,321,127,80,157,72,187,584,217,661,247,346,277,42,,,,,,,
8,482,38,559,68,269,98,39,128,107,158,62,188,198,218,633,248,124,278,441,,,,,,,
9,395,39,20,69,72,99,100,129,330,159,124,189,413,219,128,249,599,279,280,,,,,,,
10,174,40,201,70,623,100,334,130,160,160,233,190,71,220,163,250,305,280,380,,,,,,,
11,231,41,167,71,366,101,348,131,380,161,111,191,507,221,167,251,40,281,266,,,,,,,
12,326,42,144,72,243,102,74,132,288,162,354,192,29,222,619,252,441,282,249,,,,,,,
13,626,43,627,73,606,103,141,133,99,163,261,193,459,223,361,253,110,283,225,,,,,,,
14,94,44,262,74,218,104,157,134,67,164,-5,194,92,224,331,254,308,284,98,,,,,,,
15,145,45,50,75,528,105,492,135,345,165,377,195,171,225,124,255,87,285,115,,,,,,,
16,30,46,165,76,74,106,656,136,645,166,188,196,103,226,295,256,296,286,592,,,,,,,
17,390,47,125,77,206,107,112,137,55,167,565,197,161,227,439,257,142,287,452,,,,,,,
18,616,48,359,78,186,108,286,138,80,168,57,198,457,228,85,258,180,288,111,,,,,,,
19,420,49,533,79,70,109,266,139,557,169,87,199,205,229,61,259,167,289,330,,,,,,,
20,451,50,64,80,278,110,310,140,441,170,65,200,280,230,523,260,189,290,410,,,,,,,
21,95,51,78,81,149,111,75,141,178,171,114,201,97,231,79,261,148,291,244,,,,,,,
22,207,52,86,82,203,112,111,142,272,172,375,202,100,232,369,262,123,292,343,,,,,,,
23,181,53,360,83,116,113,246,143,135,173,221,203,121,233,105,263,255,293,691,,,,,,,
24,261,54,101,84,662,114,80,144,-10,174,216,204,419,234,191,264,269,294,391,,,,,,,
25,236,55,372,85,60,115,177,145,360,175,113,205,13,235,332,265,494,295,133,,,,,,,
26,424,56,220,86,160,116,60,146,126,176,381,206,202,236,188,266,188,296,110,,,,,,,
27,270,57,384,87,58,117,474,147,118,177,185,207,204,237,249,267,627,297,301,,,,,,,
28,251,58,441,88,453,118,193,148,383,178,117,208,118,238,17,268,80,298,287,,,,,,,
29,271,59,190,89,650,119,650,149,437,179,514,209,221,239,160,269,383,299,271,,,,,,,
30,155,60,598,90,165,120,76,150,12,180,254,210,90,240,173,270,410,300,140,,,,,,,
Centre:,441110,HAPPY,MODEL,"SCHOOL,",HAPPY,MODEL,SCHOOL,PLOT,NO.323,VILLAGE-,KURAHUAN,AKHARI,BYPASS,ON,ADALPURA,CUNAR,ROAD,KHANAW,MOD,OPP.,NEET,(UG),2024,Page,No.,2
BACHCHAON,BAZAR,VARANASI,221011,UTTAR,"PRADESH,","VARANASI,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,414,331,303,361,201,391,42,421,376,451,85,481,144,511,536,541,110,571,102,,,,,,,
302,207,332,153,362,216,392,589,422,53,452,259,482,39,512,55,542,238,572,296,,,,,,,
303,463,333,272,363,151,393,195,423,70,453,181,483,255,513,120,543,106,573,109,,,,,,,
304,234,334,220,364,23,394,220,424,168,454,46,484,190,514,69,544,444,574,96,,,,,,,
