0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
UTTARAKHAND,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,281,31,75,61,131,91,91,121,54,151,-10,181,98,211,249
2,30,32,91,62,195,92,84,122,99,152,68,182,91,,
3,323,33,57,63,623,93,495,123,149,153,62,183,132,,
4,308,34,161,64,56,94,71,124,35,154,116,184,276,,
5,34,35,225,65,132,95,216,125,0,155,182,185,400,,
6,220,36,96,66,427,96,107,126,378,156,262,186,130,,
7,135,37,56,67,115,97,63,127,141,157,433,187,131,,
8,97,38,60,68,519,98,283,128,508,158,352,188,177,,
9,361,39,125,69,251,99,110,129,36,159,575,189,84,,
10,97,40,185,70,119,100,43,130,442,160,359,190,59,,
11,148,41,56,71,226,101,86,131,182,161,579,191,96,,
12,335,42,79,72,195,102,47,132,192,162,30,192,162,,
13,187,43,125,73,264,103,147,133,330,163,182,193,340,,
14,294,44,464,74,141,104,119,134,88,164,464,194,120,,
15,508,45,475,75,95,105,503,135,-3,165,337,195,480,,
16,59,46,114,76,165,106,95,136,270,166,225,196,490,,
17,41,47,96,77,208,107,145,137,36,167,375,197,95,,
18,140,48,130,78,188,108,98,138,135,168,25,198,74,,
19,128,49,59,79,39,109,100,139,26,169,540,199,120,,
20,233,50,56,80,15,110,30,140,371,170,146,200,159,,
21,172,51,96,81,43,111,58,141,40,171,104,201,110,,
22,83,52,135,82,91,112,113,142,126,172,54,202,69,,
23,81,53,137,83,276,113,170,143,168,173,86,203,117,,
24,405,54,238,84,212,114,123,144,133,174,646,204,68,,
25,198,55,177,85,201,115,173,145,194,175,118,205,205,,
26,306,56,87,86,98,116,102,146,410,176,117,206,521,,
27,194,57,256,87,96,117,353,147,205,177,68,207,131,,
28,243,58,70,88,110,118,87,148,89,178,125,208,105,,
29,166,59,635,89,258,119,52,149,263,179,181,209,436,,
30,122,60,77,90,105,120,230,150,343,180,168,210,80,,
