0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,481,31,120,61,179,91,508,121,652,151,232,181,283,211,197
2,59,32,551,62,92,92,92,122,427,152,617,182,62,212,43
3,84,33,671,63,84,93,170,123,90,153,59,183,250,213,246
4,135,34,80,64,170,94,206,124,353,154,612,184,72,214,420
5,365,35,300,65,130,95,16,125,326,155,45,185,481,215,143
6,100,36,141,66,37,96,161,126,40,156,119,186,80,216,410
7,400,37,58,67,268,97,86,127,136,157,30,187,67,217,77
8,199,38,60,68,101,98,430,128,91,158,101,188,410,218,618
9,486,39,215,69,228,99,126,129,75,159,655,189,226,219,406
10,55,40,149,70,226,100,128,130,244,160,103,190,173,220,89
11,437,41,204,71,591,101,185,131,120,161,51,191,631,221,66
12,64,42,30,72,91,102,623,132,571,162,37,192,86,222,102
13,518,43,46,73,262,103,340,133,274,163,80,193,166,223,100
14,574,44,55,74,85,104,57,134,503,164,148,194,35,224,358
15,121,45,153,75,348,105,298,135,198,165,99,195,140,225,86
16,342,46,215,76,65,106,319,136,449,166,77,196,130,226,262
17,67,47,101,77,145,107,90,137,67,167,399,197,617,227,34
18,102,48,64,78,70,108,228,138,587,168,221,198,296,228,691
19,236,49,73,79,487,109,130,139,180,169,343,199,112,229,518
20,184,50,450,80,38,110,95,140,546,170,120,200,92,230,253
21,561,51,166,81,519,111,294,141,80,171,78,201,202,231,195
22,600,52,468,82,186,112,140,142,400,172,108,202,634,232,212
23,63,53,305,83,116,113,67,143,37,173,483,203,271,233,193
24,593,54,30,84,373,114,561,144,59,174,244,204,134,234,118
25,153,55,253,85,63,115,164,145,139,175,179,205,121,235,85
26,83,56,635,86,307,116,384,146,301,176,263,206,169,236,45
27,468,57,65,87,482,117,291,147,620,177,303,207,295,237,257
28,132,58,360,88,623,118,318,148,20,178,494,208,165,238,190
29,665,59,409,89,75,119,113,149,307,179,99,209,273,,
30,30,60,91,90,234,120,187,150,349,180,112,210,161,,
