0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"NAGAR/DURG,",CHHATTISGARH,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,50,31,110,61,147,91,155,121,414,151,8,181,235,211,102,241,318,271,44,,,,,,,,
2,75,32,365,62,120,92,319,122,118,152,55,182,449,212,453,242,66,272,174,,,,,,,,
3,96,33,339,63,290,93,303,123,217,153,120,183,497,213,103,243,292,273,195,,,,,,,,
4,430,34,118,64,59,94,138,124,109,154,106,184,150,214,374,244,378,274,393,,,,,,,,
5,169,35,170,65,297,95,40,125,455,155,640,185,159,215,-27,245,98,275,176,,,,,,,,
6,37,36,92,66,143,96,250,126,356,156,120,186,596,216,523,246,123,276,67,,,,,,,,
7,343,37,62,67,148,97,55,127,90,157,56,187,214,217,53,247,80,277,74,,,,,,,,
8,159,38,132,68,293,98,245,128,70,158,73,188,124,218,85,248,75,278,286,,,,,,,,
9,261,39,630,69,276,99,312,129,95,159,128,189,243,219,153,249,196,279,136,,,,,,,,
10,229,40,81,70,419,100,293,130,63,160,66,190,276,220,121,250,134,280,283,,,,,,,,
11,81,41,381,71,57,101,55,131,121,161,135,191,90,221,58,251,110,281,108,,,,,,,,
12,35,42,77,72,224,102,367,132,110,162,121,192,244,222,51,252,8,282,611,,,,,,,,
13,196,43,401,73,-5,103,69,133,312,163,30,193,121,223,158,253,31,283,57,,,,,,,,
14,91,44,262,74,246,104,292,134,265,164,86,194,115,224,48,254,465,284,531,,,,,,,,
15,216,45,201,75,181,105,201,135,562,165,255,195,40,225,149,255,160,285,552,,,,,,,,
16,256,46,496,76,234,106,418,136,110,166,675,196,271,226,251,256,445,286,58,,,,,,,,
17,258,47,75,77,141,107,116,137,99,167,475,197,481,227,372,257,438,287,168,,,,,,,,
18,120,48,209,78,111,108,331,138,67,168,288,198,424,228,168,258,117,288,132,,,,,,,,
19,173,49,312,79,65,109,257,139,165,169,172,199,126,229,221,259,299,289,230,,,,,,,,
20,86,50,86,80,105,110,464,140,129,170,436,200,518,230,251,260,382,290,111,,,,,,,,
21,495,51,69,81,346,111,108,141,498,171,115,201,111,231,207,261,76,291,149,,,,,,,,
22,197,52,41,82,166,112,323,142,197,172,40,202,462,232,175,262,218,292,265,,,,,,,,
23,241,53,197,83,159,113,271,143,39,173,288,203,332,233,425,263,64,293,411,,,,,,,,
24,222,54,320,84,415,114,146,144,122,174,37,204,1,234,188,264,-1,294,105,,,,,,,,
25,417,55,49,85,301,115,75,145,589,175,356,205,291,235,61,265,50,295,375,,,,,,,,
26,76,56,279,86,218,116,170,146,123,176,291,206,143,236,216,266,224,296,304,,,,,,,,
27,75,57,96,87,143,117,88,147,545,177,265,207,113,237,50,267,140,297,435,,,,,,,,
28,413,58,226,88,124,118,238,148,107,178,142,208,123,238,51,268,541,298,222,,,,,,,,
29,314,59,379,89,185,119,307,149,107,179,119,209,135,239,474,269,341,299,34,,,,,,,,
30,184,60,167,90,166,120,90,150,299,180,264,210,255,240,98,270,160,300,114,,,,,,,,
Centre:,170114,KRISHNA,PUBLIC,"SCHOOL,",NEAR,UTSAV,"BHAWAN,",SUNDER,"NAGAR,",POST,-,"SUPELA,","BHILAI,",DIST,-,DURG,(CHHATTISGARH),PIN,-,"490023,",BHILAI,NEET,(UG),2024,Page,No.,2
"NAGAR/DURG,",CHHATTISGARH,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,457,331,164,361,124,391,505,421,140,451,487,481,476,511,409,,,,,,,,,,,,
302,254,332,236,362,321,392,174,422,462,452,379,482,210,512,8,,,,,,,,,,,,
