0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
RAJADHANI,HILLS,ADJACENT,TO,GURUMANDIRAM,"NEDUMPARAMBU,","THIRUVANANTHAPURAM,",KERALA,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,321,31,140,61,602,91,114,121,140,151,175,181,197,211,115,241,125,271,374,
2,616,32,441,62,74,92,273,122,80,152,285,182,83,212,268,242,214,272,123,
3,615,33,236,63,156,93,218,123,338,153,80,183,100,213,136,243,471,273,271,
4,238,34,117,64,52,94,118,124,359,154,165,184,617,214,650,244,81,274,66,
5,91,35,257,65,314,95,311,125,122,155,382,185,495,215,55,245,463,275,307,
6,147,36,93,66,30,96,651,126,309,156,120,186,115,216,153,246,122,276,393,
7,407,37,119,67,656,97,77,127,29,157,582,187,222,217,180,247,97,277,238,
8,527,38,106,68,204,98,104,128,113,158,285,188,76,218,206,248,107,278,198,
9,108,39,332,69,137,99,162,129,95,159,60,189,228,219,261,249,235,279,240,
10,179,40,25,70,373,100,302,130,194,160,131,190,665,220,138,250,233,280,101,
11,537,41,63,71,92,101,130,131,242,161,51,191,130,221,185,251,285,281,216,
12,362,42,32,72,236,102,170,132,147,162,80,192,118,222,70,252,158,282,160,
13,308,43,265,73,167,103,265,133,291,163,147,193,66,223,135,253,167,283,272,
14,50,44,109,74,301,104,102,134,545,164,629,194,94,224,74,254,201,284,229,
15,55,45,319,75,654,105,531,135,106,165,91,195,107,225,332,255,90,285,115,
16,188,46,31,76,366,106,222,136,306,166,131,196,547,226,189,256,187,286,312,
17,323,47,226,77,30,107,206,137,101,167,554,197,457,227,151,257,84,287,123,
18,108,48,36,78,148,108,224,138,188,168,129,198,250,228,143,258,143,288,495,
19,70,49,634,79,168,109,687,139,569,169,100,199,163,229,103,259,349,289,75,
20,170,50,595,80,113,110,3,140,244,170,80,200,468,230,672,260,88,290,264,
21,106,51,528,81,170,111,150,141,313,171,4,201,185,231,1,261,54,291,353,
22,106,52,180,82,124,112,208,142,75,172,104,202,142,232,323,262,627,292,192,
23,23,53,58,83,124,113,70,143,86,173,82,203,322,233,137,263,137,293,150,
24,381,54,75,84,341,114,77,144,169,174,104,204,338,234,303,264,504,294,280,
25,152,55,634,85,635,115,498,145,317,175,242,205,76,235,255,265,33,295,461,
26,97,56,32,86,197,116,247,146,79,176,143,206,162,236,115,266,690,296,80,
27,161,57,82,87,274,117,96,147,152,177,330,207,65,237,263,267,187,297,377,
28,215,58,72,88,173,118,595,148,114,178,163,208,261,238,185,268,189,298,342,
29,247,59,80,89,109,119,388,149,89,179,185,209,115,239,76,269,15,299,138,
30,335,60,48,90,277,120,332,150,105,180,393,210,536,240,159,270,602,300,584,
Centre:,281111,RAJADHANI,INSTITUTE,OF,ENGINEERING,AND,"TECHNOLOGY,",NEDUMPARAMBU,P,O,NAGAROOR,ATTINGAL,THIRUVANANTHAPURAM,NEDUMPARAMBU,NEET,(UG),2024,Page,No.,2
RAJADHANI,HILLS,ADJACENT,TO,GURUMANDIRAM,"NEDUMPARAMBU,","THIRUVANANTHAPURAM,",KERALA,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,65,331,239,361,75,391,612,421,201,451,99,481,158,511,130,541,640,571,357,
302,283,332,92,362,190,392,455,422,244,452,473,482,130,512,210,542,203,572,76,
303,61,333,326,363,221,393,103,423,639,453,195,483,325,513,93,543,175,573,316,
304,60,334,312,364,27,394,140,424,282,454,53,484,193,514,198,544,69,574,150,
305,41,335,232,365,521,395,35,425,98,455,532,485,40,515,395,545,226,575,584,
306,172,336,118,366,60,396,322,426,485,456,80,486,154,516,175,546,47,576,185,
307,256,337,115,367,511,397,294,427,268,457,318,487,227,517,208,547,215,577,173,
308,163,338,85,368,304,398,223,428,464,458,224,488,386,518,89,548,373,578,90,
309,47,339,37,369,110,399,46,429,94,459,265,489,79,519,154,549,237,579,230,
310,400,340,116,370,45,400,93,430,167,460,70,490,88,520,62,550,152,580,166,
311,176,341,53,371,52,401,90,431,542,461,381,491,97,521,80,551,253,581,293,
312,593,342,46,372,419,402,236,432,155,462,170,492,161,522,80,552,215,582,582,
313,366,343,130,373,63,403,221,433,368,463,337,493,85,523,263,553,250,583,128,
314,307,344,80,374,401,404,140,434,108,464,270,494,109,524,200,554,124,584,111,
315,329,345,266,375,78,405,275,435,155,465,114,495,86,525,100,555,6,585,103,
316,79,346,71,376,412,406,56,436,95,466,70,496,40,526,284,556,215,586,199,
317,141,347,232,377,233,407,254,437,197,467,426,497,74,527,552,557,217,587,83,
318,363,348,244,378,229,408,236,438,76,468,255,498,220,528,199,558,78,588,115,
319,372,349,110,379,141,409,69,439,309,469,201,499,267,529,340,559,138,589,105,
320,78,350,577,380,-1,410,183,440,135,470,258,500,200,530,88,560,49,590,180,
321,77,351,123,381,100,411,198,441,573,471,525,501,301,531,180,561,378,591,633,
322,503,352,354,382,231,412,92,442,112,472,139,502,420,532,92,562,27,592,140,
323,212,353,174,383,271,413,72,443,54,473,75,503,95,533,216,563,307,593,415,
324,147,354,61,384,140,414,151,444,214,474,100,504,270,534,416,564,66,594,107,
325,97,355,25,385,78,415,66,445,96,475,72,505,252,535,685,565,207,595,136,
326,153,356,120,386,236,416,209,446,32,476,260,506,199,536,57,566,419,596,217,
327,133,357,36,387,246,417,215,447,82,477,106,507,179,537,190,567,493,597,339,
328,471,358,121,388,200,418,146,448,71,478,215,508,272,538,91,568,234,598,608,
329,368,359,565,389,196,419,140,449,517,479,217,509,175,539,125,569,60,599,238,
330,100,360,504,390,115,420,293,450,297,480,166,510,463,540,16,570,112,,,
