0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,185,31,138,61,394,91,36,121,79,151,442,181,344,211,85
2,82,32,255,62,151,92,230,122,395,152,159,182,95,212,458
3,123,33,349,63,142,93,76,123,120,153,219,183,57,213,122
4,84,34,133,64,205,94,377,124,589,154,249,184,356,214,144
5,141,35,102,65,266,95,26,125,52,155,232,185,-13,215,116
6,75,36,152,66,83,96,298,126,63,156,105,186,306,216,55
7,643,37,178,67,275,97,372,127,63,157,449,187,205,217,120
8,302,38,118,68,275,98,452,128,227,158,87,188,215,218,410
9,277,39,180,69,70,99,22,129,64,159,18,189,231,219,301
10,296,40,354,70,352,100,392,130,278,160,49,190,241,220,559
11,115,41,28,71,50,101,60,131,134,161,338,191,189,221,87
12,81,42,60,72,80,102,107,132,48,162,73,192,68,222,153
13,40,43,640,73,72,103,369,133,300,163,90,193,649,223,273
14,137,44,139,74,163,104,75,134,287,164,184,194,609,224,81
15,364,45,198,75,236,105,423,135,386,165,56,195,533,225,39
16,355,46,41,76,45,106,55,136,193,166,49,196,95,226,332
17,299,47,545,77,40,107,183,137,300,167,97,197,172,227,56
18,241,48,213,78,45,108,97,138,32,168,52,198,50,228,53
19,80,49,85,79,120,109,150,139,260,169,620,199,192,229,151
20,322,50,533,80,198,110,182,140,140,170,96,200,96,230,572
21,265,51,45,81,48,111,90,141,160,171,112,201,315,231,253
22,236,52,210,82,331,112,131,142,140,172,162,202,372,232,218
23,115,53,165,83,139,113,84,143,25,173,412,203,60,,
24,97,54,56,84,29,114,177,144,105,174,12,204,141,,
25,42,55,149,85,430,115,156,145,105,175,198,205,10,,
26,170,56,549,86,107,116,498,146,174,176,193,206,188,,
27,106,57,462,87,158,117,72,147,129,177,465,207,136,,
28,194,58,321,88,0,118,124,148,129,178,310,208,158,,
29,60,59,208,89,123,119,455,149,504,179,530,209,376,,
30,76,60,88,90,43,120,282,150,126,180,67,210,397,,
