0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,0,31,70,61,55,91,113,121,250,151,244,181,366,211,496,241,610,271,188,,,,,,,
2,268,32,197,62,258,92,95,122,137,152,217,182,129,212,580,242,190,272,271,,,,,,,
3,273,33,465,63,123,93,285,123,526,153,468,183,117,213,482,243,395,273,306,,,,,,,
4,363,34,438,64,270,94,475,124,424,154,237,184,65,214,245,244,177,274,147,,,,,,,
5,43,35,341,65,592,95,175,125,306,155,52,185,532,215,172,245,18,275,57,,,,,,,
6,147,36,549,66,61,96,267,126,215,156,10,186,506,216,280,246,612,276,99,,,,,,,
7,70,37,364,67,276,97,89,127,466,157,203,187,220,217,624,247,492,277,214,,,,,,,
8,319,38,463,68,381,98,266,128,92,158,152,188,35,218,100,248,230,278,304,,,,,,,
9,545,39,260,69,139,99,460,129,155,159,310,189,11,219,55,249,80,279,204,,,,,,,
10,11,40,111,70,131,100,65,130,322,160,91,190,317,220,243,250,186,280,462,,,,,,,
11,486,41,463,71,70,101,324,131,321,161,110,191,342,221,403,251,42,281,265,,,,,,,
12,91,42,115,72,330,102,572,132,596,162,116,192,78,222,222,252,223,282,118,,,,,,,
13,229,43,60,73,615,103,575,133,125,163,303,193,26,223,206,253,137,283,211,,,,,,,
14,262,44,328,74,102,104,190,134,56,164,424,194,194,224,185,254,414,284,251,,,,,,,
15,355,45,81,75,377,105,524,135,126,165,277,195,156,225,187,255,275,285,83,,,,,,,
16,532,46,458,76,410,106,231,136,129,166,241,196,98,226,206,256,297,286,45,,,,,,,
17,277,47,570,77,143,107,61,137,180,167,457,197,48,227,149,257,95,287,389,,,,,,,
18,259,48,103,78,81,108,663,138,274,168,48,198,137,228,396,258,496,288,670,,,,,,,
19,27,49,171,79,99,109,185,139,533,169,495,199,99,229,193,259,325,289,555,,,,,,,
20,430,50,222,80,176,110,509,140,97,170,382,200,59,230,654,260,76,290,598,,,,,,,
21,41,51,163,81,485,111,273,141,65,171,71,201,400,231,269,261,189,291,465,,,,,,,
22,566,52,65,82,90,112,295,142,315,172,97,202,219,232,279,262,304,292,74,,,,,,,
23,24,53,232,83,139,113,477,143,88,173,507,203,381,233,41,263,321,293,153,,,,,,,
24,248,54,89,84,270,114,111,144,428,174,46,204,233,234,47,264,539,294,605,,,,,,,
25,37,55,52,85,166,115,135,145,565,175,111,205,535,235,-1,265,183,295,328,,,,,,,
26,512,56,5,86,61,116,70,146,68,176,267,206,590,236,541,266,294,296,174,,,,,,,
27,404,57,431,87,166,117,180,147,219,177,33,207,449,237,17,267,94,297,61,,,,,,,
28,137,58,67,88,402,118,538,148,63,178,76,208,203,238,66,268,129,298,105,,,,,,,
29,395,59,379,89,234,119,265,149,283,179,124,209,365,239,265,269,119,299,523,,,,,,,
30,86,60,194,90,92,120,310,150,227,180,425,210,460,240,481,270,529,300,505,,,,,,,
Centre:,461801,BUDGE,BUDGE,INSTITUTE,OF,"TECHNOLOGY,",NISCHINTAPUR,BUDGE,BUDGE,KOLKATA,-,700,137,WEST,BENGAL,"INDIA,",SOUTH,24,"PARGANAS,",WEST,NEET,(UG),2024,Page,No.,2
BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,91,331,137,361,80,391,449,421,144,451,209,481,237,511,31,541,294,571,150,,,,,,,
302,503,332,452,362,117,392,452,422,139,452,271,482,281,512,345,542,95,572,284,,,,,,,
303,536,333,314,363,326,393,104,423,100,453,282,483,239,513,379,543,251,573,388,,,,,,,
304,80,334,171,364,268,394,52,424,36,454,555,484,453,514,240,544,103,574,117,,,,,,,
305,185,335,387,365,85,395,199,425,223,455,357,485,161,515,11,545,655,575,133,,,,,,,
306,104,336,687,366,348,396,256,426,87,456,26,486,232,516,105,546,10,576,113,,,,,,,
307,152,337,598,367,119,397,316,427,322,457,490,487,136,517,209,547,61,577,193,,,,,,,
308,51,338,370,368,300,398,150,428,110,458,146,488,485,518,443,548,495,578,73,,,,,,,
309,76,339,267,369,436,399,229,429,399,459,28,489,394,519,329,549,444,579,120,,,,,,,
310,125,340,283,370,319,400,425,430,54,460,133,490,402,520,119,550,223,580,484,,,,,,,
311,197,341,101,371,247,401,414,431,611,461,214,491,37,521,145,551,460,581,352,,,,,,,
312,348,342,257,372,621,402,347,432,30,462,84,492,423,522,290,552,143,582,50,,,,,,,
313,99,343,284,373,266,403,363,433,299,463,99,493,125,523,341,553,205,583,80,,,,,,,
314,201,344,136,374,532,404,410,434,154,464,627,494,189,524,286,554,342,584,193,,,,,,,
315,120,345,66,375,28,405,91,435,25,465,147,495,58,525,190,555,213,585,144,,,,,,,
316,504,346,493,376,588,406,215,436,181,466,106,496,304,526,162,556,46,586,474,,,,,,,
