0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,345,31,240,61,124,91,127,121,71,151,190,181,52,211,101,241,272
2,55,32,66,62,43,92,5,122,250,152,71,182,168,212,541,242,169
3,199,33,80,63,278,93,94,123,60,153,465,183,49,213,473,243,242
4,60,34,100,64,105,94,24,124,60,154,41,184,10,214,31,244,63
5,96,35,112,65,138,95,83,125,29,155,129,185,125,215,45,245,129
6,156,36,231,66,319,96,125,126,66,156,70,186,275,216,267,246,72
7,146,37,395,67,51,97,20,127,65,157,35,187,95,217,364,247,334
8,454,38,104,68,134,98,65,128,28,158,198,188,336,218,220,248,563
9,167,39,261,69,-2,99,1,129,64,159,51,189,110,219,84,249,216
10,62,40,105,70,339,100,631,130,427,160,133,190,628,220,90,250,25
11,-5,41,201,71,25,101,135,131,52,161,56,191,123,221,440,251,330
12,548,42,217,72,144,102,41,132,101,162,195,192,57,222,293,252,193
13,202,43,63,73,81,103,578,133,35,163,46,193,65,223,100,253,120
14,115,44,239,74,176,104,53,134,55,164,26,194,142,224,294,254,239
15,225,45,62,75,526,105,212,135,61,165,70,195,148,225,179,255,28
16,91,46,195,76,611,106,42,136,20,166,182,196,80,226,21,256,163
17,17,47,46,77,299,107,35,137,315,167,74,197,0,227,162,257,81
18,401,48,95,78,18,108,117,138,216,168,251,198,32,228,117,258,15
19,29,49,91,79,51,109,6,139,33,169,30,199,104,229,80,259,62
20,117,50,143,80,140,110,158,140,108,170,283,200,297,230,89,260,305
21,138,51,340,81,207,111,-12,141,20,171,143,201,385,231,422,261,178
22,85,52,382,82,84,112,267,142,74,172,106,202,215,232,140,262,70
23,49,53,89,83,231,113,630,143,65,173,30,203,103,233,7,263,10
24,100,54,342,84,68,114,408,144,553,174,59,204,112,234,30,264,430
25,112,55,49,85,70,115,77,145,460,175,224,205,454,235,37,265,25
26,81,56,263,86,37,116,176,146,275,176,151,206,525,236,201,266,120
27,40,57,511,87,-14,117,213,147,204,177,90,207,220,237,413,267,38
28,373,58,194,88,95,118,497,148,103,178,117,208,119,238,20,268,275
29,77,59,34,89,355,119,191,149,55,179,264,209,45,239,124,269,283
30,113,60,67,90,65,120,101,150,35,180,99,210,194,240,109,270,42
