0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,635,31,80,61,280,91,47,121,147,151,635,181,219,211,384,241,80,271,81,,,,,,
2,213,32,115,62,233,92,24,122,544,152,404,182,89,212,81,242,304,272,134,,,,,,
3,111,33,151,63,631,93,305,123,133,153,177,183,632,213,69,243,157,273,25,,,,,,
4,96,34,113,64,156,94,201,124,475,154,290,184,436,214,77,244,80,274,153,,,,,,
5,158,35,66,65,68,95,394,125,3,155,303,185,178,215,271,245,81,275,91,,,,,,
6,103,36,376,66,297,96,105,126,266,156,58,186,170,216,202,246,85,276,104,,,,,,
7,43,37,112,67,216,97,92,127,143,157,120,187,148,217,93,247,57,277,272,,,,,,
8,129,38,473,68,198,98,295,128,134,158,116,188,135,218,225,248,205,278,-27,,,,,,
9,140,39,100,69,303,99,606,129,148,159,94,189,93,219,460,249,347,279,211,,,,,,
10,62,40,44,70,114,100,49,130,91,160,258,190,632,220,75,250,317,280,501,,,,,,
11,156,41,91,71,173,101,234,131,197,161,122,191,-15,221,64,251,143,281,519,,,,,,
12,18,42,60,72,281,102,182,132,247,162,64,192,95,222,31,252,34,282,618,,,,,,
13,119,43,226,73,304,103,59,133,75,163,113,193,47,223,259,253,149,283,50,,,,,,
14,146,44,65,74,75,104,73,134,65,164,221,194,57,224,131,254,145,284,74,,,,,,
15,477,45,326,75,31,105,142,135,137,165,288,195,29,225,95,255,30,285,50,,,,,,
16,299,46,343,76,234,106,226,136,124,166,519,196,121,226,334,256,263,286,60,,,,,,
17,47,47,188,77,630,107,152,137,640,167,198,197,83,227,47,257,273,287,287,,,,,,
18,357,48,243,78,560,108,77,138,432,168,336,198,505,228,496,258,104,288,153,,,,,,
19,83,49,263,79,163,109,179,139,13,169,-4,199,67,229,457,259,157,289,660,,,,,,
20,70,50,258,80,243,110,647,140,226,170,645,200,230,230,297,260,300,290,121,,,,,,
21,601,51,190,81,308,111,231,141,627,171,83,201,150,231,291,261,312,291,382,,,,,,
22,56,52,84,82,318,112,95,142,203,172,329,202,115,232,185,262,85,292,131,,,,,,
