0,1,2,3,4,5,6,7,8,9,10,11,12,13
"LUCKNOW,",UTTAR,PRADESH,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,31,31,283,61,54,91,201,121,506,151,53,181,55
2,40,32,535,62,137,92,243,122,135,152,40,182,77
3,202,33,65,63,127,93,623,123,92,153,87,183,439
4,54,34,117,64,215,94,335,124,199,154,151,,
5,401,35,87,65,80,95,99,125,376,155,125,,
6,545,36,363,66,106,96,493,126,23,156,118,,
7,43,37,344,67,168,97,183,127,143,157,217,,
8,12,38,33,68,15,98,247,128,96,158,125,,
9,217,39,212,69,64,99,169,129,110,159,469,,
10,63,40,30,70,98,100,125,130,60,160,43,,
11,382,41,172,71,50,101,54,131,213,161,133,,
12,10,42,32,72,186,102,231,132,82,162,262,,
13,31,43,297,73,102,103,274,133,185,163,30,,
14,133,44,12,74,11,104,156,134,101,164,109,,
15,129,45,503,75,125,105,144,135,42,165,194,,
16,76,46,58,76,490,106,71,136,240,166,242,,
17,232,47,10,77,84,107,430,137,215,167,12,,
18,76,48,45,78,9,108,106,138,90,168,350,,
19,118,49,222,79,270,109,32,139,540,169,30,,
20,271,50,585,80,286,110,254,140,613,170,24,,
21,56,51,88,81,38,111,61,141,127,171,100,,
22,55,52,203,82,597,112,58,142,455,172,69,,
23,175,53,30,83,651,113,349,143,280,173,142,,
24,58,54,50,84,611,114,133,144,94,174,242,,
25,114,55,55,85,56,115,423,145,66,175,75,,
26,45,56,30,86,229,116,122,146,35,176,40,,
27,152,57,219,87,299,117,97,147,197,177,415,,
28,514,58,47,88,45,118,565,148,112,178,6,,
29,475,59,120,89,16,119,265,149,513,179,346,,
30,117,60,354,90,341,120,5,150,141,180,597,,
